11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																										
13	Бабурин Сергей Николаевич	347	0	0	0	5	6	0	7	5	7	6	8	5	9	10	5	3	7	9	2	3	5	5	11	11	5	7	7	6	3	4	4	7	9	5	16	14	11	4	4	4	4	4	3	5	2	7	3	8	7	3	0	0	12	11	14	1	4	10	3	2	5	0	0									
		0.51%	0.00%	0.00%	0.00%	0.27%	0.49%	0.00%	0.69%	0.30%	0.49%	0.41%	0.60%	0.24%	0.42%	0.44%	0.53%	0.37%	0.51%	0.83%	0.19%	0.36%	0.45%	0.61%	1.30%	0.78%	0.53%	1.18%	0.49%	0.42%	0.50%	0.85%	0.38%	0.40%	0.45%	0.48%	1.20%	0.97%	0.77%	0.34%	0.56%	0.24%	0.72%	0.75%	0.62%	0.79%	0.41%	0.42%	0.23%	0.70%	0.41%	0.57%	0.00%	0.00%	0.89%	0.81%	0.56%	0.31%	0.42%	0.77%	0.25%	0.23%	0.40%	0.00%	0.00%									
14	Грудинин Павел Николаевич	7456	9	27	10	171	52	20	80	170	129	113	152	143	339	278	108	97	147	110	75	105	143	90	103	186	118	41	169	153	60	70	115	218	270	147	141	130	153	104	33	193	88	81	67	75	55	202	151	113	136	61	50	25	163	175	401	23	65	125	141	89	177	5	16									
		11.02%	8.49%	12.27%	10.00%	9.16%	4.28%	5.48%	7.84%	10.35%	9.03%	7.64%	11.33%	6.96%	15.73%	12.13%	11.55%	12.09%	10.63%	10.16%	6.96%	12.65%	12.88%	10.98%	12.22%	13.15%	12.45%	6.89%	11.84%	10.62%	9.90%	14.83%	10.91%	12.39%	13.59%	14.05%	10.54%	9.04%	10.68%	8.85%	4.64%	11.67%	15.74%	15.23%	13.90%	11.90%	11.29%	12.07%	11.80%	9.82%	7.93%	11.51%	10.40%	11.79%	12.15%	12.84%	16.05%	7.12%	6.77%	9.64%	11.60%	10.03%	14.29%	8.20%	17.98%									
15	Жириновский Владимир Вольфович	3213	9	4	3	103	27	2	29	64	61	30	69	100	131	133	49	53	59	33	29	36	49	48	60	54	56	65	72	62	25	25	52	96	128	63	77	80	85	57	25	64	30	17	33	42	21	87	71	62	48	23	30	16	52	70	109	8	38	45	41	25	64	2	12									
		4.75%	8.49%	1.82%	3.00%	5.52%	2.22%	0.55%	2.84%	3.90%	4.27%	2.03%	5.14%	4.87%	6.08%	5.81%	5.24%	6.61%	4.27%	3.05%	2.69%	4.34%	4.41%	5.85%	7.12%	3.82%	5.91%	10.92%	5.05%	4.30%	4.13%	5.30%	4.93%	5.46%	6.44%	6.02%	5.75%	5.56%	5.94%	4.85%	3.52%	3.87%	5.37%	3.20%	6.85%	6.67%	4.31%	5.20%	5.55%	5.39%	2.80%	4.34%	6.24%	7.55%	3.87%	5.14%	4.36%	2.48%	3.96%	3.47%	3.37%	2.82%	5.17%	3.28%	13.48%									
16	Путин Владимир Владимирович	52627	81	182	82	1478	1064	333	859	1340	1146	1298	1035	1750	1519	1703	709	604	1075	861	942	663	830	606	620	1086	708	463	1075	1156	492	342	812	1330	1478	749	1035	1132	1087	951	511	1286	392	410	353	470	391	1277	979	891	1456	419	378	162	1042	1006	1636	280	815	1067	971	733	916	50	60									
		77.77%	76.42%	82.73%	82.00%	79.21%	87.64%	91.23%	84.13%	81.56%	80.20%	87.76%	77.12%	85.20%	70.49%	74.33%	75.83%	75.31%	77.73%	79.50%	87.47%	79.88%	74.77%	73.90%	73.55%	76.80%	74.68%	77.82%	75.33%	80.22%	81.19%	72.46%	77.04%	75.61%	74.38%	71.61%	77.35%	78.72%	75.91%	80.94%	71.87%	77.75%	70.13%	77.07%	73.24%	74.60%	80.29%	76.28%	76.48%	77.41%	84.90%	79.06%	78.59%	76.42%	77.65%	73.81%	65.47%	86.69%	84.90%	82.27%	79.85%	82.64%	73.93%	81.97%	67.42%									
17	Собчак Ксения Анатольевна	1491	4	3	1	52	8	4	11	23	32	12	27	23	69	73	30	7	29	39	5	14	33	30	19	38	19	5	45	17	9	9	28	36	32	36	21	30	29	26	18	45	18	7	8	8	5	35	22	29	20	14	6	4	21	40	166	4	13	12	14	18	35	1	0									
		2.20%	3.77%	1.36%	1.00%	2.79%	0.66%	1.10%	1.08%	1.40%	2.24%	0.81%	2.01%	1.12%	3.20%	3.19%	3.21%	0.87%	2.10%	3.60%	0.46%	1.69%	2.97%	3.66%	2.25%	2.69%	2.00%	0.84%	3.15%	1.18%	1.49%	1.91%	2.66%	2.05%	1.61%	3.44%	1.57%	2.09%	2.03%	2.21%	2.53%	2.72%	3.22%	1.32%	1.66%	1.27%	1.03%	2.09%	1.72%	2.52%	1.17%	2.64%	1.25%	1.89%	1.56%	2.93%	6.64%	1.24%	1.35%	0.93%	1.15%	2.03%	2.82%	1.64%	0.00%									
18	Сурайкин Максим Александрович	435	0	0	1	10	9	5	0	10	9	2	11	5	10	19	5	8	13	7	5	2	7	2	5	8	11	4	12	10	2	1	9	10	14	7	12	9	12	10	6	6	4	2	5	4	7	9	14	10	9	3	3	1	11	8	24	2	4	9	7	5	6	0	0									
		0.64%	0.00%	0.00%	1.00%	0.54%	0.74%	1.37%	0.00%	0.61%	0.63%	0.14%	0.82%	0.24%	0.46%	0.83%	0.53%	0.99%	0.94%	0.65%	0.46%	0.24%	0.63%	0.24%	0.59%	0.57%	1.16%	0.67%	0.84%	0.69%	0.33%	0.21%	0.85%	0.57%	0.70%	0.67%	0.90%	0.63%	0.84%	0.85%	0.84%	0.36%	0.72%	0.38%	1.04%	0.63%	1.44%	0.54%	1.09%	0.87%	0.52%	0.57%	0.62%	0.47%	0.82%	0.59%	0.96%	0.62%	0.42%	0.69%	0.58%	0.56%	0.48%	0.00%	0.00%									
19	Титов Борис Юрьевич	539	0	1	0	10	6	1	4	7	8	3	11	16	23	13	8	9	10	6	7	4	14	9	6	10	12	2	12	7	2	6	7	21	16	7	9	13	14	6	8	17	6	7	4	5	2	21	8	3	7	1	3	1	9	19	58	1	5	8	12	5	9	0	0									
		0.80%	0.00%	0.45%	0.00%	0.54%	0.49%	0.27%	0.39%	0.43%	0.56%	0.20%	0.82%	0.78%	1.07%	0.57%	0.86%	1.12%	0.72%	0.55%	0.65%	0.48%	1.26%	1.10%	0.71%	0.71%	1.27%	0.34%	0.84%	0.49%	0.33%	1.27%	0.66%	1.19%	0.81%	0.67%	0.67%	0.90%	0.98%	0.51%	1.13%	1.03%	1.07%	1.32%	0.83%	0.79%	0.41%	1.25%	0.63%	0.26%	0.41%	0.19%	0.62%	0.47%	0.67%	1.39%	2.32%	0.31%	0.52%	0.62%	0.99%	0.56%	0.73%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	633	0	0	3	12	7	0	10	13	9	5	12	12	32	30	13	12	17	6	12	3	18	18	10	15	13	7	15	10	4	7	16	12	12	13	12	12	13	5	6	18	7	0	5	0	1	16	9	10	11	2	8	1	10	23	55	0	6	5	8	2	10	0	0									
		0.94%	0.00%	0.00%	3.00%	0.64%	0.58%	0.00%	0.98%	0.79%	0.63%	0.34%	0.89%	0.58%	1.48%	1.31%	1.39%	1.50%	1.23%	0.55%	1.11%	0.36%	1.62%	2.20%	1.19%	1.06%	1.37%	1.18%	1.05%	0.69%	0.66%	1.48%	1.52%	0.68%	0.60%	1.24%	0.90%	0.83%	0.91%	0.43%	0.84%	1.09%	1.25%	0.00%	1.04%	0.00%	0.21%	0.96%	0.70%	0.87%	0.64%	0.38%	1.66%	0.47%	0.75%	1.69%	2.20%	0.00%	0.63%	0.39%	0.66%	0.23%	0.81%	0.00%	0.00%									
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
