Выборы Президента Российской Федерации																																												
																																												
"Наименование Избирательной комиссии:    Пенза, Ленинская"																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1138	12	13	17	7	13	9	5	13	15	14	185	8	3	12	22	91	36	8	16	11	10	30	64	5	12	14	11	11	30	129	30	17	10	189	32	14	20					
14	Число неиспользованных открепительных удостоверений	205	8	8	2	0	7	4	7	5	9	8	0	4	0	1	9	6	0	6	3	3	6	6	5	14	6	3	10	8	2	2	12	7	3	3	3	10	15					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	5233	135	119	237	138	146	209	178	140	77	109	28	169	146	161	128	89	4	152	189	182	138	204	175	141	150	136	203	149	143	113	181	160	148	105	108	93	150					
		10.73%	8.94%	8.60%	14.90%	8.15%	9.81%	13.46%	11.91%	9.77%	7.18%	8.11%	11.62%	11.24%	9.85%	10.72%	10.31%	6.22%	3.81%	9.92%	15.17%	13.15%	10.44%	13.53%	10.36%	12.14%	10.18%	13.31%	15.16%	10.90%	10.59%	8.38%	12.78%	13.04%	10.49%	8.85%	7.22%	9.06%	12.44%					
19	. Малышкин Олег Александрович	925	37	32	31	34	31	25	39	27	21	20	6	26	23	33	47	29	0	29	21	18	24	33	35	18	19	17	18	24	30	20	15	21	21	25	31	18	27					
		1.90%	2.45%	2.31%	1.95%	2.01%	2.08%	1.61%	2.61%	1.88%	1.96%	1.49%	2.49%	1.73%	1.55%	2.20%	3.78%	2.03%	0.00%	1.89%	1.69%	1.30%	1.82%	2.19%	2.07%	1.55%	1.29%	1.66%	1.34%	1.76%	2.22%	1.48%	1.06%	1.71%	1.49%	2.11%	2.07%	1.75%	2.24%					
20	. Миронов Сергей Михайлович	462	12	11	5	8	14	14	17	16	11	14	3	20	28	17	7	14	0	18	15	17	10	17	18	9	10	4	13	20	6	8	17	12	15	7	16	6	13					
		0.95%	0.79%	0.80%	0.31%	0.47%	0.94%	0.90%	1.14%	1.12%	1.03%	1.04%	1.24%	1.33%	1.89%	1.13%	0.56%	0.98%	0.00%	1.17%	1.20%	1.23%	0.76%	1.13%	1.07%	0.78%	0.68%	0.39%	0.97%	1.46%	0.44%	0.59%	1.20%	0.98%	1.06%	0.59%	1.07%	0.58%	1.08%					
21	. Путин Владимир Владимирович	27876	946	851	822	957	929	927	809	803	600	794	135	831	801	838	712	889	89	847	676	768	719	781	954	638	852	582	743	785	784	847	791	671	817	705	876	616	691					
		57.15%	62.65%	61.53%	51.67%	56.53%	62.39%	59.69%	54.15%	56.04%	55.97%	59.08%	56.02%	55.29%	54.05%	55.79%	57.33%	62.17%	84.76%	55.29%	54.25%	55.49%	54.39%	51.79%	56.45%	54.95%	57.84%	56.95%	55.49%	57.43%	58.07%	62.83%	55.86%	54.69%	57.90%	59.44%	58.56%	59.98%	57.30%					
22	. Хакамада Ирина Муцуовна	2140	50	38	74	56	59	44	56	47	44	57	7	78	56	79	57	42	3	74	45	59	51	67	50	55	72	38	59	55	64	63	78	93	97	64	85	58	66					
		4.39%	3.31%	2.75%	4.65%	3.31%	3.96%	2.83%	3.75%	3.28%	4.10%	4.24%	2.90%	5.19%	3.78%	5.26%	4.59%	2.94%	2.86%	4.83%	3.61%	4.26%	3.86%	4.44%	2.96%	4.74%	4.89%	3.72%	4.41%	4.02%	4.74%	4.67%	5.51%	7.58%	6.87%	5.40%	5.68%	5.65%	5.47%					
23	. Харитонов Николай Михайлович	9566	259	257	341	378	257	256	324	335	269	272	33	302	340	300	229	288	1	324	245	272	325	320	366	253	283	200	226	255	259	233	236	208	238	219	277	194	192					
		19.61%	17.15%	18.58%	21.43%	22.33%	17.26%	16.48%	21.69%	23.38%	25.09%	20.24%	13.69%	20.09%	22.94%	19.97%	18.44%	20.14%	0.95%	21.15%	19.66%	19.65%	24.58%	21.22%	21.66%	21.79%	19.21%	19.57%	16.88%	18.65%	19.19%	17.28%	16.67%	16.95%	16.87%	18.47%	18.52%	18.89%	15.92%					
																																												
24	Против всех	2216	60	53	74	102	50	62	60	57	39	67	25	69	79	66	47	68	8	72	49	55	36	66	79	37	75	41	73	70	58	60	93	54	69	55	85	41	62					
		4.54%	3.97%	3.83%	4.65%	6.02%	3.36%	3.99%	4.02%	3.98%	3.64%	4.99%	10.37%	4.59%	5.33%	4.39%	3.78%	4.76%	7.62%	4.70%	3.93%	3.97%	2.72%	4.38%	4.67%	3.19%	5.09%	4.01%	5.45%	5.12%	4.30%	4.45%	6.57%	4.40%	4.89%	4.64%	5.68%	3.99%	5.14%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
