Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Аларская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №199					
11	Число полученных открепительных  удостоверений	429	5	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	5	5	5	5	64					
12	Число выданных открепительных удостоверений	65	1	0	4	0	0	2	0	2	0	9	0	0	1	0	4	0	0	0	0	1	0	2	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	0	0	0	0	0	1	0	0	1	11	2	0	10	1	1	0	1	3	0	1	0	2	1	3	0	3	1	0	0	2	0	1	2	1	0	0	1	0	0					
14	Число неиспользованных открепительных удостоверений	364	4	10	6	10	10	8	10	8	10	6	10	10	9	10	6	10	10	10	10	9	10	8	10	8	10	10	10	10	10	10	10	10	10	10	5	5	5	5	32					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	146	0	0	0	4	0	5	3	5	3	28	21	0	8	2	0	2	2	0	0	0	16	0	1	0	0	7	2	2	6	3	1	0	2	2	0	0	0	2	19					
		1.16%	0.00%	0.00%	0.00%	1.48%	0.00%	1.36%	1.26%	1.21%	1.07%	2.63%	3.68%	0.00%	3.86%	1.09%	0.00%	1.22%	1.49%	0.00%	0.00%	0.00%	5.14%	0.00%	0.53%	0.00%	0.00%	0.85%	1.14%	1.05%	1.78%	0.58%	1.23%	0.00%	1.96%	0.53%	0.00%	0.00%	0.00%	3.45%	1.06%					
19	. Малышкин Олег Александрович	200	0	0	0	6	0	5	5	39	8	45	1	0	6	4	0	0	11	0	4	0	6	0	0	0	0	9	3	1	0	2	0	0	2	2	3	0	0	3	35					
		1.59%	0.00%	0.00%	0.00%	2.21%	0.00%	1.36%	2.10%	9.47%	2.85%	4.22%	0.18%	0.00%	2.90%	2.19%	0.00%	0.00%	8.21%	0.00%	4.08%	0.00%	1.93%	0.00%	0.00%	0.00%	0.00%	1.09%	1.70%	0.52%	0.00%	0.39%	0.00%	0.00%	1.96%	0.53%	3.61%	0.00%	0.00%	5.17%	1.95%					
20	. Миронов Сергей Михайлович	71	0	0	6	1	2	3	2	5	3	9	7	1	0	2	0	0	0	0	4	0	1	3	0	1	1	0	1	0	2	6	0	0	2	2	0	0	0	0	7					
		0.56%	0.00%	0.00%	1.41%	0.37%	1.16%	0.81%	0.84%	1.21%	1.07%	0.84%	1.23%	0.65%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	4.08%	0.00%	0.32%	0.79%	0.00%	0.26%	0.41%	0.00%	0.57%	0.00%	0.59%	1.16%	0.00%	0.00%	1.96%	0.53%	0.00%	0.00%	0.00%	0.00%	0.39%					
21	. Путин Владимир Владимирович	9806	354	28	288	224	152	283	165	254	199	696	425	140	157	158	202	143	82	344	78	389	200	286	179	265	202	602	149	165	280	319	68	83	81	306	70	60	89	46	1595					
		77.81%	83.10%	65.12%	67.45%	82.66%	88.37%	76.69%	69.33%	61.65%	70.82%	65.29%	74.43%	91.50%	75.85%	86.34%	82.11%	87.20%	61.19%	88.89%	79.59%	89.84%	64.31%	75.66%	95.21%	67.95%	83.47%	72.97%	84.66%	86.39%	82.84%	61.46%	83.95%	92.22%	79.41%	80.53%	84.34%	75.00%	93.68%	79.31%	88.91%					
22	. Хакамада Ирина Муцуовна	206	3	0	13	7	1	16	4	5	11	62	4	4	4	0	0	0	3	0	1	0	9	0	0	0	3	4	0	2	7	1	0	1	6	6	0	0	0	0	29					
		1.63%	0.70%	0.00%	3.04%	2.58%	0.58%	4.34%	1.68%	1.21%	3.91%	5.82%	0.70%	2.61%	1.93%	0.00%	0.00%	0.00%	2.24%	0.00%	1.02%	0.00%	2.89%	0.00%	0.00%	0.00%	1.24%	0.48%	0.00%	1.05%	2.07%	0.19%	0.00%	1.11%	5.88%	1.58%	0.00%	0.00%	0.00%	0.00%	1.62%					
23	. Харитонов Николай Михайлович	1838	58	13	113	20	15	45	48	83	47	188	88	6	26	14	39	19	30	35	10	36	71	82	7	117	26	194	20	16	37	170	11	4	7	48	9	19	5	3	59					
		14.58%	13.62%	30.23%	26.46%	7.38%	8.72%	12.20%	20.17%	20.15%	16.73%	17.64%	15.41%	3.92%	12.56%	7.65%	15.85%	11.59%	22.39%	9.04%	10.20%	8.31%	22.83%	21.69%	3.72%	30.00%	10.74%	23.52%	11.36%	8.38%	10.95%	32.76%	13.58%	4.44%	6.86%	12.63%	10.84%	23.75%	5.26%	5.17%	3.29%					
																																														
24	Против всех	152	0	0	3	1	0	10	4	13	5	27	17	0	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	3	2	8	1	0	1	0	0	1	0	1	43					
		1.21%	0.00%	0.00%	0.70%	0.37%	0.00%	2.71%	1.68%	3.16%	1.78%	2.53%	2.98%	0.00%	0.00%	0.00%	0.00%	0.00%	2.99%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	1.65%	0.00%	0.00%	1.57%	0.59%	1.54%	1.23%	0.00%	0.98%	0.00%	0.00%	1.25%	0.00%	1.72%	2.40%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
