Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Усольская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281					
11	Число полученных открепительных  удостоверений	251	5	5	10	5	5	30	2	15	10	15	5	2	11	3	10	20	5	20	3	2	2	5	5	5	2	5	2	3	2	5	3	5	2	2	2	7	3	3	3	2					
12	Число выданных открепительных удостоверений	132	0	1	5	0	0	21	0	11	7	5	3	0	11	2	7	19	2	8	2	0	0	0	3	3	1	2	2	1	0	0	0	4	1	2	2	6	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	171	3	5	2	0	3	46	6	2	7	4	8	1	7	4	5	4	4	3	0	0	1	0	3	1	6	0	1	2	7	4	3	9	0	6	0	11	1	1	1	0					
14	Число неиспользованных открепительных удостоверений	119	5	4	5	5	5	9	2	4	3	10	2	2	0	1	3	1	3	12	1	2	2	5	2	2	1	3	0	2	2	5	3	1	1	0	0	1	3	2	3	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	714	13	25	49	28	10	35	11	45	37	39	29	0	30	12	22	44	31	39	5	6	3	14	34	28	1	22	4	14	3	8	6	11	2	4	8	17	2	20	1	2					
		3.73%	4.19%	4.13%	7.75%	7.89%	8.00%	2.44%	4.74%	4.00%	3.21%	3.10%	3.70%	0.00%	3.97%	4.96%	2.77%	3.47%	4.95%	3.79%	3.91%	2.22%	2.78%	2.23%	6.07%	5.03%	0.95%	4.34%	4.00%	4.96%	3.37%	1.83%	2.49%	1.57%	2.60%	1.81%	5.76%	2.90%	1.98%	4.71%	1.59%	5.00%					
19	. Малышкин Олег Александрович	1021	20	36	28	26	8	69	20	59	76	75	49	2	43	9	34	45	36	54	1	16	22	49	40	34	6	26	0	12	3	12	23	22	12	8	6	19	4	9	6	2					
		5.33%	6.45%	5.94%	4.43%	7.32%	6.40%	4.81%	8.62%	5.24%	6.59%	5.97%	6.25%	4.35%	5.69%	3.72%	4.28%	3.55%	5.75%	5.25%	0.78%	5.93%	20.37%	7.80%	7.14%	6.10%	5.71%	5.13%	0.00%	4.26%	3.37%	2.74%	9.54%	3.13%	15.58%	3.62%	4.32%	3.24%	3.96%	2.12%	9.52%	5.00%					
20	. Миронов Сергей Михайлович	200	5	7	7	4	2	11	5	8	10	19	7	2	13	1	6	9	7	11	1	1	0	4	11	11	0	5	1	3	0	5	1	2	4	2	3	7	1	4	0	0					
		1.04%	1.61%	1.16%	1.11%	1.13%	1.60%	0.77%	2.16%	0.71%	0.87%	1.51%	0.89%	4.35%	1.72%	0.41%	0.75%	0.71%	1.12%	1.07%	0.78%	0.37%	0.00%	0.64%	1.96%	1.97%	0.00%	0.99%	1.00%	1.06%	0.00%	1.14%	0.41%	0.28%	5.19%	0.90%	2.16%	1.19%	0.99%	0.94%	0.00%	0.00%					
21	. Путин Владимир Владимирович	11885	187	296	306	134	79	1138	130	615	578	659	460	19	457	163	633	972	364	610	82	201	69	350	323	319	79	305	79	197	65	307	163	466	45	152	94	393	78	250	43	25					
		62.09%	60.32%	48.84%	48.42%	37.75%	63.20%	79.36%	56.03%	54.62%	50.09%	52.43%	58.67%	41.30%	60.45%	67.36%	79.62%	76.72%	58.15%	59.34%	64.06%	74.44%	63.89%	55.73%	57.68%	57.27%	75.24%	60.16%	79.00%	69.86%	73.03%	70.09%	67.63%	66.38%	58.44%	68.78%	67.63%	66.95%	77.23%	58.82%	68.25%	62.50%					
22	. Хакамада Ирина Муцуовна	607	10	13	16	12	4	51	6	52	59	59	13	0	45	4	21	24	20	32	2	3	5	20	13	14	4	24	0	6	6	6	3	22	1	6	0	17	7	6	1	0					
		3.17%	3.23%	2.15%	2.53%	3.38%	3.20%	3.56%	2.59%	4.62%	5.11%	4.69%	1.66%	0.00%	5.95%	1.65%	2.64%	1.89%	3.19%	3.11%	1.56%	1.11%	4.63%	3.18%	2.32%	2.51%	3.81%	4.73%	0.00%	2.13%	6.74%	1.37%	1.24%	3.13%	1.30%	2.71%	0.00%	2.90%	6.93%	1.41%	1.59%	0.00%					
23	. Харитонов Николай Михайлович	3867	66	195	192	139	16	70	56	279	340	337	171	22	131	50	51	113	146	240	32	31	8	162	109	119	15	101	11	42	11	76	37	148	11	48	23	120	8	122	10	9					
		20.20%	21.29%	32.18%	30.38%	39.15%	12.80%	4.88%	24.14%	24.78%	29.46%	26.81%	21.81%	47.83%	17.33%	20.66%	6.42%	8.92%	23.32%	23.35%	25.00%	11.48%	7.41%	25.80%	19.46%	21.36%	14.29%	19.92%	11.00%	14.89%	12.36%	17.35%	15.35%	21.08%	14.29%	21.72%	16.55%	20.44%	7.92%	28.71%	15.87%	22.50%					
																																															
24	Против всех	632	9	26	26	7	4	52	2	60	39	55	47	1	27	1	15	46	14	30	5	8	1	21	19	14	0	23	4	4	0	16	6	24	1	0	4	8	1	9	1	2					
		3.30%	2.90%	4.29%	4.11%	1.97%	3.20%	3.63%	0.86%	5.33%	3.38%	4.38%	5.99%	2.17%	3.57%	0.41%	1.89%	3.63%	2.24%	2.92%	3.91%	2.96%	0.93%	3.34%	3.39%	2.51%	0.00%	4.54%	4.00%	1.42%	0.00%	3.65%	2.49%	3.42%	1.30%	0.00%	2.88%	1.36%	0.99%	2.12%	1.59%	5.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
