Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Медведевская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377					
14	Число неиспользованных открепительных удостоверений	30	0	0	0	3	1	3	2	0	1	0	3	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	2	4	0	0	0	3	0	0	2	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных в ТИК"	47	1	5	4	7	4	1	0	3	2	2	0	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	0	1	0	1	0	3	2	1	0	0	1	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	991	105	85	44	52	70	37	12	21	42	25	10	2	2	1	3	54	6	33	47	24	10	14	3	3	5	6	9	3	21	31	22	19	54	15	17	23	2	19	14	26					
		3.59%	7.22%	6.13%	4.08%	3.82%	6.40%	3.16%	3.88%	1.81%	3.46%	2.16%	1.90%	1.16%	1.19%	1.25%	2.38%	6.25%	2.28%	2.69%	4.28%	4.79%	1.54%	2.31%	1.79%	3.19%	1.88%	2.26%	2.21%	1.71%	2.81%	3.10%	2.40%	2.81%	4.06%	2.38%	4.00%	2.24%	0.90%	3.93%	5.24%	2.99%					
19	. Малышкин Олег Александрович	646	36	32	26	22	27	31	17	22	23	24	4	5	3	0	2	19	9	24	22	10	15	12	8	2	3	9	7	4	14	24	34	28	20	14	12	27	3	9	12	31					
		2.34%	2.48%	2.31%	2.41%	1.61%	2.47%	2.65%	5.50%	1.90%	1.89%	2.08%	0.76%	2.89%	1.79%	0.00%	1.59%	2.20%	3.42%	1.96%	2.00%	2.00%	2.31%	1.98%	4.76%	2.13%	1.13%	3.38%	1.72%	2.29%	1.87%	2.40%	3.71%	4.14%	1.50%	2.22%	2.82%	2.63%	1.35%	1.86%	4.49%	3.57%					
20	. Миронов Сергей Михайлович	232	14	12	7	12	9	7	2	7	13	6	2	1	0	1	0	5	5	11	6	1	2	10	0	3	1	3	2	0	17	3	8	6	12	10	7	8	2	6	3	8					
		0.84%	0.96%	0.87%	0.65%	0.88%	0.82%	0.60%	0.65%	0.60%	1.07%	0.52%	0.38%	0.58%	0.00%	1.25%	0.00%	0.58%	1.90%	0.90%	0.55%	0.20%	0.31%	1.65%	0.00%	3.19%	0.38%	1.13%	0.49%	0.00%	2.27%	0.30%	0.87%	0.89%	0.90%	1.58%	1.65%	0.78%	0.90%	1.24%	1.12%	0.92%					
21	. Путин Владимир Владимирович	19677	911	927	738	926	708	831	223	899	910	880	342	121	143	62	97	606	169	906	786	311	497	434	123	65	208	195	333	141	566	706	695	444	933	464	298	783	160	345	174	617					
		71.21%	62.65%	66.83%	68.40%	67.94%	64.78%	71.03%	72.17%	77.63%	74.96%	76.12%	65.14%	69.94%	85.12%	77.50%	76.98%	70.14%	64.26%	73.96%	71.58%	62.08%	76.58%	71.62%	73.21%	69.15%	78.20%	73.31%	81.82%	80.57%	75.67%	70.60%	75.79%	65.68%	70.15%	73.53%	70.12%	76.24%	72.07%	71.43%	65.17%	71.00%					
22	. Хакамада Ирина Муцуовна	918	70	60	62	73	46	52	10	25	34	27	16	1	0	3	4	24	10	54	34	8	13	22	3	4	11	3	7	2	23	15	22	33	42	18	6	34	5	10	11	21					
		3.32%	4.81%	4.33%	5.75%	5.36%	4.21%	4.44%	3.24%	2.16%	2.80%	2.34%	3.05%	0.58%	0.00%	3.75%	3.17%	2.78%	3.80%	4.41%	3.10%	1.60%	2.00%	3.63%	1.79%	4.26%	4.14%	1.13%	1.72%	1.14%	3.07%	1.50%	2.40%	4.88%	3.16%	2.85%	1.41%	3.31%	2.25%	2.07%	4.12%	2.42%					
23	. Харитонов Николай Михайлович	3814	244	192	148	184	173	147	29	126	134	146	105	26	18	13	14	115	53	161	149	121	83	80	18	15	30	36	41	22	70	178	105	117	200	74	68	110	34	75	34	126					
		13.80%	16.78%	13.84%	13.72%	13.50%	15.83%	12.56%	9.39%	10.88%	11.04%	12.63%	20.00%	15.03%	10.71%	16.25%	11.11%	13.31%	20.15%	13.14%	13.57%	24.15%	12.79%	13.20%	10.71%	15.96%	11.28%	13.53%	10.07%	12.57%	9.36%	17.80%	11.45%	17.31%	15.04%	11.73%	16.00%	10.71%	15.32%	15.53%	12.73%	14.50%					
																																															
24	Против всех	1057	70	71	43	86	56	54	13	51	43	41	36	12	1	0	4	29	7	32	43	21	21	26	11	1	4	8	3	3	28	28	19	21	57	27	10	28	9	13	10	17					
		3.83%	4.81%	5.12%	3.99%	6.31%	5.12%	4.62%	4.21%	4.40%	3.54%	3.55%	6.86%	6.94%	0.60%	0.00%	3.17%	3.36%	2.66%	2.61%	3.92%	4.19%	3.24%	4.29%	6.55%	1.06%	1.50%	3.01%	0.74%	1.71%	3.74%	2.80%	2.07%	3.11%	4.29%	4.28%	2.35%	2.73%	4.05%	2.69%	3.75%	1.96%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
