Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Старицкая																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	125	9	8	3	3	5	1	0	0	2	4	7	4	1	3	2	2	11	0	2	3	14	4	5	0	1	2	1	4	1	2	1	1	1	1	4	11	2	0					
14	Число неиспользованных открепительных удостоверений	220	4	9	11	16	3	4	4	1	3	5	11	9	12	1	5	8	11	9	8	5	0	3	2	5	13	3	4	6	8	3	1	5	0	4	9	3	8	4					
15	"Число открепительных удостоверений, выданных в ТИК"	13	2	1	2	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	257	38	60	23	16	8	3	2	1	3	0	7	3	0	1	0	5	9	6	6	4	7	9	2	0	5	4	0	0	2	0	4	2	1	2	4	13	2	5					
		2.10%	3.07%	5.24%	2.66%	1.86%	2.25%	1.97%	1.02%	1.05%	1.99%	0.00%	1.57%	1.27%	0.00%	1.03%	0.00%	2.48%	1.65%	2.73%	4.11%	1.36%	1.05%	3.25%	2.17%	0.00%	0.96%	3.57%	0.00%	0.00%	0.96%	0.00%	1.98%	2.35%	0.47%	1.46%	1.25%	1.79%	1.44%	1.52%					
19	. Малышкин Олег Александрович	253	30	20	17	18	7	0	4	3	6	2	10	11	1	1	2	6	9	6	7	3	6	3	6	2	14	2	1	2	2	0	6	5	2	2	6	22	3	6					
		2.07%	2.43%	1.75%	1.97%	2.09%	1.97%	0.00%	2.03%	3.16%	3.97%	1.87%	2.24%	4.66%	0.53%	1.03%	2.11%	2.97%	1.65%	2.73%	4.79%	1.02%	0.90%	1.08%	6.52%	2.33%	2.69%	1.79%	0.63%	1.20%	0.96%	0.00%	2.97%	5.88%	0.94%	1.46%	1.87%	3.03%	2.16%	1.82%					
20	. Миронов Сергей Михайлович	93	13	6	6	5	4	2	1	0	3	1	6	2	1	0	5	2	3	2	0	1	3	1	1	0	7	1	0	1	1	0	2	0	1	0	2	7	0	3					
		0.76%	1.05%	0.52%	0.69%	0.58%	1.12%	1.32%	0.51%	0.00%	1.99%	0.93%	1.34%	0.85%	0.53%	0.00%	5.26%	0.99%	0.55%	0.91%	0.00%	0.34%	0.45%	0.36%	1.09%	0.00%	1.35%	0.89%	0.00%	0.60%	0.48%	0.00%	0.99%	0.00%	0.47%	0.00%	0.62%	0.97%	0.00%	0.91%					
21	. Путин Владимир Владимирович	9487	909	820	616	641	280	122	180	71	114	87	371	180	143	77	78	164	436	173	106	228	558	221	71	68	404	87	136	119	168	131	146	68	194	109	266	572	113	260					
		77.55%	73.54%	71.55%	71.21%	74.36%	78.65%	80.26%	91.37%	74.74%	75.50%	81.31%	83.00%	76.27%	76.06%	79.38%	82.11%	81.19%	79.71%	78.64%	72.60%	77.55%	83.78%	79.78%	77.17%	79.07%	77.69%	77.68%	85.53%	71.69%	80.38%	83.97%	72.28%	80.00%	91.08%	79.56%	82.87%	78.90%	81.29%	79.03%					
22	. Хакамада Ирина Муцуовна	208	32	27	24	21	2	2	1	0	7	3	6	1	7	1	2	5	6	2	3	6	10	0	0	1	5	1	3	0	3	2	6	0	1	4	3	4	0	7					
		1.70%	2.59%	2.36%	2.77%	2.44%	0.56%	1.32%	0.51%	0.00%	4.64%	2.80%	1.34%	0.42%	3.72%	1.03%	2.11%	2.48%	1.10%	0.91%	2.05%	2.04%	1.50%	0.00%	0.00%	1.16%	0.96%	0.89%	1.89%	0.00%	1.44%	1.28%	2.97%	0.00%	0.47%	2.92%	0.93%	0.55%	0.00%	2.13%					
23	. Харитонов Николай Михайлович	1635	170	171	150	127	44	19	8	19	13	11	39	36	32	15	7	17	75	25	22	43	71	36	10	10	72	15	19	41	28	22	35	10	11	18	37	94	17	46					
		13.37%	13.75%	14.92%	17.34%	14.73%	12.36%	12.50%	4.06%	20.00%	8.61%	10.28%	8.72%	15.25%	17.02%	15.46%	7.37%	8.42%	13.71%	11.36%	15.07%	14.63%	10.66%	13.00%	10.87%	11.63%	13.85%	13.39%	11.95%	24.70%	13.40%	14.10%	17.33%	11.76%	5.16%	13.14%	11.53%	12.97%	12.23%	13.98%					
																																													
24	Против всех	248	40	37	25	23	8	3	1	1	5	3	7	3	4	2	1	2	4	6	2	6	6	7	2	3	13	2	0	3	3	1	3	0	3	2	1	10	4	2					
		2.03%	3.24%	3.23%	2.89%	2.67%	2.25%	1.97%	0.51%	1.05%	3.31%	2.80%	1.57%	1.27%	2.13%	2.06%	1.05%	0.99%	0.73%	2.73%	1.37%	2.04%	0.90%	2.53%	2.17%	3.49%	2.50%	1.79%	0.00%	1.81%	1.44%	0.64%	1.49%	0.00%	1.41%	1.46%	0.31%	1.38%	2.88%	0.61%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
