Выборы Президента Российской Федерации																																														
																																														
"Наименование Избирательной комиссии:    Рыбинск, Волжская"																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736					
11	Число полученных открепительных  удостоверений	1500	20	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0					
12	Число выданных открепительных удостоверений	564	7	16	17	20	12	14	11	14	8	10	20	9	13	12	12	17	14	14	13	24	10	24	15	18	19	17	14	19	26	13	19	8	9	10	19	17	10	20	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	278	7	13	0	3	11	2	6	11	13	5	14	3	8	10	7	8	0	1	5	5	6	3	5	11	14	5	8	9	2	2	9	4	10	7	10	6	8	6	21					
14	Число неиспользованных открепительных удостоверений	936	13	24	23	20	28	26	29	26	32	30	20	31	27	28	28	23	26	26	27	16	30	16	25	22	21	23	26	21	14	27	21	32	31	30	21	23	30	20	0					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	3011	13	67	91	76	83	78	98	65	76	51	37	53	69	72	90	105	99	130	80	106	72	75	76	87	75	87	97	89	82	96	90	89	82	64	99	58	71	67	16					
		5.55%	2.42%	4.84%	6.50%	5.64%	5.65%	6.21%	5.52%	3.97%	4.59%	3.85%	2.65%	4.32%	5.64%	4.65%	5.58%	6.86%	6.44%	9.24%	6.31%	7.34%	5.21%	5.34%	5.17%	5.60%	4.94%	5.69%	6.00%	5.95%	5.42%	5.60%	5.65%	6.03%	5.89%	5.44%	6.50%	4.93%	6.57%	5.52%	3.76%					
19	. Малышкин Олег Александрович	985	3	39	20	28	23	23	38	32	41	16	22	16	33	35	34	27	29	28	23	28	36	19	32	23	15	17	32	39	24	31	25	32	24	11	31	14	17	16	9					
		1.82%	0.56%	2.82%	1.43%	2.08%	1.57%	1.83%	2.14%	1.96%	2.48%	1.21%	1.57%	1.31%	2.70%	2.26%	2.11%	1.76%	1.89%	1.99%	1.82%	1.94%	2.61%	1.35%	2.18%	1.48%	0.99%	1.11%	1.98%	2.61%	1.59%	1.81%	1.57%	2.17%	1.72%	0.94%	2.04%	1.19%	1.57%	1.32%	2.12%					
20	. Миронов Сергей Михайлович	535	8	13	12	12	8	8	12	17	13	13	11	9	12	19	24	21	13	15	7	18	19	14	12	14	9	25	13	7	15	24	16	15	9	7	21	13	11	21	5					
		0.99%	1.49%	0.94%	0.86%	0.89%	0.54%	0.64%	0.68%	1.04%	0.79%	0.98%	0.79%	0.73%	0.98%	1.23%	1.49%	1.37%	0.85%	1.07%	0.55%	1.25%	1.38%	1.00%	0.82%	0.90%	0.59%	1.63%	0.80%	0.47%	0.99%	1.40%	1.00%	1.02%	0.65%	0.60%	1.38%	1.10%	1.02%	1.73%	1.18%					
21	. Путин Владимир Владимирович	37137	350	978	935	944	1039	878	1238	1166	1142	950	1030	858	827	1024	1101	1021	1048	866	867	973	954	965	1023	1012	1032	1060	1100	1039	1076	1097	1108	1036	893	817	1027	786	744	814	319					
		68.48%	65.06%	70.61%	66.83%	70.08%	70.78%	69.90%	69.71%	71.27%	69.04%	71.75%	73.73%	69.98%	67.62%	66.19%	68.30%	66.69%	68.18%	61.55%	68.43%	67.38%	69.08%	68.73%	69.59%	65.12%	67.94%	69.28%	68.03%	69.41%	71.12%	64.00%	69.55%	70.19%	64.15%	69.47%	67.48%	66.78%	68.89%	67.11%	75.06%					
22	. Хакамада Ирина Муцуовна	2294	28	60	41	43	37	49	53	57	40	23	31	41	60	68	71	74	69	72	60	63	48	66	62	67	59	56	62	60	74	92	56	52	73	61	92	49	127	89	9					
		4.23%	5.20%	4.33%	2.93%	3.19%	2.52%	3.90%	2.98%	3.48%	2.42%	1.74%	2.22%	3.34%	4.91%	4.40%	4.40%	4.83%	4.49%	5.12%	4.74%	4.36%	3.48%	4.70%	4.22%	4.31%	3.88%	3.66%	3.83%	4.01%	4.89%	5.37%	3.52%	3.52%	5.24%	5.19%	6.04%	4.16%	11.76%	7.34%	2.12%					
23	. Харитонов Николай Михайлович	7849	105	162	222	184	224	173	252	222	276	210	205	194	170	237	238	199	211	232	176	194	197	216	212	281	269	231	236	208	186	303	224	166	243	157	155	201	64	160	54					
		14.47%	19.52%	11.70%	15.87%	13.66%	15.26%	13.77%	14.19%	13.57%	16.69%	15.86%	14.67%	15.82%	13.90%	15.32%	14.76%	13.00%	13.73%	16.49%	13.89%	13.43%	14.27%	15.38%	14.42%	18.08%	17.71%	15.10%	14.59%	13.89%	12.29%	17.68%	14.06%	11.25%	17.46%	13.35%	10.18%	17.08%	5.93%	13.19%	12.71%					
																																														
24	Против всех	1855	19	55	68	49	46	40	60	53	46	43	44	33	41	64	43	64	55	54	42	52	41	41	39	57	44	42	44	41	50	53	64	69	50	46	77	42	35	40	9					
		3.42%	3.53%	3.97%	4.86%	3.64%	3.13%	3.18%	3.38%	3.24%	2.78%	3.25%	3.15%	2.69%	3.35%	4.14%	2.67%	4.18%	3.58%	3.84%	3.31%	3.60%	2.97%	2.92%	2.65%	3.67%	2.90%	2.75%	2.72%	2.74%	3.30%	3.09%	4.02%	4.67%	3.59%	3.91%	5.06%	3.57%	3.24%	3.30%	2.12%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
