Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Малмыжская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755					
14	Число неиспользованных открепительных удостоверений	204	10	10	5	4	4	2	9	8	10	1	1	1	1	5	3	5	8	7	5	10	4	10	0	5	0	5	6	8	6	5	5	4	0	6	7	0	8	9	6	1					
15	"Число открепительных удостоверений, выданных в ТИК"	15	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	1	0	0	1	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	725	25	20	5	22	7	22	32	34	22	1	1	20	1	14	2	5	18	42	18	18	9	5	31	1	38	5	41	7	19	9	3	7	26	30	11	35	56	36	21	6					
		4.57%	3.73%	4.90%	2.27%	5.80%	2.85%	8.94%	7.14%	6.19%	4.45%	0.85%	0.83%	4.90%	0.78%	4.67%	1.11%	2.46%	3.77%	5.46%	3.29%	4.89%	3.12%	1.87%	4.18%	0.51%	5.38%	1.73%	9.32%	1.66%	3.84%	3.91%	2.00%	3.41%	5.47%	4.57%	2.24%	6.29%	9.02%	5.45%	3.61%	5.66%					
19	. Малышкин Олег Александрович	405	20	9	8	9	8	18	10	18	15	2	4	6	1	2	4	5	11	8	15	22	8	3	25	4	14	2	5	6	14	17	15	10	7	10	6	11	14	23	14	2					
		2.55%	2.99%	2.21%	3.64%	2.37%	3.25%	7.32%	2.23%	3.28%	3.04%	1.69%	3.33%	1.47%	0.78%	0.67%	2.22%	2.46%	2.31%	1.04%	2.74%	5.98%	2.78%	1.12%	3.37%	2.02%	1.98%	0.69%	1.14%	1.42%	2.83%	7.39%	10.00%	4.88%	1.47%	1.52%	1.22%	1.98%	2.25%	3.48%	2.41%	1.89%					
20	. Миронов Сергей Михайлович	151	5	2	1	8	1	2	6	5	2	0	2	4	3	8	4	1	4	3	4	4	5	3	8	0	6	2	2	4	3	6	0	4	5	5	10	5	4	5	5	0					
		0.95%	0.75%	0.49%	0.45%	2.11%	0.41%	0.81%	1.34%	0.91%	0.40%	0.00%	1.67%	0.98%	2.33%	2.67%	2.22%	0.49%	0.84%	0.39%	0.73%	1.09%	1.74%	1.12%	1.08%	0.00%	0.85%	0.69%	0.45%	0.95%	0.61%	2.61%	0.00%	1.95%	1.05%	0.76%	2.03%	0.90%	0.64%	0.76%	0.86%	0.00%					
21	. Путин Владимир Владимирович	8602	364	203	126	148	127	132	232	321	274	96	84	249	93	175	123	112	267	435	332	118	117	110	515	117	389	114	183	226	320	119	63	115	239	364	255	277	314	353	335	66					
		54.23%	54.33%	49.75%	57.27%	39.05%	51.63%	53.66%	51.79%	58.47%	55.47%	81.36%	70.00%	61.03%	72.09%	58.33%	68.33%	55.17%	55.97%	56.57%	60.69%	32.07%	40.62%	41.04%	69.41%	59.09%	55.10%	39.45%	41.59%	53.55%	64.65%	51.74%	42.00%	56.10%	50.32%	55.49%	51.83%	49.82%	50.56%	53.40%	57.56%	62.26%					
22	. Хакамада Ирина Муцуовна	305	8	22	4	12	1	5	6	8	11	0	0	7	1	4	4	2	8	9	14	12	2	1	12	3	7	2	10	3	1	6	3	3	13	19	16	11	23	20	10	2					
		1.92%	1.19%	5.39%	1.82%	3.17%	0.41%	2.03%	1.34%	1.46%	2.23%	0.00%	0.00%	1.72%	0.78%	1.33%	2.22%	0.99%	1.68%	1.17%	2.56%	3.26%	0.69%	0.37%	1.62%	1.52%	0.99%	0.69%	2.27%	0.71%	0.20%	2.61%	2.00%	1.46%	2.74%	2.90%	3.25%	1.98%	3.70%	3.03%	1.72%	1.89%					
23	. Харитонов Николай Михайлович	5398	241	143	72	176	98	65	157	149	158	16	27	115	28	91	41	74	155	261	152	193	142	145	139	71	236	159	195	171	135	70	65	61	172	223	182	204	194	214	180	28					
		34.03%	35.97%	35.05%	32.73%	46.44%	39.84%	26.42%	35.04%	27.14%	31.98%	13.56%	22.50%	28.19%	21.71%	30.33%	22.78%	36.45%	32.49%	33.94%	27.79%	52.45%	49.31%	54.10%	18.73%	35.86%	33.43%	55.02%	44.32%	40.52%	27.27%	30.43%	43.33%	29.76%	36.21%	33.99%	36.99%	36.69%	31.24%	32.38%	30.93%	26.42%					
																																															
24	Против всех	182	5	4	2	3	1	1	3	9	10	2	1	5	2	5	2	4	7	4	12	1	4	1	11	0	12	3	3	3	2	2	1	3	5	3	8	6	11	7	13	1					
		1.15%	0.75%	0.98%	0.91%	0.79%	0.41%	0.41%	0.67%	1.64%	2.02%	1.69%	0.83%	1.23%	1.55%	1.67%	1.11%	1.97%	1.47%	0.52%	2.19%	0.27%	1.39%	0.37%	1.48%	0.00%	1.70%	1.04%	0.68%	0.71%	0.40%	0.87%	0.67%	1.46%	1.05%	0.46%	1.63%	1.08%	1.77%	1.06%	2.23%	0.94%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
