Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Мокроусовская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721					
		1.81%	2.80%	2.53%	1.04%	2.13%	2.00%	1.99%	0.00%	0.88%	3.33%	0.91%	3.03%	1.21%	0.32%	2.12%	0.38%	2.08%	1.07%	0.00%	1.43%	1.28%	3.94%	2.10%	0.73%	2.78%	2.76%	2.25%	2.78%	1.32%	0.92%	0.00%	0.00%	2.25%	0.00%	1.07%	12.12%	3.03%	0.00%	2.59%	0.80%	6.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
