Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Ардатовская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
14	Число неиспользованных открепительных удостоверений	264	14	9	4	0	7	10	4	8	10	0	6	7	10	9	5	10	6	9	7	7	5	10	9	6	9	9	6	10	4	5	10	6	1	4	10	5	3	10					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	495	15	23	17	42	12	42	9	5	9	23	34	56	3	2	23	3	5	3	14	10	13	13	12	19	3	1	12	8	4	11	10	4	6	9	4	9	3	4					
		3.29%	2.67%	3.85%	3.26%	4.26%	3.31%	4.22%	2.77%	2.26%	4.17%	3.17%	4.56%	6.27%	3.95%	1.47%	2.67%	2.70%	1.38%	0.87%	2.46%	3.07%	5.26%	2.89%	4.90%	3.28%	2.56%	0.36%	3.63%	3.45%	0.93%	3.16%	4.20%	1.39%	1.80%	4.13%	2.90%	5.62%	0.82%	3.17%					
19	. Малышкин Олег Александрович	394	17	16	9	24	4	30	8	6	5	29	23	30	0	0	22	2	6	6	12	15	8	6	10	16	8	2	4	10	7	9	5	7	10	5	4	5	11	3					
		2.62%	3.02%	2.68%	1.72%	2.43%	1.10%	3.01%	2.46%	2.71%	2.31%	3.99%	3.09%	3.36%	0.00%	0.00%	2.56%	1.80%	1.65%	1.75%	2.11%	4.60%	3.24%	1.33%	4.08%	2.76%	6.84%	0.72%	1.21%	4.31%	1.62%	2.59%	2.10%	2.44%	3.00%	2.29%	2.90%	3.12%	3.02%	2.38%					
20	. Миронов Сергей Михайлович	145	7	4	6	12	7	10	2	1	0	8	7	10	0	2	5	2	4	0	4	3	4	3	2	4	1	2	6	0	5	2	1	4	6	3	2	3	3	0					
		0.96%	1.25%	0.67%	1.15%	1.22%	1.93%	1.00%	0.62%	0.45%	0.00%	1.10%	0.94%	1.12%	0.00%	1.47%	0.58%	1.80%	1.10%	0.00%	0.70%	0.92%	1.62%	0.67%	0.82%	0.69%	0.85%	0.72%	1.81%	0.00%	1.16%	0.57%	0.42%	1.39%	1.80%	1.38%	1.45%	1.88%	0.82%	0.00%					
21	. Путин Владимир Владимирович	9795	335	350	295	554	214	585	191	163	173	445	467	521	60	120	678	90	243	280	451	236	175	286	153	403	72	215	198	148	329	224	144	190	206	143	83	56	235	84					
		65.04%	59.61%	58.63%	56.51%	56.13%	59.12%	58.73%	58.77%	73.76%	80.09%	61.29%	62.68%	58.34%	78.95%	88.24%	78.75%	81.08%	66.94%	81.63%	79.12%	72.39%	70.85%	63.56%	62.45%	69.60%	61.54%	77.62%	59.82%	63.79%	76.33%	64.37%	60.50%	66.20%	61.86%	65.60%	60.14%	35.00%	64.56%	66.67%					
22	. Хакамада Ирина Муцуовна	213	11	6	9	22	3	19	2	3	2	15	14	18	1	2	14	1	3	2	5	2	2	5	3	8	0	0	5	3	10	4	4	4	4	0	1	1	5	0					
		1.41%	1.96%	1.01%	1.72%	2.23%	0.83%	1.91%	0.62%	1.36%	0.93%	2.07%	1.88%	2.02%	1.32%	1.47%	1.63%	0.90%	0.83%	0.58%	0.88%	0.61%	0.81%	1.11%	1.22%	1.38%	0.00%	0.00%	1.51%	1.29%	2.32%	1.15%	1.68%	1.39%	1.20%	0.00%	0.72%	0.62%	1.37%	0.00%					
23	. Харитонов Николай Михайлович	3539	138	176	175	292	110	252	95	41	23	170	171	217	10	5	100	12	99	49	66	58	41	129	59	114	33	56	85	62	60	93	69	77	95	49	41	83	101	33					
		23.50%	24.56%	29.48%	33.52%	29.58%	30.39%	25.30%	29.23%	18.55%	10.65%	23.42%	22.95%	24.30%	13.16%	3.68%	11.61%	10.81%	27.27%	14.29%	11.58%	17.79%	16.60%	28.67%	24.08%	19.69%	28.21%	20.22%	25.68%	26.72%	13.92%	26.72%	28.99%	26.83%	28.53%	22.48%	29.71%	51.88%	27.75%	26.19%					
																																													
24	Против всех	361	30	19	5	38	12	48	18	2	2	26	24	33	1	4	9	1	3	3	14	1	2	3	6	6	0	1	15	0	12	3	3	1	4	4	1	1	4	2					
		2.40%	5.34%	3.18%	0.96%	3.85%	3.31%	4.82%	5.54%	0.90%	0.93%	3.58%	3.22%	3.70%	1.32%	2.94%	1.05%	0.90%	0.83%	0.87%	2.46%	0.31%	0.81%	0.67%	2.45%	1.04%	0.00%	0.36%	4.53%	0.00%	2.78%	0.86%	1.26%	0.35%	1.20%	1.83%	0.72%	0.62%	1.10%	1.59%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
