Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Прокопьевская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417					
11	Число полученных открепительных  удостоверений	400	20	20	5	10	5	10	5	5	20	10	5	15	5	10	5	5	10	5	5	5	5	10	5	15	5	10	5	20	5	5	20	15	5	10	8	5	12	5	5	15	15	5	15					
12	Число выданных открепительных удостоверений	88	0	1	5	4	0	0	1	2	7	3	0	2	1	1	0	0	1	0	4	1	3	3	0	3	3	7	0	11	1	0	1	4	0	1	5	0	2	0	1	2	4	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	191	10	4	4	12	5	8	6	2	8	8	0	3	3	4	1	5	1	1	4	1	1	5	2	2	1	8	0	7	9	5	8	12	1	2	4	1	4	2	2	6	9	3	7					
14	Число неиспользованных открепительных удостоверений	312	20	19	0	6	5	10	4	3	13	7	5	13	4	9	5	5	9	5	1	4	2	7	5	12	2	3	5	9	4	5	19	11	5	9	3	5	10	5	4	13	11	5	11					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	419	15	8	1	17	4	14	7	10	18	6	0	14	5	7	0	8	11	0	5	2	1	13	4	10	1	2	1	23	5	4	25	23	5	14	21	2	20	9	7	27	26	1	23					
		2.28%	1.48%	1.39%	0.78%	2.36%	2.17%	3.58%	3.65%	3.50%	1.88%	0.93%	0.00%	1.82%	1.81%	1.37%	0.00%	2.79%	2.82%	0.00%	1.35%	1.25%	0.76%	2.69%	1.29%	1.95%	0.62%	0.47%	0.58%	2.99%	2.30%	1.65%	2.66%	3.30%	2.56%	3.06%	5.60%	1.08%	2.64%	3.09%	3.68%	3.24%	2.79%	1.03%	2.95%					
19	. Малышкин Олег Александрович	702	40	16	8	32	9	4	15	12	58	23	0	31	12	20	2	23	7	5	11	5	5	17	2	15	6	7	2	20	4	15	40	30	4	12	13	3	25	22	8	30	45	5	39					
		3.82%	3.94%	2.79%	6.25%	4.44%	4.89%	1.02%	7.81%	4.20%	6.05%	3.58%	0.00%	4.03%	4.35%	3.91%	1.89%	8.01%	1.79%	3.42%	2.97%	3.12%	3.82%	3.51%	0.64%	2.92%	3.75%	1.64%	1.16%	2.60%	1.84%	6.20%	4.26%	4.30%	2.05%	2.62%	3.47%	1.61%	3.29%	7.56%	4.21%	3.60%	4.83%	5.15%	5.00%					
20	. Миронов Сергей Михайлович	131	5	6	1	6	1	1	1	0	4	6	0	5	0	1	2	4	0	1	2	1	2	4	1	6	0	3	4	7	2	1	6	4	0	9	0	1	9	4	3	4	7	0	7					
		0.71%	0.49%	1.05%	0.78%	0.83%	0.54%	0.26%	0.52%	0.00%	0.42%	0.93%	0.00%	0.65%	0.00%	0.20%	1.89%	1.39%	0.00%	0.68%	0.54%	0.62%	1.53%	0.83%	0.32%	1.17%	0.00%	0.70%	2.31%	0.91%	0.92%	0.41%	0.64%	0.57%	0.00%	1.97%	0.00%	0.54%	1.19%	1.37%	1.58%	0.48%	0.75%	0.00%	0.90%					
21	. Путин Владимир Владимирович	13874	844	376	88	452	109	339	147	235	738	499	93	507	221	392	90	201	319	129	286	114	101	342	286	382	144	334	129	559	178	155	697	563	143	380	279	156	599	206	145	579	712	79	547					
		75.55%	83.23%	65.51%	68.75%	62.78%	59.24%	86.70%	76.56%	82.17%	77.04%	77.60%	93.94%	65.93%	80.07%	76.71%	84.91%	70.03%	81.79%	88.36%	77.30%	71.25%	77.10%	70.66%	91.96%	74.46%	90.00%	78.40%	74.57%	72.79%	82.03%	64.05%	74.23%	80.66%	73.33%	82.97%	74.40%	83.87%	78.92%	70.79%	76.32%	69.42%	76.39%	81.44%	70.13%					
22	. Хакамада Ирина Муцуовна	289	16	7	3	9	4	5	2	6	13	13	0	10	6	7	0	8	5	0	3	5	1	8	1	8	1	14	2	14	6	6	16	9	0	10	7	6	7	5	1	12	20	0	13					
		1.57%	1.58%	1.22%	2.34%	1.25%	2.17%	1.28%	1.04%	2.10%	1.36%	2.02%	0.00%	1.30%	2.17%	1.37%	0.00%	2.79%	1.28%	0.00%	0.81%	3.12%	0.76%	1.65%	0.32%	1.56%	0.62%	3.29%	1.16%	1.82%	2.76%	2.48%	1.70%	1.29%	0.00%	2.18%	1.87%	3.23%	0.92%	1.72%	0.53%	1.44%	2.15%	0.00%	1.67%					
23	. Харитонов Николай Михайлович	2333	69	140	17	158	53	25	15	17	103	78	5	180	25	49	9	31	35	5	47	30	19	84	13	78	6	58	28	105	14	55	111	51	37	15	36	14	66	30	22	160	99	10	131					
		12.70%	6.80%	24.39%	13.28%	21.94%	28.80%	6.39%	7.81%	5.94%	10.75%	12.13%	5.05%	23.41%	9.06%	9.59%	8.49%	10.80%	8.97%	3.42%	12.70%	18.75%	14.50%	17.36%	4.18%	15.20%	3.75%	13.62%	16.18%	13.67%	6.45%	22.73%	11.82%	7.31%	18.97%	3.28%	9.60%	7.53%	8.70%	10.31%	11.58%	19.18%	10.62%	10.31%	16.79%					
																																																		
24	Против всех	462	23	17	7	29	4	3	4	6	15	7	1	18	7	14	3	8	11	6	9	3	1	10	3	10	0	6	6	32	7	6	38	16	3	13	9	4	29	10	4	18	21	2	19					
		2.52%	2.27%	2.96%	5.47%	4.03%	2.17%	0.77%	2.08%	2.10%	1.57%	1.09%	1.01%	2.34%	2.54%	2.74%	2.83%	2.79%	2.82%	4.11%	2.43%	1.88%	0.76%	2.07%	0.96%	1.95%	0.00%	1.41%	3.47%	4.17%	3.23%	2.48%	4.05%	2.29%	1.54%	2.84%	2.40%	2.15%	3.82%	3.44%	2.11%	2.16%	2.25%	2.06%	2.44%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
