Выборы Президента Российской Федерации																																																		
																																																		
"Наименование Избирательной комиссии:    Архангельск, Соломбальская"																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №1132	УИК №1133					
19	. Малышкин Олег Александрович	678	25	11	25	18	21	36	18	10	11	11	17	4	3	4	17	17	22	16	32	25	22	24	4	17	27	15	31	17	18	17	11	8	22	6	19	17	9	16	9	22	2	0	2					
		1.74%	1.69%	2.93%	1.95%	2.86%	3.22%	2.39%	2.31%	1.88%	2.13%	1.38%	2.50%	2.47%	1.76%	6.67%	1.82%	1.27%	1.35%	1.14%	2.14%	1.67%	1.49%	1.71%	4.12%	1.30%	1.51%	2.02%	1.95%	1.15%	1.76%	1.59%	1.11%	1.43%	1.67%	0.99%	1.73%	1.84%	1.28%	1.39%	1.25%	3.23%	0.90%	0.00%	10.00%					
20	. Миронов Сергей Михайлович	291	12	3	12	3	11	12	10	5	3	4	2	3	1	1	9	7	12	8	3	12	6	13	0	14	10	9	10	9	6	11	10	2	8	4	7	9	3	9	6	10	2	0	0					
		0.75%	0.81%	0.80%	0.94%	0.48%	1.69%	0.80%	1.29%	0.94%	0.58%	0.50%	0.29%	1.85%	0.59%	1.67%	0.97%	0.52%	0.74%	0.57%	0.20%	0.80%	0.41%	0.93%	0.00%	1.07%	0.56%	1.21%	0.63%	0.61%	0.59%	1.03%	1.01%	0.36%	0.61%	0.66%	0.64%	0.98%	0.43%	0.78%	0.84%	1.47%	0.90%	0.00%	0.00%					
21	. Путин Владимир Владимирович	30879	1174	309	1020	514	524	1200	601	414	410	665	569	129	135	47	758	1092	1299	1120	1248	1193	1255	1153	79	976	1420	586	1220	1109	782	795	759	470	1035	456	865	715	556	871	585	551	189	16	15					
		79.36%	79.22%	82.40%	79.56%	81.72%	80.37%	79.63%	77.25%	77.67%	79.30%	83.65%	83.80%	79.63%	79.41%	78.33%	81.33%	81.86%	79.64%	79.66%	83.31%	79.69%	84.85%	82.12%	81.44%	74.79%	79.55%	78.76%	76.73%	74.73%	76.37%	74.30%	76.59%	84.08%	78.59%	75.25%	78.64%	77.46%	79.32%	75.87%	81.48%	80.79%	85.14%	80.00%	75.00%					
22	. Хакамада Ирина Муцуовна	1995	73	19	49	22	16	56	27	16	16	13	12	4	9	1	39	64	89	82	54	57	44	58	4	153	112	34	120	115	68	64	81	16	83	35	39	48	48	91	27	29	7	1	0					
		5.13%	4.93%	5.07%	3.82%	3.50%	2.45%	3.72%	3.47%	3.00%	3.09%	1.64%	1.77%	2.47%	5.29%	1.67%	4.18%	4.80%	5.46%	5.83%	3.60%	3.81%	2.97%	4.13%	4.12%	11.72%	6.27%	4.57%	7.55%	7.75%	6.64%	5.98%	8.17%	2.86%	6.30%	5.78%	3.55%	5.20%	6.85%	7.93%	3.76%	4.25%	3.15%	5.00%	0.00%					
23	. Харитонов Николай Михайлович	2502	91	22	106	43	44	107	68	62	35	54	36	15	14	2	55	74	96	80	82	107	81	69	5	42	105	58	87	95	76	101	69	34	91	36	87	66	38	61	60	41	7	0	0					
		6.43%	6.14%	5.87%	8.27%	6.84%	6.75%	7.10%	8.74%	11.63%	6.77%	6.79%	5.30%	9.26%	8.24%	3.33%	5.90%	5.55%	5.89%	5.69%	5.47%	7.15%	5.48%	4.91%	5.15%	3.22%	5.88%	7.80%	5.47%	6.40%	7.42%	9.44%	6.96%	6.08%	6.91%	5.94%	7.91%	7.15%	5.42%	5.31%	8.36%	6.01%	3.15%	0.00%	0.00%					
																																																		
24	Против всех	1155	53	6	31	15	15	50	20	11	15	17	12	3	4	1	28	41	54	35	34	45	34	49	2	57	45	17	64	68	30	37	23	11	33	15	25	30	24	53	18	19	9	1	1					
		2.97%	3.58%	1.60%	2.42%	2.38%	2.30%	3.32%	2.57%	2.06%	2.90%	2.14%	1.77%	1.85%	2.35%	1.67%	3.00%	3.07%	3.31%	2.49%	2.27%	3.01%	2.30%	3.49%	2.06%	4.37%	2.52%	2.28%	4.03%	4.58%	2.93%	3.46%	2.32%	1.97%	2.51%	2.48%	2.27%	3.25%	3.42%	4.62%	2.51%	2.79%	4.05%	5.00%	5.00%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
