Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Чертковская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №2453	УИК №2454					
14	Число неиспользованных открепительных удостоверений	137	9	11	10	6	8	2	0	0	1	2	8	8	5	1	3	5	1	0	0	4	2	5	0	0	0	0	0	0	2	4	0	2	3	0	0	0	7	3	10	5	4	0	6					
15	"Число открепительных удостоверений, выданных в ТИК"	7	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	675	18	28	13	24	10	39	7	28	40	14	31	8	1	9	6	4	12	3	16	19	30	7	8	13	4	6	16	30	22	16	20	34	8	14	10	17	30	14	13	6	3	17	7					
		2.96%	2.84%	5.38%	2.20%	4.25%	2.09%	5.91%	2.55%	3.76%	6.61%	2.48%	3.75%	2.44%	0.49%	2.05%	2.80%	1.80%	2.65%	2.97%	2.23%	3.41%	3.55%	1.17%	2.85%	1.77%	0.68%	1.05%	2.73%	2.81%	4.48%	3.70%	6.25%	3.36%	1.62%	1.99%	2.23%	2.57%	3.89%	3.16%	2.09%	1.44%	1.89%	3.18%	2.06%					
19	. Малышкин Олег Александрович	918	25	20	21	11	12	28	10	26	24	29	28	17	6	24	9	9	14	1	24	20	26	18	15	33	21	9	34	34	27	23	30	26	27	33	23	14	24	23	28	31	21	14	26					
		4.02%	3.95%	3.85%	3.56%	1.95%	2.51%	4.24%	3.64%	3.49%	3.97%	5.13%	3.39%	5.18%	2.91%	5.47%	4.21%	4.05%	3.09%	0.99%	3.34%	3.59%	3.07%	3.02%	5.34%	4.50%	3.59%	1.57%	5.79%	3.19%	5.50%	5.31%	9.38%	2.57%	5.45%	4.70%	5.13%	2.12%	3.11%	5.19%	4.51%	7.43%	13.21%	2.62%	7.67%					
20	. Миронов Сергей Михайлович	137	10	2	2	0	3	1	5	2	1	3	2	3	0	0	1	2	2	1	5	3	3	7	1	2	2	2	4	6	6	4	4	5	6	4	2	4	10	3	2	3	1	7	1					
		0.60%	1.58%	0.38%	0.34%	0.00%	0.63%	0.15%	1.82%	0.27%	0.17%	0.53%	0.24%	0.91%	0.00%	0.00%	0.47%	0.90%	0.44%	0.99%	0.70%	0.54%	0.35%	1.17%	0.36%	0.27%	0.34%	0.35%	0.68%	0.56%	1.22%	0.92%	1.25%	0.49%	1.21%	0.57%	0.45%	0.61%	1.30%	0.68%	0.32%	0.72%	0.63%	1.31%	0.29%					
21	. Путин Владимир Владимирович	13655	450	295	361	369	290	402	172	489	362	358	526	203	139	215	86	128	275	68	423	359	532	303	186	509	400	329	360	800	285	211	190	588	168	486	222	321	347	262	415	194	98	311	168					
		59.84%	71.09%	56.73%	61.19%	65.31%	60.67%	60.91%	62.55%	65.64%	59.83%	63.36%	63.60%	61.89%	67.48%	48.97%	40.19%	57.66%	60.71%	67.33%	58.91%	64.45%	62.88%	50.75%	66.19%	69.35%	68.38%	57.32%	61.33%	74.98%	58.04%	48.73%	59.38%	58.05%	33.94%	69.23%	49.55%	48.56%	44.95%	59.14%	66.83%	46.52%	61.64%	58.13%	49.56%					
22	. Хакамада Ирина Муцуовна	342	10	15	7	10	12	14	5	15	12	13	9	9	3	1	3	3	4	0	5	6	7	5	6	14	4	23	5	9	7	4	1	14	10	7	6	5	14	11	15	5	0	8	6					
		1.50%	1.58%	2.88%	1.19%	1.77%	2.51%	2.12%	1.82%	2.01%	1.98%	2.30%	1.09%	2.74%	1.46%	0.23%	1.40%	1.35%	0.88%	0.00%	0.70%	1.08%	0.83%	0.84%	2.14%	1.91%	0.68%	4.01%	0.85%	0.84%	1.43%	0.92%	0.31%	1.38%	2.02%	1.00%	1.34%	0.76%	1.81%	2.48%	2.42%	1.20%	0.00%	1.50%	1.77%					
23	. Харитонов Николай Михайлович	6392	108	144	154	134	126	157	68	154	139	134	209	75	55	181	101	72	137	23	221	146	225	237	58	158	130	193	150	161	132	162	72	308	226	133	177	283	317	118	138	160	34	158	124					
		28.01%	17.06%	27.69%	26.10%	23.72%	26.36%	23.79%	24.73%	20.67%	22.98%	23.72%	25.27%	22.87%	26.70%	41.23%	47.20%	32.43%	30.24%	22.77%	30.78%	26.21%	26.60%	39.70%	20.64%	21.53%	22.22%	33.62%	25.55%	15.09%	26.88%	37.41%	22.50%	30.40%	45.66%	18.95%	39.51%	42.81%	41.06%	26.64%	22.22%	38.37%	21.38%	29.53%	36.58%					
																																																		
24	Против всех	481	8	12	21	15	19	16	8	20	24	11	15	9	2	5	5	0	5	3	16	4	16	16	4	5	10	10	10	24	4	10	2	27	17	18	5	8	25	10	5	18	2	13	4					
		2.11%	1.26%	2.31%	3.56%	2.65%	3.97%	2.42%	2.91%	2.68%	3.97%	1.95%	1.81%	2.74%	0.97%	1.14%	2.34%	0.00%	1.10%	2.97%	2.23%	0.72%	1.89%	2.68%	1.42%	0.68%	1.71%	1.74%	1.70%	2.25%	0.81%	2.31%	0.62%	2.67%	3.43%	2.56%	1.12%	1.21%	3.24%	2.26%	0.81%	4.32%	1.26%	2.43%	1.18%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
