8	Число бюллетеней в стационарных ящиках для голосования	80643	450	449	615	1351	1388	972	973	1113	864	810	1827	1439	648	1069	1108	1111	1613	1471	1498	1622	1691	1445	1121	1593	777	935	1477	1269	1327	1124	1306	736	1039	455	1315	786	1198	1028	940	772	1023	1240	1594	963	1287	1355	853	974	1172	767	1151	1183	707	839	1051	1411	833	1526	808	1218	522	861	760	933	624	566	536	875	904	1005	760	827	722	712	571	341	626	544	587	247	440									
9	Число недействительных избирательных бюллетеней	1447	3	6	12	24	11	19	16	26	17	17	40	33	11	15	17	28	32	24	27	14	25	32	16	26	24	14	30	19	37	30	27	18	20	10	30	17	20	9	17	15	20	25	37	19	24	29	15	16	21	11	15	14	8	14	20	31	16	34	14	21	7	15	10	5	9	9	12	14	20	6	22	19	10	10	6	5	9	4	15	6	2									
10	Число действительных избирательных бюллетеней	82347	562	458	615	1374	1408	976	985	1140	926	824	1822	1433	660	1091	1124	1122	1630	1493	1491	1640	1692	1444	1216	1586	771	955	1472	1291	1358	1123	1315	724	1059	509	1326	790	1232	1051	1135	784	1058	1246	1604	962	1287	1344	851	984	1169	786	1184	1192	719	852	1047	1417	826	1534	814	1254	529	881	781	981	629	620	575	901	925	1029	764	829	735	825	623	372	704	575	622	270	440									
11	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																												
13	Бабурин Сергей Николаевич	752	4	2	2	12	16	11	8	11	11	10	13	15	4	21	14	15	19	27	13	22	20	15	9	8	10	7	16	8	17	12	17	8	6	9	12	11	13	9	15	6	8	7	18	8	9	11	5	7	11	7	14	6	5	6	15	12	4	5	5	4	3	5	3	2	2	4	3	8	8	12	5	10	8	5	8	4	6	3	3	0	5									
		0.90%	0.71%	0.43%	0.32%	0.86%	1.13%	1.11%	0.80%	0.94%	1.17%	1.19%	0.70%	1.02%	0.60%	1.90%	1.23%	1.30%	1.14%	1.78%	0.86%	1.33%	1.16%	1.02%	0.73%	0.50%	1.26%	0.72%	1.07%	0.61%	1.22%	1.04%	1.27%	1.08%	0.56%	1.73%	0.88%	1.36%	1.04%	0.85%	1.30%	0.75%	0.74%	0.55%	1.10%	0.82%	0.69%	0.80%	0.58%	0.70%	0.92%	0.88%	1.17%	0.50%	0.69%	0.69%	1.41%	0.83%	0.48%	0.32%	0.60%	0.31%	0.56%	0.56%	0.38%	0.20%	0.31%	0.64%	0.51%	0.87%	0.85%	1.16%	0.64%	1.18%	1.07%	0.60%	1.27%	1.06%	0.84%	0.52%	0.47%	0.00%	1.13%									
14	Грудинин Павел Николаевич	9920	86	45	87	190	173	103	141	150	94	87	225	164	86	114	131	129	233	219	190	201	226	196	163	190	124	117	191	164	162	127	148	86	138	53	171	68	128	103	125	92	129	150	189	152	193	153	88	136	144	110	137	171	97	115	136	162	118	191	106	161	57	80	89	118	50	52	57	80	107	116	84	103	77	78	43	33	77	59	50	15	37									
		11.84%	15.22%	9.70%	13.88%	13.59%	12.19%	10.35%	14.09%	12.86%	9.97%	10.34%	12.08%	11.19%	12.82%	10.31%	11.48%	11.22%	14.02%	14.44%	12.52%	12.15%	13.16%	13.28%	13.23%	11.79%	15.60%	12.07%	12.72%	12.52%	11.61%	11.01%	11.03%	11.59%	12.79%	10.21%	12.61%	8.43%	10.22%	9.72%	10.85%	11.51%	11.97%	11.80%	11.52%	15.49%	14.72%	11.14%	10.16%	13.60%	12.10%	13.80%	11.43%	14.18%	13.34%	13.28%	12.75%	11.19%	14.01%	12.18%	12.80%	12.63%	10.63%	8.93%	11.25%	11.97%	7.84%	8.27%	9.71%	8.74%	11.32%	11.21%	10.69%	12.15%	10.34%	9.34%	6.84%	8.75%	10.80%	10.19%	7.85%	5.43%	8.37%									
15	Жириновский Владимир Вольфович	5046	43	22	53	73	74	43	49	67	54	36	72	72	46	46	57	44	89	82	61	72	64	79	81	113	62	48	114	92	83	83	93	53	80	34	78	47	72	55	60	55	71	95	80	53	77	75	53	37	56	54	83	74	63	66	42	81	74	110	65	76	33	68	61	70	36	60	46	59	65	69	73	63	53	64	39	21	57	33	40	11	39									
		6.02%	7.61%	4.74%	8.45%	5.22%	5.21%	4.32%	4.90%	5.75%	5.73%	4.28%	3.87%	4.91%	6.86%	4.16%	4.99%	3.83%	5.35%	5.41%	4.02%	4.35%	3.73%	5.35%	6.57%	7.01%	7.80%	4.95%	7.59%	7.02%	5.95%	7.20%	6.93%	7.14%	7.41%	6.55%	5.75%	5.82%	5.75%	5.19%	5.21%	6.88%	6.59%	7.47%	4.88%	5.40%	5.87%	5.46%	6.12%	3.70%	4.71%	6.78%	6.92%	6.14%	8.67%	7.62%	3.94%	5.59%	8.79%	7.02%	7.85%	5.96%	6.16%	7.59%	7.71%	7.10%	5.64%	9.54%	7.84%	6.45%	6.88%	6.67%	9.29%	7.43%	7.11%	7.66%	6.20%	5.57%	7.99%	5.70%	6.28%	3.99%	8.82%									
16	Путин Владимир Владимирович	62874	415	374	453	1020	1055	762	735	853	724	642	1390	1102	494	851	868	892	1185	1094	1132	1258	1273	1071	919	1219	543	758	1085	983	1024	845	1003	533	776	393	988	610	957	844	884	596	809	940	1252	691	934	1026	660	754	905	563	883	885	519	625	802	1093	601	1181	607	956	420	704	597	771	529	487	458	725	727	800	578	625	574	657	507	299	550	474	521	237	345									
		75.03%	73.45%	80.60%	72.25%	72.96%	74.35%	76.58%	73.43%	73.16%	76.78%	76.34%	74.65%	75.17%	73.62%	76.94%	76.07%	77.57%	71.30%	72.12%	74.57%	76.06%	74.14%	72.56%	74.59%	75.62%	68.30%	78.22%	72.24%	75.04%	73.41%	73.29%	74.74%	71.83%	71.92%	75.72%	72.86%	75.59%	76.44%	79.62%	76.74%	74.59%	75.05%	73.96%	76.29%	70.44%	71.24%	74.73%	76.21%	75.40%	76.05%	70.64%	73.64%	73.38%	71.39%	72.17%	75.16%	75.48%	71.38%	75.32%	73.31%	74.98%	78.36%	78.57%	75.47%	78.19%	82.92%	77.42%	78.02%	79.23%	76.93%	77.29%	73.54%	73.70%	77.05%	78.68%	80.60%	79.31%	77.14%	81.87%	81.79%	85.87%	78.05%									
17	Собчак Ксения Анатольевна	1238	7	6	3	27	28	24	28	19	19	16	47	32	12	20	21	13	28	25	42	25	32	25	19	23	8	7	23	18	25	16	17	21	20	9	22	20	19	14	15	11	12	18	25	25	24	19	9	15	16	17	22	17	11	11	13	17	7	16	11	14	0	10	11	6	3	3	3	12	4	8	6	8	8	4	6	7	4	1	3	2	4									
		1.48%	1.24%	1.29%	0.48%	1.93%	1.97%	2.41%	2.80%	1.63%	2.01%	1.90%	2.52%	2.18%	1.79%	1.81%	1.84%	1.13%	1.68%	1.65%	2.77%	1.51%	1.86%	1.69%	1.54%	1.43%	1.01%	0.72%	1.53%	1.37%	1.79%	1.39%	1.27%	2.83%	1.85%	1.73%	1.62%	2.48%	1.52%	1.32%	1.30%	1.38%	1.11%	1.42%	1.52%	2.55%	1.83%	1.38%	1.04%	1.50%	1.34%	2.13%	1.83%	1.41%	1.51%	1.27%	1.22%	1.17%	0.83%	1.02%	1.33%	1.10%	0.00%	1.12%	1.39%	0.61%	0.47%	0.48%	0.51%	1.31%	0.42%	0.77%	0.76%	0.94%	1.07%	0.48%	0.95%	1.86%	0.56%	0.17%	0.47%	0.72%	0.90%									
18	Сурайкин Максим Александрович	673	2	2	6	11	12	8	5	7	5	6	21	9	4	10	11	7	16	10	12	15	18	13	11	9	10	9	17	7	13	10	8	8	14	1	15	11	16	8	9	5	6	6	10	8	14	11	9	6	9	10	8	7	6	7	11	16	8	8	6	11	4	6	7	6	0	4	6	7	6	10	8	8	6	6	8	0	4	3	1	3	2									
		0.80%	0.35%	0.43%	0.96%	0.79%	0.85%	0.80%	0.50%	0.60%	0.53%	0.71%	1.13%	0.61%	0.60%	0.90%	0.96%	0.61%	0.96%	0.66%	0.79%	0.91%	1.05%	0.88%	0.89%	0.56%	1.26%	0.93%	1.13%	0.53%	0.93%	0.87%	0.60%	1.08%	1.30%	0.19%	1.11%	1.36%	1.28%	0.75%	0.78%	0.63%	0.56%	0.47%	0.61%	0.82%	1.07%	0.80%	1.04%	0.60%	0.76%	1.25%	0.67%	0.58%	0.83%	0.81%	1.03%	1.10%	0.95%	0.51%	0.72%	0.86%	0.75%	0.67%	0.88%	0.61%	0.00%	0.64%	1.02%	0.77%	0.63%	0.97%	1.02%	0.94%	0.81%	0.72%	1.27%	0.00%	0.56%	0.52%	0.16%	1.09%	0.45%									
19	Титов Борис Юрьевич	1024	4	4	7	25	32	12	12	21	10	19	28	17	7	15	11	18	31	20	18	32	32	27	9	10	4	4	13	10	17	14	13	10	9	7	22	9	8	12	13	11	13	13	20	15	16	26	16	16	15	17	22	13	10	14	18	22	9	12	12	17	7	6	9	4	3	5	1	7	6	10	6	7	5	8	9	4	2	2	3	1	6									
		1.22%	0.71%	0.86%	1.12%	1.79%	2.26%	1.21%	1.20%	1.80%	1.06%	2.26%	1.50%	1.16%	1.04%	1.36%	0.96%	1.57%	1.87%	1.32%	1.19%	1.93%	1.86%	1.83%	0.73%	0.62%	0.50%	0.41%	0.87%	0.76%	1.22%	1.21%	0.97%	1.35%	0.83%	1.35%	1.62%	1.12%	0.64%	1.13%	1.13%	1.38%	1.21%	1.02%	1.22%	1.53%	1.22%	1.89%	1.85%	1.60%	1.26%	2.13%	1.83%	1.08%	1.38%	1.62%	1.69%	1.52%	1.07%	0.77%	1.45%	1.33%	1.31%	0.67%	1.14%	0.41%	0.47%	0.79%	0.17%	0.77%	0.63%	0.97%	0.76%	0.83%	0.67%	0.96%	1.43%	1.06%	0.28%	0.35%	0.47%	0.36%	1.36%									
20	Явлинский Григорий Алексеевич	820	1	3	4	16	18	13	7	12	9	8	26	22	7	14	11	4	29	16	23	15	27	18	5	14	10	5	13	9	17	16	16	5	16	3	18	14	19	6	14	8	10	17	10	10	20	23	11	13	13	8	15	19	8	8	10	14	5	11	2	15	5	2	4	4	6	5	1	3	2	4	4	5	4	3	3	4	4	0	1	1	2									
		0.98%	0.18%	0.65%	0.64%	1.14%	1.27%	1.31%	0.70%	1.03%	0.95%	0.95%	1.40%	1.50%	1.04%	1.27%	0.96%	0.35%	1.74%	1.05%	1.52%	0.91%	1.57%	1.22%	0.41%	0.87%	1.26%	0.52%	0.87%	0.69%	1.22%	1.39%	1.19%	0.67%	1.48%	0.58%	1.33%	1.73%	1.52%	0.57%	1.22%	1.00%	0.93%	1.34%	0.61%	1.02%	1.53%	1.68%	1.27%	1.30%	1.09%	1.00%	1.25%	1.58%	1.10%	0.92%	0.94%	0.97%	0.59%	0.70%	0.24%	1.18%	0.93%	0.22%	0.51%	0.41%	0.94%	0.79%	0.17%	0.33%	0.21%	0.39%	0.51%	0.59%	0.54%	0.36%	0.48%	1.06%	0.56%	0.00%	0.16%	0.36%	0.45%									
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
