14	Грудинин Павел Николаевич	18319	405	307	348	311	53	83	233	199	241	268	202	214	376	164	314	297	302	340	434	173	227	193	204	321	28	284	136	208	337	305	185	299	184	171	691	453	28	388	317	218	326	264	80	140	157	213	298	115	221	156	119	228	217	274	165	185	143	343	115	171	188	200	168	367	156	197	388	50	18	10	63	41	6	18	19	10	9	7	81	41	14	216	242	23	222	263	121	27	16	35	35	7	25	33	15	24	64	38	30	93	204	164									
		18.35%	19.74%	20.41%	21.67%	23.70%	19.63%	21.34%	22.40%	21.87%	11.62%	15.46%	18.58%	11.71%	25.46%	23.80%	16.89%	24.28%	14.91%	15.02%	24.19%	19.64%	22.95%	14.30%	18.33%	15.74%	25.45%	21.90%	17.57%	12.92%	14.26%	18.61%	25.41%	23.51%	15.48%	20.75%	30.07%	24.46%	16.67%	24.56%	23.89%	15.66%	21.29%	22.78%	20.30%	24.31%	15.36%	21.41%	16.79%	22.12%	21.23%	16.61%	27.17%	16.20%	15.53%	15.12%	13.73%	24.15%	17.31%	22.24%	17.27%	20.65%	22.01%	23.09%	17.11%	20.95%	14.10%	21.48%	22.13%	15.06%	5.06%	2.65%	2.90%	7.72%	5.45%	18.18%	5.41%	5.13%	5.29%	7.95%	9.39%	8.91%	6.36%	17.59%	21.43%	4.95%	24.86%	22.50%	17.69%	17.76%	17.02%	22.29%	13.01%	7.95%	13.66%	18.86%	12.00%	18.05%	15.50%	6.93%	17.34%	19.38%	19.25%	18.94%									
15	Жириновский Владимир Вольфович	6552	132	131	131	101	29	23	45	49	104	165	43	40	102	39	129	66	121	111	95	43	80	53	80	292	10	106	51	79	173	82	42	98	64	60	153	107	14	119	98	79	109	93	30	45	45	78	95	38	68	34	31	81	80	103	56	38	56	99	51	71	66	66	68	102	56	77	158	25	19	103	61	19	9	11	7	10	8	2	31	17	10	89	79	21	67	97	72	15	4	15	16	5	15	13	7	9	15	38	3	44	115	48									
		6.56%	6.43%	8.71%	8.16%	7.70%	10.74%	5.91%	4.33%	5.38%	5.01%	9.52%	3.96%	2.19%	6.91%	5.66%	6.94%	5.40%	5.98%	4.90%	5.30%	4.88%	8.09%	3.93%	7.19%	14.31%	9.09%	8.17%	6.59%	4.91%	7.32%	5.00%	5.77%	7.70%	5.38%	7.28%	6.66%	5.78%	8.33%	7.53%	7.39%	5.68%	7.12%	8.02%	7.61%	7.81%	4.40%	7.84%	5.35%	7.31%	6.53%	3.62%	7.08%	5.76%	5.73%	5.68%	4.66%	4.96%	6.78%	6.42%	7.66%	8.57%	7.73%	7.62%	6.92%	5.82%	5.06%	8.40%	9.01%	7.53%	5.34%	27.32%	2.80%	3.58%	8.18%	11.11%	1.99%	5.13%	4.71%	2.27%	3.59%	3.70%	4.55%	7.25%	6.99%	4.52%	7.50%	8.30%	10.53%	9.87%	4.26%	9.55%	5.95%	5.68%	8.20%	7.43%	5.60%	6.77%	3.63%	6.93%	1.73%	9.17%	10.85%	5.54%									
16	Путин Владимир Владимирович	69710	1405	968	1031	813	174	260	690	594	1641	1192	755	1553	896	449	1339	776	1505	1742	1147	621	612	1062	755	1282	68	822	565	1280	1756	1167	454	813	887	563	1268	1153	119	974	810	1036	1001	712	263	360	780	653	1303	341	715	701	264	1019	1042	1355	946	493	567	992	470	540	559	554	679	1174	856	586	1137	245	295	232	1962	466	91	65	314	172	149	77	733	398	187	879	748	421	548	751	457	103	73	103	200	74	140	122	98	83	319	424	134	324	666	598									
		69.84%	68.47%	64.36%	64.20%	61.97%	64.44%	66.84%	66.35%	65.27%	79.12%	68.74%	69.46%	85.00%	60.66%	65.17%	72.03%	63.45%	74.32%	76.94%	63.94%	70.49%	61.88%	78.67%	67.83%	62.84%	61.82%	63.38%	72.99%	79.50%	74.28%	71.20%	62.36%	63.92%	74.60%	68.33%	55.18%	62.26%	70.83%	61.65%	61.04%	74.43%	65.38%	61.43%	66.75%	62.50%	76.32%	65.63%	73.41%	65.58%	68.68%	74.65%	60.27%	72.42%	74.59%	74.78%	78.70%	64.36%	68.64%	64.33%	70.57%	65.22%	65.46%	63.97%	69.14%	67.01%	77.40%	63.90%	64.86%	73.80%	82.87%	61.54%	90.21%	87.76%	82.73%	65.66%	89.46%	88.21%	87.65%	87.50%	84.94%	86.52%	85.00%	71.58%	66.25%	90.54%	61.37%	64.24%	66.81%	67.76%	77.66%	65.61%	74.35%	84.09%	76.50%	69.71%	78.40%	62.41%	77.24%	77.37%	77.46%	67.50%	62.83%	69.05%									
17	Собчак Ксения Анатольевна	1359	26	29	26	29	1	4	19	17	21	42	29	2	20	14	24	20	31	19	35	11	17	22	19	71	1	27	3	10	10	20	10	11	21	11	49	48	2	25	22	16	23	13	6	8	8	20	15	4	3	17	8	18	10	22	8	13	17	27	6	10	13	4	13	19	8	13	13	1	10	12	41	3	1	0	7	3	0	0	4	0	0	7	14	0	8	8	2	2	0	1	2	0	1	3	1	4	3	17	3	4	17	7									
		1.36%	1.27%	1.93%	1.62%	2.21%	0.37%	1.03%	1.83%	1.87%	1.01%	2.42%	2.67%	0.11%	1.35%	2.03%	1.29%	1.64%	1.53%	0.84%	1.95%	1.25%	1.72%	1.63%	1.71%	3.48%	0.91%	2.08%	0.39%	0.62%	0.42%	1.22%	1.37%	0.86%	1.77%	1.33%	2.13%	2.59%	1.19%	1.58%	1.66%	1.15%	1.50%	1.12%	1.52%	1.39%	0.78%	2.01%	0.85%	0.77%	0.29%	1.81%	1.83%	1.28%	0.72%	1.21%	0.67%	1.70%	2.06%	1.75%	0.90%	1.21%	1.52%	0.46%	1.32%	1.08%	0.72%	1.42%	0.74%	0.30%	2.81%	3.18%	1.89%	0.56%	0.91%	0.00%	1.99%	1.54%	0.00%	0.00%	0.46%	0.00%	0.00%	0.57%	1.24%	0.00%	0.90%	0.68%	0.29%	1.32%	0.00%	0.64%	0.74%	0.00%	0.55%	1.71%	0.80%	3.01%	0.73%	3.10%	1.73%	0.83%	1.60%	0.81%									
18	Сурайкин Максим Александрович	598	11	9	9	11	1	4	5	7	15	10	4	2	11	5	9	7	12	10	13	0	17	6	12	14	0	5	1	8	12	10	4	9	9	2	12	13	0	15	13	10	10	10	1	2	5	9	9	5	2	6	1	12	14	14	3	9	7	7	1	8	5	5	11	11	9	7	5	1	3	1	4	0	1	2	0	0	0	1	2	1	0	9	8	0	7	6	2	2	0	0	4	1	0	1	0	4	3	7	1	1	5	6									
		0.60%	0.54%	0.60%	0.56%	0.84%	0.37%	1.03%	0.48%	0.77%	0.72%	0.58%	0.37%	0.11%	0.74%	0.73%	0.48%	0.57%	0.59%	0.44%	0.72%	0.00%	1.72%	0.44%	1.08%	0.69%	0.00%	0.39%	0.13%	0.50%	0.51%	0.61%	0.55%	0.71%	0.76%	0.24%	0.52%	0.70%	0.00%	0.95%	0.98%	0.72%	0.65%	0.86%	0.25%	0.35%	0.49%	0.90%	0.51%	0.96%	0.19%	0.64%	0.23%	0.85%	1.00%	0.77%	0.25%	1.17%	0.85%	0.45%	0.15%	0.97%	0.59%	0.58%	1.12%	0.63%	0.81%	0.76%	0.29%	0.30%	0.84%	0.27%	0.18%	0.00%	0.91%	2.02%	0.00%	0.00%	0.00%	1.14%	0.23%	0.22%	0.00%	0.73%	0.71%	0.00%	0.78%	0.51%	0.29%	1.32%	0.00%	0.00%	1.49%	1.14%	0.00%	0.57%	0.00%	3.01%	0.73%	1.28%	0.58%	0.21%	0.47%	0.69%									
19	Титов Борис Юрьевич	583	21	11	6	10	5	6	15	3	4	11	9	0	16	3	15	9	15	12	13	7	11	8	2	6	1	5	4	3	9	12	9	12	2	0	19	8	2	11	7	8	16	12	2	3	3	3	5	2	3	2	3	11	10	7	5	7	6	8	5	7	3	9	13	21	1	4	10	1	3	2	3	1	0	1	0	0	1	1	1	2	0	2	10	0	12	8	4	0	0	1	1	1	0	0	0	1	3	4	0	3	3	3									
		0.58%	1.02%	0.73%	0.37%	0.76%	1.85%	1.54%	1.44%	0.33%	0.19%	0.63%	0.83%	0.00%	1.08%	0.44%	0.81%	0.74%	0.74%	0.53%	0.72%	0.79%	1.11%	0.59%	0.18%	0.29%	0.91%	0.39%	0.52%	0.19%	0.38%	0.73%	1.24%	0.94%	0.17%	0.00%	0.83%	0.43%	1.19%	0.70%	0.53%	0.57%	1.05%	1.04%	0.51%	0.52%	0.29%	0.30%	0.28%	0.38%	0.29%	0.21%	0.68%	0.78%	0.72%	0.39%	0.42%	0.91%	0.73%	0.52%	0.75%	0.85%	0.35%	1.04%	1.32%	1.20%	0.09%	0.44%	0.57%	0.30%	0.84%	0.53%	0.14%	0.19%	0.00%	1.01%	0.00%	0.00%	0.59%	1.14%	0.12%	0.43%	0.00%	0.16%	0.89%	0.00%	1.34%	0.68%	0.58%	0.00%	0.00%	0.64%	0.37%	1.14%	0.00%	0.00%	0.00%	0.75%	0.73%	0.73%	0.00%	0.63%	0.28%	0.35%									
20	Явлинский Григорий Алексеевич	676	17	13	10	14	2	2	9	11	16	9	14	7	9	6	9	20	9	12	14	9	9	3	13	13	1	11	4	7	16	12	4	16	8	4	35	16	1	12	12	7	9	10	2	5	6	2	10	5	4	4	2	8	5	6	3	5	5	18	4	4	6	11	5	17	4	5	8	1	0	1	5	0	0	0	0	0	0	0	5	0	0	7	5	0	8	13	11	2	1	1	1	0	1	2	2	1	0	2	0	3	8	7									
		0.68%	0.83%	0.86%	0.62%	1.07%	0.74%	0.51%	0.87%	1.21%	0.77%	0.52%	1.29%	0.38%	0.61%	0.87%	0.48%	1.64%	0.44%	0.53%	0.78%	1.02%	0.91%	0.22%	1.17%	0.64%	0.91%	0.85%	0.52%	0.43%	0.68%	0.73%	0.55%	1.26%	0.67%	0.49%	1.52%	0.86%	0.60%	0.76%	0.90%	0.50%	0.59%	0.86%	0.51%	0.87%	0.59%	0.20%	0.56%	0.96%	0.38%	0.43%	0.46%	0.57%	0.36%	0.33%	0.25%	0.65%	0.61%	1.17%	0.60%	0.48%	0.70%	1.27%	0.51%	0.97%	0.36%	0.55%	0.46%	0.30%	0.00%	0.27%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.57%	0.44%	0.00%	0.90%	1.11%	1.61%	1.32%	1.06%	0.64%	0.37%	0.00%	0.55%	1.14%	1.60%	0.75%	0.00%	0.36%	0.00%	0.63%	0.75%	0.81%									
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
