Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Жуковская 																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422					
15	"Число открепительных удостоверений, выданных в ТИК"	15	0	1	0	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	690	73	69	39	48	16	29	19	55	1	36	15	7	2	2	4	5	2	12	1	5	7	2	8	21	1	28	14	2	12	13	4	13	11	33	3	9	34	9	22	4					
		2.95%	4.76%	4.77%	3.67%	3.66%	2.82%	4.08%	2.12%	3.59%	0.40%	2.20%	4.08%	1.21%	0.55%	2.33%	1.61%	1.17%	0.76%	2.70%	0.88%	1.98%	4.61%	2.94%	1.25%	3.80%	1.67%	2.40%	3.35%	2.50%	4.04%	2.67%	0.68%	2.66%	3.91%	2.41%	0.79%	6.62%	4.13%	1.75%	4.24%	1.38%					
19	. Малышкин Олег Александрович	419	13	28	32	24	8	6	18	29	4	24	35	18	1	0	1	6	6	5	5	2	0	1	8	15	1	23	8	1	8	10	13	5	5	12	5	4	15	5	10	5					
		1.79%	0.85%	1.94%	3.01%	1.83%	1.41%	0.85%	2.00%	1.89%	1.62%	1.46%	9.51%	3.12%	0.27%	0.00%	0.40%	1.40%	2.28%	1.13%	4.42%	0.79%	0.00%	1.47%	1.25%	2.71%	1.67%	1.97%	1.91%	1.25%	2.69%	2.05%	2.20%	1.02%	1.78%	0.88%	1.31%	2.94%	1.82%	0.97%	1.93%	1.72%					
20	. Миронов Сергей Михайлович	159	11	11	7	12	4	1	6	13	2	11	5	3	0	0	0	4	6	2	0	0	4	0	6	5	3	2	1	1	0	1	4	5	3	5	2	0	6	1	4	8					
		0.68%	0.72%	0.76%	0.66%	0.91%	0.70%	0.14%	0.67%	0.85%	0.81%	0.67%	1.36%	0.52%	0.00%	0.00%	0.00%	0.93%	2.28%	0.45%	0.00%	0.00%	2.63%	0.00%	0.94%	0.90%	5.00%	0.17%	0.24%	1.25%	0.00%	0.21%	0.68%	1.02%	1.07%	0.36%	0.52%	0.00%	0.73%	0.19%	0.77%	2.76%					
21	. Путин Владимир Владимирович	14498	886	732	644	778	350	441	555	907	84	1144	222	362	189	60	164	256	167	224	72	194	84	29	360	310	38	667	307	56	201	294	326	334	165	1092	355	106	541	346	306	150					
		61.92%	57.80%	50.62%	60.53%	59.25%	61.62%	62.11%	61.80%	59.17%	34.01%	69.80%	60.33%	62.74%	51.64%	69.77%	66.13%	59.81%	63.50%	50.45%	63.72%	76.98%	55.26%	42.65%	56.25%	56.06%	63.33%	57.16%	73.44%	70.00%	67.68%	60.37%	55.07%	68.44%	58.72%	79.71%	92.93%	77.94%	65.66%	67.18%	58.96%	51.72%					
22	. Хакамада Ирина Муцуовна	484	35	33	18	33	21	20	23	34	3	20	8	11	3	0	2	8	11	12	1	8	0	0	13	19	0	21	7	0	3	5	9	5	0	34	4	0	28	10	13	9					
		2.07%	2.28%	2.28%	1.69%	2.51%	3.70%	2.82%	2.56%	2.22%	1.21%	1.22%	2.17%	1.91%	0.82%	0.00%	0.81%	1.87%	4.18%	2.70%	0.88%	3.17%	0.00%	0.00%	2.03%	3.44%	0.00%	1.80%	1.67%	0.00%	1.01%	1.03%	1.52%	1.02%	0.00%	2.48%	1.05%	0.00%	3.40%	1.94%	2.50%	3.10%					
23	. Харитонов Николай Михайлович	6283	448	492	274	350	155	165	229	426	149	371	78	151	169	21	69	145	63	176	32	34	50	35	227	162	17	378	69	20	65	151	214	103	95	139	3	17	169	121	143	108					
		26.83%	29.22%	34.02%	25.75%	26.66%	27.29%	23.24%	25.50%	27.79%	60.32%	22.64%	21.20%	26.17%	46.17%	24.42%	27.82%	33.88%	23.95%	39.64%	28.32%	13.49%	32.89%	51.47%	35.47%	29.29%	28.33%	32.39%	16.51%	25.00%	21.89%	31.01%	36.15%	21.11%	33.81%	10.15%	0.79%	12.50%	20.51%	23.50%	27.55%	37.24%					
																																															
24	Против всех	701	53	71	35	57	11	39	39	57	1	28	4	19	2	2	3	4	6	5	2	9	4	1	7	20	0	39	10	0	8	8	16	16	0	55	10	0	25	13	17	5					
		2.99%	3.46%	4.91%	3.29%	4.34%	1.94%	5.49%	4.34%	3.72%	0.40%	1.71%	1.09%	3.29%	0.55%	2.33%	1.21%	0.93%	2.28%	1.13%	1.77%	3.57%	2.63%	1.47%	1.09%	3.62%	0.00%	3.34%	2.39%	0.00%	2.69%	1.64%	2.70%	3.28%	0.00%	4.01%	2.62%	0.00%	3.03%	2.52%	3.28%	1.72%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
