Выборы Президента Российской Федерации																																															
																																															
"Наименование Избирательной комиссии:    Самара, Октябрьская"																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922					
21	. Путин Владимир Владимирович	30543	761	732	935	647	712	1077	731	725	622	649	884	784	748	711	579	1167	888	687	735	766	717	884	1076	804	676	503	849	921	882	779	544	614	808	650	577	634	742	842	781	720					
		58.64%	53.11%	55.79%	55.95%	52.77%	54.31%	67.27%	53.24%	55.64%	49.92%	54.72%	53.45%	54.90%	57.81%	58.66%	53.12%	66.50%	58.81%	58.52%	58.10%	57.34%	55.28%	63.23%	68.02%	61.75%	55.78%	57.82%	62.75%	62.61%	63.00%	58.53%	56.73%	63.69%	60.39%	55.56%	65.42%	63.15%	59.74%	61.50%	61.11%	56.03%					
22	. Хакамада Ирина Муцуовна	4491	179	156	152	129	122	108	156	155	145	133	174	163	126	102	86	117	110	90	120	147	118	114	88	86	99	85	125	129	94	100	65	50	102	81	70	63	89	91	75	97					
		8.62%	12.49%	11.89%	9.10%	10.52%	9.31%	6.75%	11.36%	11.90%	11.64%	11.21%	10.52%	11.41%	9.74%	8.42%	7.89%	6.67%	7.28%	7.67%	9.49%	11.00%	9.10%	8.15%	5.56%	6.61%	8.17%	9.77%	9.24%	8.77%	6.71%	7.51%	6.78%	5.19%	7.62%	6.92%	7.94%	6.27%	7.17%	6.65%	5.87%	7.55%					
23	. Харитонов Николай Михайлович	9224	277	238	307	242	275	224	258	242	238	204	347	258	225	210	248	222	296	241	239	241	266	228	181	230	221	158	165	161	241	254	224	156	207	250	121	147	240	246	252	244					
		17.71%	19.33%	18.14%	18.37%	19.74%	20.98%	13.99%	18.79%	18.57%	19.10%	17.20%	20.98%	18.07%	17.39%	17.33%	22.75%	12.65%	19.60%	20.53%	18.89%	18.04%	20.51%	16.31%	11.44%	17.67%	18.23%	18.16%	12.20%	10.94%	17.21%	19.08%	23.36%	16.18%	15.47%	21.37%	13.72%	14.64%	19.32%	17.97%	19.72%	18.99%					
																																															
24	Против всех	3094	80	74	115	72	82	73	85	70	86	89	92	83	71	63	67	97	68	57	69	85	79	79	135	67	91	35	100	149	69	90	48	55	71	57	41	57	75	64	74	80					
		5.94%	5.58%	5.64%	6.88%	5.87%	6.25%	4.56%	6.19%	5.37%	6.90%	7.50%	5.56%	5.81%	5.49%	5.20%	6.15%	5.53%	4.50%	4.86%	5.45%	6.36%	6.09%	5.65%	8.53%	5.15%	7.51%	4.02%	7.39%	10.13%	4.93%	6.76%	5.01%	5.71%	5.31%	4.87%	4.65%	5.68%	6.04%	4.67%	5.79%	6.23%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
