Выборы Президента Российской Федерации																																																	
																																																	
Наименование Избирательной комиссии:    Воскресенская																																																	
																																																	
Итоги голосования 																																																	
																																																	
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628					
11	Число полученных открепительных  удостоверений	499	20	20	20	20	15	5	15	15	10	10	10	12	8	10	10	10	10	10	3	10	22	15	10	10	10	10	10	10	10	10	10	15	14	10	15	10	10	10	15	10	10	10					
12	Число выданных открепительных удостоверений	256	10	4	14	7	12	0	4	1	0	0	10	11	3	6	3	0	0	10	2	4	21	11	9	3	5	1	6	5	0	10	0	14	14	1	13	3	10	2	11	3	10	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	132	8	6	18	8	4	1	1	1	0	3	2	7	2	4	3	6	2	6	4	2	0	5	2	1	1	2	2	2	1	1	3	4	2	1	5	1	0	3	4	1	3	0					
14	Число неиспользованных открепительных удостоверений	243	10	16	6	13	3	5	11	14	10	10	0	1	5	4	7	10	10	0	1	6	1	4	1	7	5	9	4	5	10	0	10	1	0	9	2	7	0	8	4	7	0	7					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																	
18	. Глазьев Сергей Юрьевич	285	23	10	20	24	19	8	11	5	2	1	4	8	2	9	7	2	1	2	2	3	3	5	8	5	0	4	8	11	4	4	5	6	5	1	16	2	8	4	12	7	3	1					
		2.19%	2.99%	1.71%	3.02%	3.00%	3.05%	5.84%	2.84%	1.68%	1.64%	1.00%	1.34%	4.30%	1.36%	2.49%	2.75%	1.02%	0.49%	0.89%	1.39%	2.26%	2.24%	1.75%	4.91%	1.23%	0.00%	1.19%	2.01%	3.35%	2.67%	1.31%	2.33%	1.82%	2.21%	0.47%	3.13%	0.62%	2.13%	2.92%	2.48%	1.94%	0.85%	0.53%					
19	. Малышкин Олег Александрович	410	16	22	15	40	28	1	6	7	7	1	13	9	4	3	16	4	7	9	6	3	3	6	2	7	3	10	14	19	5	8	8	11	7	9	9	16	11	8	13	11	9	4					
		3.15%	2.08%	3.76%	2.27%	5.00%	4.49%	0.73%	1.55%	2.35%	5.74%	1.00%	4.36%	4.84%	2.72%	0.83%	6.27%	2.03%	3.41%	4.00%	4.17%	2.26%	2.24%	2.11%	1.23%	1.72%	2.04%	2.99%	3.52%	5.79%	3.33%	2.61%	3.72%	3.33%	3.10%	4.23%	1.76%	4.92%	2.93%	5.84%	2.69%	3.06%	2.54%	2.14%					
20	. Миронов Сергей Михайлович	112	13	6	4	4	4	0	5	1	0	0	1	0	0	3	4	0	0	2	2	0	1	0	2	5	0	4	1	10	0	2	4	4	3	2	9	2	2	1	2	6	1	2					
		0.86%	1.69%	1.03%	0.60%	0.50%	0.64%	0.00%	1.29%	0.34%	0.00%	0.00%	0.34%	0.00%	0.00%	0.83%	1.57%	0.00%	0.00%	0.89%	1.39%	0.00%	0.75%	0.00%	1.23%	1.23%	0.00%	1.19%	0.25%	3.05%	0.00%	0.65%	1.86%	1.21%	1.33%	0.94%	1.76%	0.62%	0.53%	0.73%	0.41%	1.67%	0.28%	1.07%					
21	. Путин Владимир Владимирович	8702	485	370	424	532	438	86	239	195	92	76	200	141	93	268	179	71	110	165	105	76	82	206	114	279	121	238	279	208	75	187	100	260	145	148	355	241	253	100	375	220	237	134					
		66.93%	63.15%	63.25%	64.05%	66.50%	70.30%	62.77%	61.60%	65.44%	75.41%	76.00%	67.11%	75.81%	63.27%	74.24%	70.20%	36.04%	53.66%	73.33%	72.92%	57.14%	61.19%	72.28%	69.94%	68.72%	82.31%	71.04%	70.10%	63.41%	50.00%	61.11%	46.51%	78.79%	64.16%	69.48%	69.47%	74.15%	67.47%	72.99%	77.64%	61.11%	66.95%	71.66%					
22	. Хакамада Ирина Муцуовна	187	15	15	15	16	5	5	5	4	1	1	7	2	3	8	1	0	6	0	4	1	1	2	4	3	1	5	8	5	5	1	3	3	3	4	1	4	6	2	5	0	4	3					
		1.44%	1.95%	2.56%	2.27%	2.00%	0.80%	3.65%	1.29%	1.34%	0.82%	1.00%	2.35%	1.08%	2.04%	2.22%	0.39%	0.00%	2.93%	0.00%	2.78%	0.75%	0.75%	0.70%	2.45%	0.74%	0.68%	1.49%	2.01%	1.52%	3.33%	0.33%	1.40%	0.91%	1.33%	1.88%	0.20%	1.23%	1.60%	1.46%	1.04%	0.00%	1.13%	1.60%					
23	. Харитонов Николай Михайлович	2993	189	153	156	153	115	32	113	82	17	19	68	24	40	64	41	118	81	46	24	49	38	60	30	98	18	69	79	65	59	96	95	44	57	46	106	46	80	19	68	113	86	37					
		23.02%	24.61%	26.15%	23.56%	19.12%	18.46%	23.36%	29.12%	27.52%	13.93%	19.00%	22.82%	12.90%	27.21%	17.73%	16.08%	59.90%	39.51%	20.44%	16.67%	36.84%	28.36%	21.05%	18.40%	24.14%	12.24%	20.60%	19.85%	19.82%	39.33%	31.37%	44.19%	13.33%	25.22%	21.60%	20.74%	14.15%	21.33%	13.87%	14.08%	31.39%	24.29%	19.79%					
																																																	
24	Против всех	224	19	8	21	27	11	1	7	3	2	1	5	0	5	6	3	1	0	0	0	1	3	4	3	7	2	3	8	2	2	4	0	2	3	2	9	10	15	3	5	3	10	3					
		1.72%	2.47%	1.37%	3.17%	3.38%	1.77%	0.73%	1.80%	1.01%	1.64%	1.00%	1.68%	0.00%	3.40%	1.66%	1.18%	0.51%	0.00%	0.00%	0.00%	0.75%	2.24%	1.40%	1.84%	1.72%	1.36%	0.90%	2.01%	0.61%	1.33%	1.31%	0.00%	0.61%	1.33%	0.94%	1.76%	3.08%	4.00%	2.19%	1.04%	0.83%	2.82%	1.60%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
