Выборы Президента Российской Федерации																																																		
																																																		
"Наименование Избирательной комиссии:    Махачкала, Советская"																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025					
11	Число полученных открепительных  удостоверений	840	20	20	20	20	21	20	20	20	20	20	20	20	19	20	0	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	Число выданных открепительных удостоверений	30	4	2	1	0	3	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	2	1	2	3	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	1	0	0	0	0	1	0					
14	Число неиспользованных открепительных удостоверений	810	16	18	19	20	18	20	20	20	20	20	20	20	18	20	0	18	19	20	19	20	19	20	20	20	20	20	20	20	20	18	19	20	20	19	18	19	18	17	18	20	20	20	20					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	327	11	2	2	0	29	8	2	4	9	3	29	3	2	2	2	6	0	8	22	5	5	24	0	26	0	0	10	5	25	6	7	1	4	10	8	6	5	4	0	23	0	5	4					
		0.37%	0.50%	0.09%	0.10%	0.00%	1.41%	0.39%	0.11%	0.17%	0.55%	0.15%	1.51%	0.17%	0.13%	0.14%	0.08%	0.33%	0.00%	0.27%	1.38%	0.23%	0.26%	1.20%	0.00%	1.17%	0.00%	0.00%	0.43%	0.24%	1.17%	0.29%	0.31%	0.04%	0.17%	0.57%	0.45%	0.26%	0.26%	0.23%	0.00%	0.92%	0.00%	0.25%	0.22%					
19	. Малышкин Олег Александрович	157	8	3	1	0	1	12	4	3	0	1	0	2	2	0	2	2	1	2	0	3	0	0	0	2	0	0	0	2	38	1	4	3	2	2	2	0	2	4	0	42	0	3	3					
		0.18%	0.37%	0.13%	0.05%	0.00%	0.05%	0.58%	0.22%	0.13%	0.00%	0.05%	0.00%	0.11%	0.13%	0.00%	0.08%	0.11%	0.06%	0.07%	0.00%	0.14%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.10%	1.78%	0.05%	0.18%	0.12%	0.08%	0.11%	0.11%	0.00%	0.10%	0.23%	0.00%	1.68%	0.00%	0.15%	0.17%					
20	. Миронов Сергей Михайлович	182	8	7	3	4	13	21	3	2	0	3	0	4	1	1	5	1	2	0	0	4	3	0	0	4	0	0	2	5	22	2	0	1	2	6	2	0	7	1	0	30	0	3	10					
		0.21%	0.37%	0.31%	0.14%	0.25%	0.63%	1.02%	0.16%	0.08%	0.00%	0.15%	0.00%	0.22%	0.06%	0.07%	0.20%	0.05%	0.12%	0.00%	0.00%	0.18%	0.15%	0.00%	0.00%	0.18%	0.00%	0.00%	0.09%	0.24%	1.03%	0.10%	0.00%	0.04%	0.08%	0.34%	0.11%	0.00%	0.36%	0.06%	0.00%	1.20%	0.00%	0.15%	0.56%					
21	. Путин Владимир Владимирович	84242	2077	2230	2021	1542	1931	1953	1804	2260	1588	1970	1766	1754	1515	1350	2399	1783	1664	2796	1511	2103	1886	1893	2589	2003	1046	1664	2208	2032	1963	1981	2103	2478	2360	1707	1734	2216	1898	1676	2751	2303	2107	1894	1733					
		95.94%	95.28%	98.50%	97.49%	96.98%	93.92%	95.04%	96.99%	95.68%	96.71%	97.04%	91.98%	97.01%	96.56%	96.98%	96.85%	97.01%	96.97%	96.08%	94.97%	97.00%	97.02%	94.32%	95.89%	89.90%	97.57%	98.06%	95.54%	96.76%	91.99%	97.01%	92.44%	96.20%	99.16%	96.99%	96.98%	97.15%	96.99%	97.44%	98.25%	92.12%	95.77%	92.93%	96.28%					
22	. Хакамада Ирина Муцуовна	265	22	3	3	0	12	9	5	11	0	4	23	3	0	1	6	5	2	9	2	10	3	0	0	17	0	0	4	6	20	10	15	6	9	0	3	1	4	4	1	29	0	3	0					
		0.30%	1.01%	0.13%	0.14%	0.00%	0.58%	0.44%	0.27%	0.47%	0.00%	0.20%	1.20%	0.17%	0.00%	0.07%	0.24%	0.27%	0.12%	0.31%	0.13%	0.46%	0.15%	0.00%	0.00%	0.76%	0.00%	0.00%	0.17%	0.29%	0.94%	0.49%	0.66%	0.23%	0.38%	0.00%	0.17%	0.04%	0.20%	0.23%	0.04%	1.16%	0.00%	0.15%	0.00%					
23	. Харитонов Николай Михайлович	2358	34	12	29	31	49	43	38	80	42	40	90	36	40	37	49	36	46	69	37	43	45	90	111	164	26	33	85	45	45	33	146	75	3	35	39	42	39	31	48	73	93	126	50					
		2.69%	1.56%	0.53%	1.40%	1.95%	2.38%	2.09%	2.04%	3.39%	2.56%	1.97%	4.69%	1.99%	2.55%	2.66%	1.98%	1.96%	2.68%	2.37%	2.33%	1.98%	2.31%	4.48%	4.11%	7.36%	2.43%	1.94%	3.68%	2.14%	2.11%	1.62%	6.42%	2.91%	0.13%	1.99%	2.18%	1.84%	1.99%	1.80%	1.71%	2.92%	4.23%	6.18%	2.78%					
																																																		
24	Против всех	173	15	4	1	3	16	2	4	2	3	9	5	3	2	1	9	2	1	18	11	0	2	0	0	8	0	0	2	5	17	3	0	6	0	0	0	13	2	0	0	0	0	4	0					
		0.20%	0.69%	0.18%	0.05%	0.19%	0.78%	0.10%	0.22%	0.08%	0.18%	0.44%	0.26%	0.17%	0.13%	0.07%	0.36%	0.11%	0.06%	0.62%	0.69%	0.00%	0.10%	0.00%	0.00%	0.36%	0.00%	0.00%	0.09%	0.24%	0.80%	0.15%	0.00%	0.23%	0.00%	0.00%	0.00%	0.57%	0.10%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
