Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Павловская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	175	7	13	4	8	6	4	4	2	1	1	0	5	5	1	6	2	3	0	6	0	10	5	7	0	9	1	10	11	5	1	4	10	8	1	4	2	3	6					
14	Число неиспользованных открепительных удостоверений	234	12	6	0	3	8	8	9	3	0	3	8	5	0	10	7	3	3	3	13	3	7	8	7	3	3	5	22	18	6	4	10	2	16	3	2	3	4	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	952	47	57	47	44	57	50	33	4	12	6	18	7	18	9	13	3	1	1	42	1	68	55	24	1	44	9	73	41	10	3	33	0	63	15	0	7	28	8					
		4.46%	4.31%	5.36%	4.04%	4.30%	5.09%	4.56%	3.34%	2.13%	2.54%	4.35%	3.13%	1.35%	2.77%	3.73%	4.38%	2.26%	1.18%	0.68%	5.48%	0.65%	9.54%	5.89%	5.59%	1.28%	6.85%	4.48%	4.35%	4.06%	4.12%	2.19%	4.38%	0.00%	4.93%	4.03%	0.00%	5.51%	4.99%	5.03%					
19	. Малышкин Олег Александрович	767	24	54	41	32	14	34	36	10	25	5	14	14	34	10	7	8	5	6	21	5	30	32	25	3	22	18	79	23	9	5	22	3	49	19	2	4	16	7					
		3.59%	2.20%	5.08%	3.52%	3.13%	1.25%	3.10%	3.64%	5.32%	5.29%	3.62%	2.43%	2.70%	5.24%	4.15%	2.36%	6.02%	5.88%	4.08%	2.74%	3.27%	4.21%	3.43%	5.83%	3.85%	3.43%	8.96%	4.71%	2.28%	3.70%	3.65%	2.92%	4.62%	3.83%	5.11%	3.39%	3.15%	2.85%	4.40%					
20	. Миронов Сергей Михайлович	164	2	14	6	16	19	4	5	1	0	3	2	3	2	2	0	1	6	0	7	0	10	9	1	0	4	0	10	5	4	0	3	1	12	4	0	2	5	1					
		0.77%	0.18%	1.32%	0.52%	1.56%	1.70%	0.36%	0.51%	0.53%	0.00%	2.17%	0.35%	0.58%	0.31%	0.83%	0.00%	0.75%	7.06%	0.00%	0.91%	0.00%	1.40%	0.96%	0.23%	0.00%	0.62%	0.00%	0.60%	0.50%	1.65%	0.00%	0.40%	1.54%	0.94%	1.08%	0.00%	1.57%	0.89%	0.63%					
21	. Путин Владимир Владимирович	14179	721	704	792	658	690	702	644	148	289	84	367	386	404	170	207	86	58	114	518	122	455	599	270	60	398	123	1083	758	179	94	545	24	847	251	47	70	393	119					
		66.41%	66.09%	66.17%	68.04%	64.32%	61.61%	64.05%	65.12%	78.72%	61.10%	60.87%	63.83%	74.37%	62.25%	70.54%	69.70%	64.66%	68.24%	77.55%	67.62%	79.74%	63.81%	64.13%	62.94%	76.92%	61.99%	61.19%	64.54%	75.05%	73.66%	68.61%	72.38%	36.92%	66.22%	67.47%	79.66%	55.12%	70.05%	74.84%					
22	. Хакамада Ирина Муцуовна	438	24	39	18	24	27	30	15	1	10	0	10	7	12	1	5	1	0	3	15	1	23	30	7	3	9	0	59	13	6	2	6	1	20	5	1	2	8	0					
		2.05%	2.20%	3.67%	1.55%	2.35%	2.41%	2.74%	1.52%	0.53%	2.11%	0.00%	1.74%	1.35%	1.85%	0.41%	1.68%	0.75%	0.00%	2.04%	1.96%	0.65%	3.23%	3.21%	1.63%	3.85%	1.40%	0.00%	3.52%	1.29%	2.47%	1.46%	0.80%	1.54%	1.56%	1.34%	1.69%	1.57%	1.43%	0.00%					
23	. Харитонов Николай Михайлович	4248	238	179	231	218	269	247	235	17	124	36	152	88	159	39	56	29	8	15	155	19	106	181	91	10	148	46	311	141	25	26	126	34	250	72	9	37	99	22					
		19.90%	21.81%	16.82%	19.85%	21.31%	24.02%	22.54%	23.76%	9.04%	26.22%	26.09%	26.43%	16.96%	24.50%	16.18%	18.86%	21.80%	9.41%	10.20%	20.23%	12.42%	14.87%	19.38%	21.21%	12.82%	23.05%	22.89%	18.53%	13.96%	10.29%	18.98%	16.73%	52.31%	19.55%	19.35%	15.25%	29.13%	17.65%	13.84%					
																																													
24	Против всех	388	25	14	13	17	33	24	11	3	6	3	4	4	12	6	7	3	6	6	5	3	9	23	9	1	10	2	41	21	5	5	11	1	31	3	0	1	10	0					
		1.82%	2.29%	1.32%	1.12%	1.66%	2.95%	2.19%	1.11%	1.60%	1.27%	2.17%	0.70%	0.77%	1.85%	2.49%	2.36%	2.26%	7.06%	4.08%	0.65%	1.96%	1.26%	2.46%	2.10%	1.28%	1.56%	1.00%	2.44%	2.08%	2.06%	3.65%	1.46%	1.54%	2.42%	0.81%	0.00%	0.79%	1.78%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
