Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Выборгская №14																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325					
12	Число выданных открепительных удостоверений	828	24	6	22	11	23	32	22	24	19	11	31	17	18	28	41	28	22	18	22	19	22	19	23	19	25	21	22	24	19	6	22	11	24	8	12	11	8	11	53	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	775	10	26	15	68	33	10	16	18	12	4	20	18	8	13	51	83	23	17	7	14	24	16	14	20	7	5	17	13	14	14	11	15	11	8	18	36	21	9	16	20					
14	Число неиспользованных открепительных удостоверений	3167	101	89	78	80	67	83	88	71	103	79	79	88	77	87	99	112	113	107	88	76	93	77	82	102	77	81	74	78	77	44	80	74	84	57	33	35	43	75	41	95					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	1977	30	46	44	48	44	46	47	61	65	32	69	64	41	67	98	76	71	77	64	44	76	30	41	51	46	35	60	52	37	28	65	29	69	31	23	27	25	39	30	49					
		4.33%	2.15%	4.17%	3.81%	4.32%	4.01%	3.84%	4.06%	5.62%	4.82%	3.49%	5.22%	5.42%	4.02%	4.96%	5.92%	4.43%	4.28%	5.26%	5.08%	3.97%	5.21%	3.03%	3.60%	3.90%	4.11%	3.44%	5.32%	4.55%	3.21%	6.22%	5.04%	3.43%	5.71%	3.97%	4.17%	5.79%	4.00%	3.97%	2.01%	3.95%					
19	. Малышкин Олег Александрович	364	14	8	3	13	13	8	10	8	11	16	16	5	6	12	14	10	9	11	9	12	3	10	8	12	12	9	6	9	10	4	13	7	6	2	0	0	8	5	17	15					
		0.80%	1.00%	0.73%	0.26%	1.17%	1.19%	0.67%	0.86%	0.74%	0.82%	1.74%	1.21%	0.42%	0.59%	0.89%	0.85%	0.58%	0.54%	0.75%	0.71%	1.08%	0.21%	1.01%	0.70%	0.92%	1.07%	0.88%	0.53%	0.79%	0.87%	0.89%	1.01%	0.83%	0.50%	0.26%	0.00%	0.00%	1.28%	0.51%	1.14%	1.21%					
20	. Миронов Сергей Михайлович	647	24	19	18	22	14	20	10	11	16	18	20	9	13	23	19	16	24	23	17	21	23	12	17	19	13	16	13	26	17	10	22	14	18	8	5	10	10	15	8	14					
		1.42%	1.72%	1.72%	1.56%	1.98%	1.28%	1.67%	0.86%	1.01%	1.19%	1.96%	1.51%	0.76%	1.27%	1.70%	1.15%	0.93%	1.45%	1.57%	1.35%	1.90%	1.58%	1.21%	1.49%	1.45%	1.16%	1.57%	1.15%	2.28%	1.47%	2.22%	1.71%	1.66%	1.49%	1.02%	0.91%	2.15%	1.60%	1.53%	0.54%	1.13%					
21	. Путин Владимир Владимирович	34714	1078	843	889	855	868	915	940	813	1044	704	944	893	781	991	1184	1290	1205	1070	935	831	1094	776	887	1009	846	770	859	874	878	315	935	685	876	628	427	355	476	792	1211	948					
		75.97%	77.28%	76.50%	76.97%	77.03%	79.12%	76.31%	81.17%	74.93%	77.39%	76.77%	71.35%	75.61%	76.49%	73.30%	71.54%	75.26%	72.59%	73.04%	74.15%	75.00%	74.98%	78.46%	77.81%	77.20%	75.54%	75.64%	76.22%	76.53%	76.15%	70.00%	72.54%	81.07%	72.52%	80.41%	77.36%	76.18%	76.16%	80.57%	81.17%	76.51%					
22	. Хакамада Ирина Муцуовна	3044	111	45	66	70	64	65	45	61	65	56	127	79	73	115	139	181	171	110	94	73	128	70	89	73	58	79	77	65	79	39	81	42	115	23	43	20	37	23	36	57					
		6.66%	7.96%	4.08%	5.71%	6.31%	5.83%	5.42%	3.89%	5.62%	4.82%	6.11%	9.60%	6.69%	7.15%	8.51%	8.40%	10.56%	10.30%	7.51%	7.45%	6.59%	8.77%	7.08%	7.81%	5.59%	5.18%	7.76%	6.83%	5.69%	6.85%	8.67%	6.28%	4.97%	9.52%	2.94%	7.79%	4.29%	5.92%	2.34%	2.41%	4.60%					
23	. Харитонов Николай Михайлович	3139	87	89	73	59	51	94	72	88	106	66	79	85	70	93	142	89	104	116	84	94	70	56	57	85	95	64	84	66	99	33	102	42	76	57	36	30	49	71	123	103					
		6.87%	6.24%	8.08%	6.32%	5.32%	4.65%	7.84%	6.22%	8.11%	7.86%	7.20%	5.97%	7.20%	6.86%	6.88%	8.58%	5.19%	6.27%	7.92%	6.66%	8.48%	4.80%	5.66%	5.00%	6.50%	8.48%	6.29%	7.45%	5.78%	8.59%	7.33%	7.91%	4.97%	6.29%	7.30%	6.52%	6.44%	7.84%	7.22%	8.24%	8.31%					
																																															
24	Против всех	1654	49	43	61	43	35	45	34	40	39	24	62	46	33	46	58	50	75	54	54	32	63	33	38	50	44	39	25	45	32	20	63	22	44	23	17	22	14	32	59	46					
		3.62%	3.51%	3.90%	5.28%	3.87%	3.19%	3.75%	2.94%	3.69%	2.89%	2.62%	4.69%	3.90%	3.23%	3.40%	3.50%	2.92%	4.52%	3.69%	4.28%	2.89%	4.32%	3.34%	3.33%	3.83%	3.93%	3.83%	2.22%	3.94%	2.78%	4.44%	4.89%	2.60%	3.64%	2.94%	3.08%	4.72%	2.24%	3.26%	3.95%	3.71%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
