Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Соликамская городская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3635	УИК №3636	УИК №3637	УИК №3638	УИК №3639	УИК №3640					
		4.03%	3.43%	4.35%	4.42%	4.47%	4.11%	4.97%	4.02%	4.31%	3.92%	4.33%	4.27%	4.11%	5.02%	3.49%	3.74%	2.52%	3.27%	3.73%	2.41%	3.58%	5.15%	3.57%	3.45%	4.58%	4.84%	3.68%	5.42%	2.31%	4.77%	4.84%	3.68%	3.66%	3.90%	3.63%	1.89%	3.64%	4.55%	5.74%	4.33%	1.00%					
19	. Малышкин Олег Александрович	1405	29	28	45	51	52	31	59	79	36	55	36	55	41	44	46	23	18	44	36	42	19	34	28	40	37	20	45	21	24	43	50	46	39	32	11	14	27	4	12	9					
		3.05%	4.74%	5.29%	3.37%	3.40%	3.14%	2.44%	3.08%	4.25%	2.71%	3.40%	2.69%	3.14%	3.17%	2.69%	3.66%	2.52%	3.67%	2.65%	2.80%	2.32%	4.66%	2.53%	1.93%	2.38%	2.56%	3.68%	2.84%	4.41%	3.27%	2.51%	3.34%	3.30%	2.67%	2.98%	2.96%	2.83%	4.73%	1.91%	4.00%	4.50%					
20	. Миронов Сергей Михайлович	394	3	5	12	11	17	10	18	10	9	14	6	12	15	16	12	10	3	13	5	27	3	15	12	10	12	4	14	5	3	18	23	14	11	6	4	2	4	2	2	2					
		0.86%	0.49%	0.95%	0.90%	0.73%	1.03%	0.79%	0.94%	0.54%	0.68%	0.87%	0.45%	0.68%	1.16%	0.98%	0.95%	1.10%	0.61%	0.78%	0.39%	1.49%	0.74%	1.12%	0.83%	0.60%	0.83%	0.74%	0.88%	1.05%	0.41%	1.05%	1.54%	1.00%	0.75%	0.56%	1.08%	0.40%	0.70%	0.96%	0.67%	1.00%					
21	. Путин Владимир Владимирович	33970	458	394	984	1093	1202	908	1431	1314	1017	1204	986	1277	951	1168	916	680	379	1252	945	1336	300	991	1084	1240	1091	398	1152	374	514	1235	1054	1071	1102	808	308	392	422	155	219	165					
		73.84%	74.84%	74.48%	73.76%	72.87%	72.63%	71.61%	74.69%	70.72%	76.70%	74.41%	73.80%	72.89%	73.49%	71.44%	72.87%	74.48%	77.35%	75.38%	73.54%	73.65%	73.53%	73.74%	74.71%	73.81%	75.50%	73.30%	72.64%	78.57%	70.12%	72.05%	70.50%	76.77%	75.38%	75.30%	83.02%	79.19%	73.91%	74.16%	73.00%	82.50%					
22	. Хакамада Ирина Муцуовна	1988	19	21	63	54	59	67	80	100	55	56	54	52	48	70	45	46	18	46	78	109	7	80	66	68	71	23	83	17	38	65	67	67	68	44	10	17	26	7	14	10					
		4.32%	3.10%	3.97%	4.72%	3.60%	3.56%	5.28%	4.18%	5.38%	4.15%	3.46%	4.04%	2.97%	3.71%	4.28%	3.58%	5.04%	3.67%	2.77%	6.07%	6.01%	1.72%	5.95%	4.55%	4.05%	4.91%	4.24%	5.23%	3.57%	5.18%	3.79%	4.48%	4.80%	4.65%	4.10%	2.70%	3.43%	4.55%	3.35%	4.67%	5.00%					
23	. Харитонов Николай Михайлович	3792	59	39	103	155	173	118	156	173	82	134	135	183	93	196	134	74	38	160	103	97	39	99	113	142	93	43	110	20	83	161	113	67	105	80	19	27	36	14	21	2					
		8.24%	9.64%	7.37%	7.72%	10.33%	10.45%	9.31%	8.14%	9.31%	6.18%	8.28%	10.10%	10.45%	7.19%	11.99%	10.66%	8.11%	7.76%	9.63%	8.02%	5.35%	9.56%	7.37%	7.79%	8.45%	6.44%	7.92%	6.94%	4.20%	11.32%	9.39%	7.56%	4.80%	7.18%	7.46%	5.12%	5.45%	6.30%	6.70%	7.00%	1.00%					
																																															
24	Против всех	2194	18	16	57	45	66	68	73	85	71	69	62	85	58	69	49	44	15	76	75	124	10	72	86	88	61	28	91	20	31	95	103	70	63	55	10	21	25	11	19	10					
		4.77%	2.94%	3.02%	4.27%	3.00%	3.99%	5.36%	3.81%	4.57%	5.35%	4.26%	4.64%	4.85%	4.48%	4.22%	3.90%	4.82%	3.06%	4.58%	5.84%	6.84%	2.45%	5.36%	5.93%	5.24%	4.22%	5.16%	5.74%	4.20%	4.23%	5.54%	6.89%	5.02%	4.31%	5.13%	2.70%	4.24%	4.38%	5.26%	6.33%	5.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
