Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Урванская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299					
		0.20%	0.00%	0.24%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.67%	0.05%	0.47%	0.35%	2.17%	0.00%					
23	. Харитонов Николай Михайлович	585	37	25	14	8	28	25	32	22	16	24	10	12	8	44	6	12	4	15	13	10	27	164	29					
		1.40%	1.49%	1.50%	1.75%	1.02%	1.65%	1.70%	1.19%	1.46%	1.22%	0.91%	0.54%	1.26%	0.77%	1.68%	0.40%	0.52%	0.19%	0.92%	0.63%	0.58%	1.18%	7.42%	1.13%					
																														
24	Против всех	24	0	5	0	0	0	0	0	0	4	0	2	4	0	0	0	0	1	0	0	0	0	8	0					
		0.06%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.11%	0.42%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
