7	Число избирательных бюллетеней в переносных ящиках для голосования	3520	57	45	41	52	52	55	30	37	74	85	66	45	19	70	97	12	59	65	38	50	55	17	60	48	66	39	98	41	73	38	48	50	114	44	134	92	90	87	163	62	62	88	38	54	64	62	51	47	99	84	68	89	67	32	12	29	80	26	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	64880	991	982	911	1136	916	1214	1010	1014	878	1270	1118	746	1336	1118	1791	1262	1149	1190	854	1276	1991	951	1058	979	962	947	1000	1052	1135	1076	1126	875	1216	1240	1213	869	955	1268	1037	1266	939	1256	1023	1008	1423	1659	990	1017	1221	1016	1128	932	1206	491	1154	752	733	454	1900	200					
9	Число недействительных избирательных бюллетеней	918	10	14	13	14	11	28	19	22	11	11	14	10	30	18	23	25	18	10	22	16	22	17	17	8	13	14	15	22	13	15	16	11	23	23	17	14	17	24	16	16	13	26	15	6	12	8	22	13	18	18	12	15	15	9	15	9	10	6	3	1					
10	Число действительных избирательных бюллетеней	67482	1038	1013	939	1174	957	1241	1021	1029	941	1344	1170	781	1325	1170	1865	1249	1190	1245	870	1310	2024	951	1101	1019	1015	972	1083	1071	1195	1099	1158	914	1307	1261	1330	947	1028	1331	1184	1312	988	1318	1046	1056	1475	1713	1019	1051	1302	1082	1184	1006	1258	514	1151	772	803	474	1897	199					
11	Число полученных открепительных  удостоверений	1990	30	30	30	30	30	90	30	30	30	60	30	30	90	30	30	30	30	40	30	30	90	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	40	40	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1264	19	17	23	16	14	71	18	18	17	29	27	22	28	21	21	21	20	30	11	24	61	16	19	15	25	18	15	14	27	20	16	17	22	26	17	20	22	28	23	18	18	32	35	28	26	26	16	14	18	19	22	24	9	6	14	19	9	23	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1767	30	17	12	17	33	25	11	15	18	13	26	23	34	16	19	21	10	7	30	9	38	24	18	22	25	13	25	26	18	23	18	11	16	21	12	9	17	28	13	7	7	22	29	16	30	12	22	11	13	8	28	11	15	16	13	19	24	11	649	41					
14	Число неиспользованных открепительных удостоверений	726	11	13	7	14	16	19	12	12	13	31	3	8	62	9	9	9	10	10	19	6	29	14	11	15	5	12	15	16	3	10	14	13	8	4	13	10	8	2	7	12	12	8	5	2	14	4	14	16	12	11	8	6	21	24	16	11	21	7	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	81	0	1	1	0	1	1	1	1	1	2	3	0	1	0	1	0	1	3	2	0	2	0	2	1	2	0	3	1	4	2	4	2	2	0	2	2	0	1	2	1	3	2	1	1	3	4	4	1	2	1	0	0	3	1	0	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	Богданов Андрей Владимирович	999	24	7	16	16	17	24	24	13	19	19	19	15	22	21	18	21	26	18	18	14	39	25	25	14	15	20	25	15	14	23	29	12	12	17	19	11	5	21	12	20	12	21	7	12	16	23	18	13	22	20	19	16	14	4	18	9	6	1	1	3					
		1.46%	2.29%	0.68%	1.68%	1.35%	1.76%	1.89%	2.31%	1.24%	1.99%	1.40%	1.60%	1.90%	1.62%	1.77%	0.95%	1.65%	2.15%	1.43%	2.02%	1.06%	1.91%	2.58%	2.24%	1.36%	1.46%	2.03%	2.28%	1.37%	1.16%	2.06%	2.47%	1.30%	0.90%	1.32%	1.41%	1.14%	0.48%	1.55%	1.00%	1.51%	1.20%	1.56%	0.66%	1.13%	1.08%	1.34%	1.73%	1.22%	1.67%	1.82%	1.59%	1.57%	1.10%	0.76%	1.54%	1.15%	0.74%	0.21%	0.05%	1.50%					
19	Жириновский Владимир Вольфович	7486	131	103	98	122	104	149	110	110	80	139	147	111	190	122	160	177	133	150	86	155	247	123	121	125	94	99	135	115	151	149	130	112	151	151	162	113	117	135	102	148	111	156	128	114	140	140	157	117	139	111	161	85	103	67	158	86	76	83	79	18					
		10.94%	12.50%	10.03%	10.29%	10.27%	10.74%	11.74%	10.58%	10.47%	8.40%	10.26%	12.42%	14.03%	14.02%	10.27%	8.47%	13.89%	11.01%	11.95%	9.64%	11.69%	12.07%	12.71%	10.82%	12.17%	9.14%	10.04%	12.30%	10.52%	12.50%	13.38%	11.07%	12.11%	11.35%	11.76%	12.03%	11.76%	11.20%	9.96%	8.50%	11.14%	11.09%	11.61%	12.06%	10.73%	9.41%	8.13%	15.08%	10.99%	10.53%	10.09%	13.46%	8.33%	8.09%	12.81%	13.55%	11.01%	9.35%	17.29%	4.16%	9.00%					
20	Зюганов Геннадий Андреевич	16392	239	299	258	291	264	292	261	305	272	355	283	193	252	294	368	259	314	333	240	365	359	209	287	260	294	283	283	308	328	278	259	197	330	366	332	254	248	377	287	383	249	303	227	292	438	308	275	267	355	266	335	259	198	115	289	233	163	90	31	40					
		23.96%	22.81%	29.11%	27.10%	24.49%	27.27%	23.01%	25.10%	29.02%	28.57%	26.20%	23.90%	24.40%	18.60%	24.75%	19.49%	20.33%	25.99%	26.53%	26.91%	27.53%	17.55%	21.59%	25.67%	25.32%	28.60%	28.70%	25.77%	28.18%	27.15%	24.96%	22.06%	21.30%	24.81%	28.50%	24.65%	26.43%	23.73%	27.82%	23.92%	28.84%	24.88%	22.54%	21.39%	27.50%	29.46%	17.90%	26.42%	25.09%	26.89%	24.18%	28.01%	25.37%	15.55%	21.99%	24.79%	29.83%	20.05%	18.75%	1.63%	20.00%					
21	Медведев Дмитрий Анатольевич	42605	644	604	567	745	572	776	626	601	570	831	721	462	861	733	1319	792	717	744	526	776	1379	594	668	620	612	570	640	633	702	649	740	593	814	727	817	569	658	798	783	761	616	838	684	638	881	1242	569	654	786	685	669	646	943	328	686	444	558	300	1786	138					
		62.29%	61.45%	58.81%	59.56%	62.71%	59.09%	61.15%	60.19%	57.18%	59.87%	61.33%	60.90%	58.41%	63.54%	61.70%	69.86%	62.17%	59.35%	59.28%	58.97%	58.52%	67.40%	61.36%	59.75%	60.37%	59.53%	57.81%	58.29%	57.91%	58.11%	58.26%	63.03%	64.11%	61.20%	56.62%	60.65%	59.21%	62.97%	58.89%	65.25%	57.30%	61.54%	62.35%	64.47%	60.08%	59.25%	72.17%	54.66%	61.47%	59.55%	62.27%	55.94%	63.27%	74.08%	62.72%	58.83%	56.85%	68.63%	62.50%	94.00%	69.00%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
