Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Аликовская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89					
		1.86%	2.04%	2.35%	3.93%	2.42%	0.38%	0.53%	2.17%	2.07%	0.93%	0.98%	2.23%	2.23%	2.33%	1.03%	1.16%	1.25%	1.09%	1.12%	0.98%	1.15%	0.00%	1.32%	1.90%	1.82%	0.43%	3.01%	0.77%	1.69%	1.73%	0.34%	2.88%	0.60%	2.34%	0.61%	3.07%	0.49%	7.30%					
19	. Малышкин Олег Александрович	237	27	9	17	5	2	1	6	21	6	10	2	12	4	4	8	6	2	5	1	3	1	0	3	7	6	8	2	5	6	4	4	5	9	2	8	2	14					
		2.33%	3.06%	2.11%	4.45%	2.02%	0.76%	0.53%	4.35%	8.71%	1.86%	2.45%	0.89%	2.98%	1.04%	1.38%	3.10%	1.50%	1.09%	1.86%	0.49%	1.15%	1.00%	0.00%	1.43%	3.18%	2.55%	1.85%	1.54%	2.12%	2.60%	1.34%	1.65%	3.01%	4.21%	1.22%	3.07%	0.97%	4.44%					
20	. Миронов Сергей Михайлович	93	6	5	3	2	3	3	1	1	2	7	2	1	6	4	3	2	2	1	2	3	3	1	0	1	1	3	2	2	1	5	5	3	2	1	3	1	0					
		0.91%	0.68%	1.17%	0.79%	0.81%	1.15%	1.59%	0.72%	0.41%	0.62%	1.72%	0.89%	0.25%	1.55%	1.38%	1.16%	0.50%	1.09%	0.37%	0.98%	1.15%	3.00%	0.66%	0.00%	0.45%	0.43%	0.69%	1.54%	0.85%	0.43%	1.68%	2.06%	1.81%	0.93%	0.61%	1.15%	0.49%	0.00%					
21	. Путин Владимир Владимирович	5492	500	244	226	115	139	115	95	117	160	240	92	222	192	163	138	217	99	173	125	129	67	68	125	117	132	199	56	127	144	137	155	90	109	80	112	129	144					
		53.89%	56.63%	57.28%	59.16%	46.37%	53.05%	60.85%	68.84%	48.55%	49.54%	58.82%	41.07%	55.09%	49.74%	56.21%	53.49%	54.11%	53.80%	64.31%	61.27%	49.62%	67.00%	45.03%	59.52%	53.18%	56.17%	46.06%	43.08%	53.81%	62.34%	45.97%	63.79%	54.22%	50.93%	48.78%	42.91%	62.62%	45.71%					
22	. Хакамада Ирина Муцуовна	158	15	5	7	2	1	1	5	3	6	10	6	6	6	2	4	10	6	3	4	3	4	2	4	2	2	6	2	5	3	6	2	4	0	1	4	2	4					
		1.55%	1.70%	1.17%	1.83%	0.81%	0.38%	0.53%	3.62%	1.24%	1.86%	2.45%	2.68%	1.49%	1.55%	0.69%	1.55%	2.49%	3.26%	1.12%	1.96%	1.15%	4.00%	1.32%	1.90%	0.91%	0.85%	1.39%	1.54%	2.12%	1.30%	2.01%	0.82%	2.41%	0.00%	0.61%	1.53%	0.97%	1.27%					
23	. Харитонов Николай Михайлович	3687	293	144	102	112	108	65	23	87	134	126	116	137	155	110	92	156	63	62	67	112	21	75	64	84	77	184	61	89	68	129	56	56	81	74	117	65	122					
		36.18%	33.18%	33.80%	26.70%	45.16%	41.22%	34.39%	16.67%	36.10%	41.49%	30.88%	51.79%	34.00%	40.16%	37.93%	35.66%	38.90%	34.24%	23.05%	32.84%	43.08%	21.00%	49.67%	30.48%	38.18%	32.77%	42.59%	46.92%	37.71%	29.44%	43.29%	23.05%	33.73%	37.85%	45.12%	44.83%	31.55%	38.73%					
																																												
24	Против всех	107	14	5	5	0	1	1	2	3	4	7	0	1	4	0	2	3	4	3	1	1	1	0	2	0	5	3	2	3	4	8	2	1	3	2	2	3	5					
		1.05%	1.59%	1.17%	1.31%	0.00%	0.38%	0.53%	1.45%	1.24%	1.24%	1.72%	0.00%	0.25%	1.04%	0.00%	0.78%	0.75%	2.17%	1.12%	0.49%	0.38%	1.00%	0.00%	0.95%	0.00%	2.13%	0.69%	1.54%	1.27%	1.73%	2.68%	0.82%	0.60%	1.40%	1.22%	0.77%	1.46%	1.59%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
