Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Брюховецкая																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741					
		2.38%	2.45%	1.89%	1.77%	1.98%	1.71%	2.59%	1.83%	2.68%	2.12%	4.05%	1.86%	5.00%	1.20%	3.31%	1.23%	2.99%	1.81%	1.20%	1.05%	3.40%	2.69%	4.00%	3.21%	2.74%	2.59%	1.88%	1.53%	2.73%	4.55%	1.82%	1.35%	6.75%	2.02%	2.48%	3.47%	1.61%	2.08%	2.91%	1.65%	2.15%	2.54%					
20	. Миронов Сергей Михайлович	138	4	4	3	13	3	1	6	4	4	2	0	0	0	1	1	7	6	3	1	5	2	0	1	3	7	4	4	11	5	2	0	1	6	1	4	2	0	3	3	3	8					
		0.47%	0.34%	0.25%	0.20%	0.99%	0.20%	0.16%	0.69%	0.45%	0.40%	0.25%	0.00%	0.00%	0.00%	0.24%	0.62%	0.57%	0.40%	1.20%	0.17%	0.46%	0.77%	0.00%	0.36%	1.37%	0.60%	0.36%	0.36%	0.91%	0.58%	0.52%	0.00%	0.42%	0.76%	0.35%	0.42%	0.18%	0.00%	1.74%	0.71%	0.65%	1.02%					
21	. Путин Владимир Владимирович	18447	722	985	939	791	978	406	572	553	556	570	97	80	70	307	126	855	1072	202	431	571	160	172	178	119	754	744	742	777	346	190	210	178	494	181	515	625	145	94	202	200	538					
		62.76%	60.98%	61.99%	64.01%	60.34%	64.38%	65.80%	65.37%	61.72%	56.05%	72.15%	60.25%	80.00%	84.34%	72.58%	77.78%	69.17%	71.85%	80.48%	75.22%	52.53%	61.54%	62.55%	63.57%	54.34%	65.00%	66.67%	66.97%	64.16%	40.37%	49.48%	70.95%	75.11%	62.30%	64.18%	54.15%	56.00%	75.52%	54.65%	47.75%	43.01%	68.27%					
22	. Хакамада Ирина Муцуовна	507	23	19	17	15	35	10	14	25	19	10	4	1	1	4	1	13	21	0	13	14	5	1	3	2	19	18	14	12	25	13	8	2	14	2	17	46	0	2	11	7	27					
		1.72%	1.94%	1.20%	1.16%	1.14%	2.30%	1.62%	1.60%	2.79%	1.92%	1.27%	2.48%	1.00%	1.20%	0.95%	0.62%	1.05%	1.41%	0.00%	2.27%	1.29%	1.92%	0.36%	1.07%	0.91%	1.64%	1.61%	1.26%	0.99%	2.92%	3.39%	2.70%	0.84%	1.77%	0.71%	1.79%	4.12%	0.00%	1.16%	2.60%	1.51%	3.43%					
23	. Харитонов Николай Михайлович	6287	265	342	319	275	269	105	177	186	253	112	42	6	8	72	25	203	232	24	88	297	31	55	68	70	251	213	228	258	310	133	58	24	192	57	221	277	22	58	150	190	121					
		21.39%	22.38%	21.52%	21.75%	20.98%	17.71%	17.02%	20.23%	20.76%	25.50%	14.18%	26.09%	6.00%	9.64%	17.02%	15.43%	16.42%	15.55%	9.56%	15.36%	27.32%	11.92%	20.00%	24.29%	31.96%	21.64%	19.09%	20.58%	21.30%	36.17%	34.64%	19.59%	10.13%	24.21%	20.21%	23.24%	24.82%	11.46%	33.72%	35.46%	40.86%	15.36%					
																																																
24	Против всех	738	39	57	36	37	49	11	20	30	34	18	5	0	0	9	4	41	27	3	10	30	6	3	8	3	16	18	25	23	25	11	2	1	18	12	23	20	4	2	16	17	25					
		2.51%	3.29%	3.59%	2.45%	2.82%	3.23%	1.78%	2.29%	3.35%	3.43%	2.28%	3.11%	0.00%	0.00%	2.13%	2.47%	3.32%	1.81%	1.20%	1.75%	2.76%	2.31%	1.09%	2.86%	1.37%	1.38%	1.61%	2.26%	1.90%	2.92%	2.86%	0.68%	0.42%	2.27%	4.26%	2.42%	1.79%	2.08%	1.16%	3.78%	3.66%	3.17%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
