Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Серышевская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660					
24	Против всех	258	5	8	2	0	1	0	4	2	4	12	3	4	0	5	2	4	4	7	4	3	19	5	0	2	0	4	2	11	3	4	5	2	1	2	0	0	0	3	10	20	19	38	34					
		1.83%	1.29%	3.25%	0.52%	0.00%	0.69%	0.00%	1.15%	2.67%	3.05%	2.15%	0.96%	1.36%	0.00%	1.82%	0.70%	2.41%	2.16%	2.15%	1.17%	2.24%	4.00%	1.06%	0.00%	0.95%	0.00%	3.51%	0.51%	2.45%	1.56%	1.98%	1.47%	0.94%	0.95%	1.01%	0.00%	0.00%	0.00%	6.38%	1.18%	1.71%	1.90%	3.09%	3.90%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
