Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
"Наименование Избирательной комиссии:    г. Грозный, Октябрьская"																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №456					
		99.48%	99.62%	99.43%	99.51%	99.57%	99.56%	99.37%	99.39%	99.42%	99.73%	99.53%	99.42%	99.27%	99.43%	99.39%	99.55%	99.40%	99.63%	99.29%	99.58%	99.39%	99.60%	99.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	14	0	1	1	1	1	1	1	0	0	0	1	0	0	1	2	0	0	0	0	3	0	1					
		0.04%	0.00%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.08%	0.11%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.06%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
