Выборы Президента Российской Федерации																																													
																																													
"Наименование Избирательной комиссии:    Ульяновск, Заволжская N1"																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841					
		3.03%	2.98%	2.04%	2.37%	3.87%	4.28%	2.59%	2.51%	2.18%	2.47%	2.36%	2.87%	4.31%	2.31%	2.62%	3.14%	2.28%	2.74%	2.79%	3.99%	0.93%	2.29%	1.83%	2.54%	4.18%	4.86%	3.38%	0.18%	3.76%	2.59%	4.01%	3.81%	4.69%	3.73%	2.25%	4.34%	4.07%	2.99%	2.45%					
23	. Харитонов Николай Михайлович	7216	177	191	163	213	225	290	262	166	227	211	160	193	155	198	249	253	159	138	312	132	140	294	264	176	215	230	52	152	196	150	138	110	178	180	193	189	168	117					
		14.74%	20.27%	17.72%	14.86%	14.97%	15.29%	18.35%	22.70%	15.70%	16.01%	17.14%	11.19%	15.68%	13.24%	13.67%	17.75%	19.89%	21.81%	19.25%	19.44%	6.12%	16.85%	19.27%	18.63%	14.72%	17.42%	14.14%	9.39%	15.03%	12.07%	9.86%	9.06%	9.73%	12.54%	11.89%	12.71%	13.26%	12.88%	11.47%					
																																													
24	Против всех	1710	41	33	53	59	64	67	51	40	35	48	50	40	60	50	42	38	9	16	39	27	24	43	31	43	35	54	7	30	75	67	69	60	66	46	59	46	48	45					
		3.49%	4.70%	3.06%	4.83%	4.15%	4.35%	4.24%	4.42%	3.78%	2.47%	3.90%	3.50%	3.25%	5.12%	3.45%	2.99%	2.99%	1.23%	2.23%	2.43%	1.25%	2.89%	2.82%	2.19%	3.60%	2.84%	3.32%	1.26%	2.97%	4.62%	4.40%	4.53%	5.31%	4.65%	3.04%	3.88%	3.23%	3.68%	4.41%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
