17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																			
18	Богданов Андрей Владимирович	412	0	0	1	1	2	2	0	1	20	0	10	11	10	0	8	2	3	10	9	4	2	11	3	9	9	6	4	9	2	1	9	5	19	8	0	8	8	9	3	10	6	5	7	2	0	4	1	17	3	5	7	7	6	6	3	6	7	19	7	1	2	1	4	7	2	7	6	12	2	3	2	2	2	0	11	1					
		0.59%	0.00%	0.00%	0.16%	0.15%	0.22%	0.33%	0.00%	0.19%	1.36%	0.00%	0.66%	0.82%	0.89%	0.00%	0.89%	0.43%	0.40%	0.88%	1.44%	0.53%	0.23%	0.89%	0.41%	1.06%	0.99%	0.70%	0.54%	0.71%	0.17%	0.29%	1.07%	0.49%	2.32%	0.86%	0.00%	0.95%	1.01%	1.03%	0.37%	1.07%	1.20%	0.65%	0.72%	0.25%	0.00%	0.54%	0.10%	1.73%	0.37%	0.53%	0.89%	0.88%	0.79%	0.50%	0.19%	0.91%	0.36%	2.44%	0.91%	0.11%	0.19%	0.09%	0.42%	0.57%	0.23%	0.97%	0.61%	1.11%	0.34%	0.34%	0.26%	0.29%	0.20%	0.00%	0.80%	0.37%					
19	Жириновский Владимир Вольфович	2608	2	3	16	19	15	34	33	14	43	12	88	88	35	3	91	7	23	78	23	34	16	56	14	36	36	32	35	8	76	12	22	37	38	14	67	50	41	23	18	17	44	67	35	21	8	75	4	80	43	17	40	67	23	45	37	31	15	71	24	4	108	5	22	38	19	33	22	120	12	36	10	15	13	3	54	38					
		3.73%	0.16%	0.33%	2.57%	2.87%	1.67%	5.62%	3.03%	2.62%	2.93%	1.03%	5.80%	6.53%	3.12%	0.35%	10.14%	1.51%	3.05%	6.84%	3.67%	4.52%	1.82%	4.52%	1.89%	4.23%	3.99%	3.72%	4.75%	0.63%	6.56%	3.47%	2.61%	3.60%	4.64%	1.51%	5.10%	5.92%	5.18%	2.64%	2.24%	1.82%	8.76%	8.72%	3.61%	2.63%	0.92%	10.08%	0.41%	8.15%	5.35%	1.82%	5.09%	8.43%	3.01%	3.76%	2.36%	4.68%	0.77%	9.11%	3.13%	0.43%	10.04%	0.46%	2.32%	3.11%	2.21%	4.56%	2.24%	11.06%	2.01%	4.08%	1.32%	2.16%	1.27%	0.35%	3.93%	13.97%					
20	Зюганов Геннадий Андреевич	8992	304	227	103	124	183	66	161	100	314	243	110	162	39	168	199	123	101	42	124	110	73	170	41	102	59	86	97	166	117	52	42	54	152	118	39	100	105	141	48	129	56	139	207	35	173	144	187	239	154	68	95	156	68	68	48	92	164	180	102	134	163	5	41	145	104	127	86	242	93	174	33	71	118	23	123	41					
		12.87%	24.28%	25.00%	16.56%	18.73%	20.38%	10.91%	14.77%	18.73%	21.36%	20.89%	7.25%	12.02%	3.48%	19.33%	22.19%	26.45%	13.41%	3.68%	19.78%	14.63%	8.29%	13.71%	5.54%	11.99%	6.55%	9.99%	13.16%	13.15%	10.09%	15.03%	4.99%	5.25%	18.56%	12.73%	2.97%	11.83%	13.26%	16.17%	5.96%	13.80%	11.16%	18.10%	21.36%	4.39%	19.89%	19.35%	19.10%	24.36%	19.18%	7.26%	12.09%	19.62%	8.91%	5.68%	3.06%	13.90%	8.38%	23.11%	13.32%	14.50%	15.15%	0.46%	4.32%	11.87%	12.12%	17.54%	8.74%	22.30%	15.60%	19.71%	4.35%	10.23%	11.56%	2.65%	8.95%	15.07%					
21	Медведев Дмитрий Анатольевич	57617	944	678	500	518	696	503	896	419	1077	906	1305	1087	1037	698	597	331	626	1003	465	602	788	992	682	695	792	737	600	1073	959	280	759	933	599	782	1203	687	638	699	733	775	392	550	710	735	689	521	787	628	597	846	644	558	661	1077	1475	532	1769	500	633	785	799	1077	882	1032	733	553	870	711	488	670	713	605	881	843	1186	191					
		82.48%	75.40%	74.67%	80.39%	78.25%	77.51%	83.14%	82.20%	78.46%	73.27%	77.90%	85.97%	80.64%	92.51%	80.32%	66.56%	71.18%	83.13%	87.98%	74.16%	80.05%	89.44%	80.00%	92.16%	81.67%	87.90%	85.60%	81.41%	85.02%	82.74%	80.92%	90.14%	90.67%	73.14%	84.36%	91.62%	81.30%	80.56%	80.16%	91.06%	82.89%	78.09%	71.61%	73.27%	92.22%	79.20%	70.03%	80.39%	64.02%	74.35%	90.38%	81.93%	70.19%	86.63%	89.97%	94.13%	80.36%	90.39%	64.18%	82.64%	84.96%	74.26%	98.72%	92.94%	84.45%	85.43%	76.38%	88.41%	65.53%	81.88%	75.88%	93.94%	87.18%	86.29%	97.01%	86.32%	70.22%					
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
