Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Грозненская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №450	УИК №451	УИК №452					
		99.42%	99.33%	99.32%	99.34%	99.34%	99.34%	99.60%	99.44%	99.59%	99.44%	99.34%	99.52%	99.35%	99.53%	99.36%	99.45%	99.48%	99.40%	99.35%	99.48%	99.38%	99.49%	99.18%	99.36%	99.33%	99.42%	99.43%	99.38%	99.36%	99.44%	99.45%	99.35%	99.40%	99.37%	99.37%	99.59%	99.29%	99.31%	99.48%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	0	0	1	1	1	1	2	0	2	1	0	0	0	1	3	2	2	1	2	4	1	0	1	1	2	3	1	5	1	2	0	1	0	0	1	0	0	0					
		0.07%	0.00%	0.00%	0.11%	0.07%	0.06%	0.04%	0.09%	0.00%	0.08%	0.11%	0.00%	0.00%	0.00%	0.05%	0.14%	0.09%	0.10%	0.05%	0.10%	0.19%	0.04%	0.00%	0.11%	0.10%	0.09%	0.11%	0.04%	0.21%	0.05%	0.10%	0.00%	0.15%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
