ОИК №39	Алтайский край - Барнаульский
ОИК №47	Краснодарский край - Красноармейский
ОИК №46	Краснодарский край - Краснодарский
ОИК №48	Краснодарский край - Славянский
ОИК №50	Краснодарский край - Сочинский
ОИК №51	Краснодарский край - Тихорецкий
ОИК №49	Краснодарский край - Туапсинский
ОИК №56	Красноярский край - Дивногорский
ОИК №57	Красноярский край - Енисейский
ОИК №54	Красноярский край - Красноярский
ОИК №55	Красноярский край - Центральный
ОИК №108	Курганская область - Курганский
ОИК №109	Курская область - Курский
ОИК №110	Курская область - Сеймский
ОИК №113	Ленинградская область - Волховский
ОИК №111	Ленинградская область - Всеволожский
ОИК №112	Ленинградская область - Кингисеппский
ОИК №115	Липецкая область - Левобережный
ОИК №114	Липецкая область - Липецкий
ОИК №116	Магаданская область - Магаданский
ОИК №117	Московская область - Балашихинский
ОИК №118	Московская область - Дмитровский
ОИК №119	Московская область - Коломенский
ОИК №120	Московская область - Красногорский
ОИК №121	Московская область - Люберецкий
ОИК №122	Московская область - Одинцовский
ОИК №123	Московская область - Орехово-Зуевский
ОИК №124	Московская область - Подольский
ОИК №125	Московская область - Сергиево-Посадский
ОИК №126	Московская область - Серпуховский
ОИК №127	Московская область - Щелковский
ОИК №128	Мурманская область - Мурманский
ОИК №221	Ненецкий автономный округ - Ненецкий
ОИК №131	Нижегородская область - Автозаводский
ОИК №133	Нижегородская область - Борский
ОИК №132	Нижегородская область - Канавинский
ОИК №129	Нижегородская область - Нижегородский
ОИК №130	Нижегородская область - Приокский
ОИК №134	Новгородская область - Новгородский
ОИК №138	Новосибирская область - Барабинский
ОИК №137	Новосибирская область - Искитимский
ОИК №135	Новосибирская область - Новосибирский
ОИК №136	Новосибирская область - Центральный
ОИК №141	Омская область - Любинский
ОИК №140	Омская область - Москаленский
ОИК №139	Омская область - Омский
ОИК №143	Оренбургская область - Бугурусланский
ОИК №142	Оренбургская область - Оренбургский
ОИК №144	Оренбургская область - Орский
ОИК №145	Орловская область - Орловский
ОИК №147	Пензенская область - Лермонтовский
ОИК №146	Пензенская область - Пензенский
ОИК №61	Пермский край - Кудымкарский
ОИК №60	Пермский край - Кунгурский
ОИК №58	Пермский край - Пермский
ОИК №59	Пермский край - Чусовской
ОИК №64	Приморский край - Арсеньевский
ОИК №63	Приморский край - Артемовский
ОИК №62	Приморский край - Владивостокский
ОИК №148	Псковская область - Псковский
ОИК №1	Республика Адыгея (Адыгея) - Адыгейский
ОИК №2	Республика Алтай - Алтайский
ОИК №5	Республика Башкортостан - Белорецкий
ОИК №4	Республика Башкортостан - Благовещенский
ОИК №6	Республика Башкортостан - Нефтекамский
ОИК №7	Республика Башкортостан - Салаватский
ОИК №8	Республика Башкортостан - Стерлитамакский
ОИК №3	Республика Башкортостан - Уфимский
ОИК №9	Республика Бурятия - Бурятский
ОИК №10	Республика Дагестан - Северный
ОИК №11	Республика Дагестан - Центральный
ОИК №12	Республика Дагестан - Южный
ОИК №13	Республика Ингушетия - Ингушский
ОИК №15	Республика Калмыкия - Калмыцкий
ОИК №17	Республика Карелия - Карельский
ОИК №18	Республика Коми - Сыктывкарский
ОИК №21	Республика Крым - Евпаторийский
ОИК №20	Республика Крым - Керченский
ОИК №19	Республика Крым - Симферопольский
ОИК №22	Республика Марий Эл - Марийский
ОИК №23	Республика Мордовия - Мордовский
ОИК №24	Республика Саха (Якутия) - Якутский
ОИК №25	Республика Северная Осетия - Алания - Северо-Осетинский
ОИК №30	Республика Татарстан (Татарстан) - Альметьевский
ОИК №27	Республика Татарстан (Татарстан) - Московский
ОИК №29	Республика Татарстан (Татарстан) - Набережно-Челнинский
ОИК №28	Республика Татарстан (Татарстан) - Нижнекамский
ОИК №26	Республика Татарстан (Татарстан) - Приволжский
ОИК №31	Республика Татарстан (Татарстан) - Центральный
ОИК №32	Республика Тыва - Тывинский
ОИК №35	Республика Хакасия - Хакасский
ОИК №153	Ростовская область - Белокалитвинский
ОИК №155	Ростовская область - Волгодонской
ОИК №150	Ростовская область - Нижнедонской
ОИК №149	Ростовская область - Ростовский
ОИК №151	Ростовская область - Таганрогский
ОИК №154	Ростовская область - Шахтинский
ОИК №152	Ростовская область - Южный
ОИК №156	Рязанская область - Рязанский
ОИК №157	Рязанская область - Скопинский
ОИК №161	Самарская область - Жигулевский
ОИК №160	Самарская область - Красноглинский
ОИК №162	Самарская область - Промышленный
ОИК №158	Самарская область - Самарский
ОИК №159	Самарская область - Тольяттинский
ОИК №164	Саратовская область - Балаковский
ОИК №165	Саратовская область - Балашовский
ОИК №163	Саратовская область - Саратовский
ОИК №166	Саратовская область - Энгельсский
ОИК №167	Сахалинская область - Сахалинский
ОИК №172	Свердловская область - Асбестовский
ОИК №170	Свердловская область - Березовский
ОИК №169	Свердловская область - Каменск-Уральский
ОИК №171	Свердловская область - Нижнетагильский
ОИК №173	Свердловская область - Первоуральский
ОИК №168	Свердловская область - Свердловский
ОИК №174	Свердловская область - Серовский
ОИК №176	Смоленская область - Рославльский
ОИК №175	Смоленская область - Смоленский
ОИК №68	Ставропольский край - Георгиевский
ОИК №67	Ставропольский край - Кавминводский
ОИК №66	Ставропольский край - Невинномысский
ОИК №65	Ставропольский край - Ставропольский
ОИК №178	Тамбовская область - Рассказовский
ОИК №177	Тамбовская область - Тамбовский
ОИК №180	Тверская область - Заволжский
ОИК №179	Тверская область - Тверской
ОИК №182	Томская область - Обский
ОИК №181	Томская область - Томский
ОИК №184	Тульская область - Новомосковский
ОИК №183	Тульская область - Тульский
ОИК №186	Тюменская область - Заводоуковский
ОИК №185	Тюменская область - Тюменский
ОИК №34	Удмуртская Республика - Ижевский
ОИК №33	Удмуртская Республика - Удмуртский
ОИК №188	Ульяновская область - Радищевский
ОИК №187	Ульяновская область - Ульяновский
ОИК №70	Хабаровский край - Комсомольский
ОИК №69	Хабаровский край - Хабаровский
ОИК №223	Ханты-Мансийский автономный округ - Югра - Нижневартовский
ОИК №222	Ханты-Мансийский автономный округ - Югра - Ханты-Мансийский
ОИК №193	Челябинская область - Златоустовский
ОИК №191	Челябинская область - Коркинский
ОИК №192	Челябинская область - Магнитогорский
ОИК №190	Челябинская область - Металлургический
ОИК №189	Челябинская область - Челябинский
ОИК №36	Чеченская Республика - Чеченский
ОИК №37	Чувашская Республика - Чувашия - Канашский
ОИК №38	Чувашская Республика - Чувашия - Чебоксарский
ОИК №224	Чукотский автономный округ - Чукотский
ОИК №225	Ямало-Ненецкий автономный округ - Ямало-Ненецкий
ОИК №195	Ярославская область - Ростовский
ОИК №194	Ярославская область - Ярославский
