Выборы Президента Российской Федерации																																																	
																																																	
Наименование Избирательной комиссии:    Гудермесская																																																	
																																																	
Итоги голосования 																																																	
																																																	
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №420	УИК №421					
18	. Глазьев Сергей Юрьевич	237	10	7	7	6	6	2	0	7	2	0	4	0	0	5	3	0	21	3	0	2	0	26	12	18	4	0	4	0	40	0	0	6	7	0	3	11	0	0	0	1	5	15					
		0.37%	0.50%	0.34%	0.58%	0.27%	0.39%	0.11%	0.00%	0.63%	0.21%	0.00%	0.27%	0.00%	0.00%	0.23%	0.29%	0.00%	1.02%	0.13%	0.00%	0.12%	0.00%	2.80%	0.82%	1.17%	0.56%	0.00%	0.25%	0.00%	2.33%	0.00%	0.00%	0.36%	0.47%	0.00%	0.28%	0.37%	0.00%	0.00%	0.00%	0.13%	0.28%	1.45%					
19	. Малышкин Олег Александрович	143	7	3	1	5	0	12	0	9	3	0	0	0	0	13	7	0	14	2	0	0	0	0	7	8	0	0	0	0	15	0	0	7	1	15	2	7	0	0	0	2	3	0					
		0.22%	0.35%	0.15%	0.08%	0.23%	0.00%	0.68%	0.00%	0.81%	0.31%	0.00%	0.00%	0.00%	0.00%	0.60%	0.67%	0.00%	0.68%	0.09%	0.00%	0.00%	0.00%	0.00%	0.48%	0.52%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.42%	0.07%	0.72%	0.19%	0.23%	0.00%	0.00%	0.00%	0.26%	0.17%	0.00%					
20	. Миронов Сергей Михайлович	107	4	6	2	5	0	0	0	10	6	0	4	0	0	7	2	0	10	0	0	0	0	0	8	6	0	2	0	0	0	0	0	10	3	10	3	9	0	0	0	0	0	0					
		0.17%	0.20%	0.29%	0.17%	0.23%	0.00%	0.00%	0.00%	0.90%	0.62%	0.00%	0.27%	0.00%	0.00%	0.32%	0.19%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.39%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.20%	0.48%	0.28%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	62516	1928	1978	1166	2127	1505	1733	1158	1068	929	1080	1394	2436	1630	2100	1001	1256	1969	2275	2225	1698	817	880	1423	1489	692	539	1567	1471	1648	1501	2353	1586	1445	2016	1052	2946	413	705	1842	751	1742	982					
		96.96%	96.54%	96.07%	97.09%	96.16%	98.24%	98.30%	98.72%	95.78%	96.07%	97.04%	95.22%	94.97%	97.31%	97.49%	96.44%	96.02%	96.10%	98.78%	96.07%	99.76%	97.73%	94.93%	96.74%	96.75%	96.65%	96.42%	97.03%	98.99%	95.98%	97.28%	98.00%	96.12%	96.40%	96.55%	98.23%	97.87%	96.05%	99.02%	95.99%	99.08%	97.32%	95.06%					
22	. Хакамада Ирина Муцуовна	552	29	35	12	23	5	9	3	3	1	33	17	52	33	6	7	18	9	8	27	2	17	0	12	18	10	13	19	5	9	0	14	24	37	4	5	9	3	3	0	0	6	12					
		0.86%	1.45%	1.70%	1.00%	1.04%	0.33%	0.51%	0.26%	0.27%	0.10%	2.96%	1.16%	2.03%	1.97%	0.28%	0.67%	1.38%	0.44%	0.35%	1.17%	0.12%	2.03%	0.00%	0.82%	1.17%	1.40%	2.33%	1.18%	0.34%	0.52%	0.00%	0.58%	1.45%	2.47%	0.19%	0.47%	0.30%	0.70%	0.42%	0.00%	0.00%	0.34%	1.16%					
23	. Харитонов Николай Михайлович	629	16	16	10	18	0	1	12	11	16	0	30	68	12	16	10	32	1	8	32	0	0	20	9	0	4	5	23	10	5	42	28	13	6	6	6	9	14	4	60	2	34	20					
		0.98%	0.80%	0.78%	0.83%	0.81%	0.00%	0.06%	1.02%	0.99%	1.65%	0.00%	2.05%	2.65%	0.72%	0.74%	0.96%	2.45%	0.05%	0.35%	1.38%	0.00%	0.00%	2.16%	0.61%	0.00%	0.56%	0.89%	1.42%	0.67%	0.29%	2.72%	1.17%	0.79%	0.40%	0.29%	0.56%	0.30%	3.26%	0.56%	3.13%	0.26%	1.90%	1.94%					
																																																	
24	Против всех	120	3	5	3	5	13	6	0	7	3	0	10	9	0	2	8	0	0	0	15	0	2	0	0	0	0	0	2	0	0	0	6	0	0	7	0	10	0	0	0	0	0	4					
		0.19%	0.15%	0.24%	0.25%	0.23%	0.85%	0.34%	0.00%	0.63%	0.31%	0.00%	0.68%	0.35%	0.00%	0.09%	0.77%	0.00%	0.00%	0.00%	0.65%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.34%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
