Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Троицкая																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653					
19	. Малышкин Олег Александрович	673	24	16	49	40	29	15	19	4	9	44	13	7	6	22	14	13	9	12	3	14	11	19	12	11	8	10	0	16	23	4	5	71	17	18	25	8	27	19	6	1					
		4.30%	3.46%	2.39%	3.66%	4.27%	2.81%	2.92%	5.34%	3.64%	7.96%	4.87%	7.98%	4.70%	6.38%	8.18%	3.09%	7.98%	5.36%	4.04%	3.57%	3.52%	4.37%	5.09%	8.11%	2.84%	6.61%	2.06%	0.00%	4.27%	4.27%	2.80%	3.85%	8.21%	5.94%	19.15%	2.60%	3.65%	3.75%	5.09%	8.11%	1.69%					
20	. Миронов Сергей Михайлович	122	6	8	6	11	2	9	5	4	1	8	1	0	1	4	3	1	1	2	0	4	4	3	0	1	2	1	0	1	7	1	0	3	2	0	11	2	3	3	1	0					
		0.78%	0.86%	1.19%	0.45%	1.18%	0.19%	1.75%	1.40%	3.64%	0.88%	0.88%	0.61%	0.00%	1.06%	1.49%	0.66%	0.61%	0.60%	0.67%	0.00%	1.01%	1.59%	0.80%	0.00%	0.26%	1.65%	0.21%	0.00%	0.27%	1.30%	0.70%	0.00%	0.35%	0.70%	0.00%	1.14%	0.91%	0.42%	0.80%	1.35%	0.00%					
21	. Путин Владимир Владимирович	10965	525	490	932	638	775	327	233	73	81	569	123	116	68	187	310	124	105	173	70	302	174	210	91	314	104	391	127	254	391	78	91	587	178	61	686	143	529	237	46	52					
		70.03%	75.65%	73.13%	69.66%	68.16%	75.10%	63.62%	65.45%	66.36%	71.68%	62.94%	75.46%	77.85%	72.34%	69.52%	68.43%	76.07%	62.50%	58.25%	83.33%	75.88%	69.05%	56.30%	61.49%	80.93%	85.95%	80.45%	87.59%	67.73%	72.54%	54.55%	70.00%	67.86%	62.24%	64.89%	71.31%	65.30%	73.47%	63.54%	62.16%	88.14%					
22	. Хакамада Ирина Муцуовна	265	10	8	27	23	7	15	4	2	0	12	1	0	1	4	4	1	1	6	0	9	7	5	1	5	1	39	0	5	5	4	1	5	8	0	19	3	15	6	0	1					
		1.69%	1.44%	1.19%	2.02%	2.46%	0.68%	2.92%	1.12%	1.82%	0.00%	1.33%	0.61%	0.00%	1.06%	1.49%	0.88%	0.61%	0.60%	2.02%	0.00%	2.26%	2.78%	1.34%	0.68%	1.29%	0.83%	8.02%	0.00%	1.33%	0.93%	2.80%	0.77%	0.58%	2.80%	0.00%	1.98%	1.37%	2.08%	1.61%	0.00%	1.69%					
23	. Харитонов Николай Михайлович	2825	92	115	253	166	145	119	69	21	15	235	16	19	15	45	98	21	38	84	10	62	40	119	37	44	3	35	17	72	79	52	25	163	65	12	172	48	108	80	14	2					
		18.04%	13.26%	17.16%	18.91%	17.74%	14.05%	23.15%	19.38%	19.09%	13.27%	26.00%	9.82%	12.75%	15.96%	16.73%	21.63%	12.88%	22.62%	28.28%	11.90%	15.58%	15.87%	31.90%	25.00%	11.34%	2.48%	7.20%	11.72%	19.20%	14.66%	36.36%	19.23%	18.84%	22.73%	12.77%	17.88%	21.92%	15.00%	21.45%	18.92%	3.39%					
																																															
24	Против всех	177	9	8	21	12	17	6	3	1	5	1	0	0	2	1	4	0	4	9	0	1	3	1	2	6	1	1	0	3	7	0	1	5	5	1	17	4	8	4	3	1					
		1.13%	1.30%	1.19%	1.57%	1.28%	1.65%	1.17%	0.84%	0.91%	4.42%	0.11%	0.00%	0.00%	2.13%	0.37%	0.88%	0.00%	2.38%	3.03%	0.00%	0.25%	1.19%	0.27%	1.35%	1.55%	0.83%	0.21%	0.00%	0.80%	1.30%	0.00%	0.77%	0.58%	1.75%	1.06%	1.77%	1.83%	1.11%	1.07%	4.05%	1.69%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
