Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    район Бирюлево Восточное																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №2991					
14	Число неиспользованных открепительных удостоверений	805	26	31	14	28	31	34	21	21	18	23	26	16	24	22	18	18	24	17	19	28	18	18	26	16	12	26	16	13	18	17	16	16	11	20	12	38	12	20	21					
15	"Число открепительных удостоверений, выданных в ТИК"	97	1	2	3	4	0	2	2	2	2	0	3	2	2	0	0	3	5	1	5	3	2	0	4	3	1	7	3	3	7	1	4	0	4	1	3	8	0	4	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	3048	77	81	64	68	70	82	63	53	62	67	73	90	113	97	118	75	38	62	72	59	37	38	85	68	118	130	103	64	102	105	30	211	76	102	63	104	32	51	45					
		5.69%	4.85%	4.56%	4.11%	5.38%	4.79%	5.62%	5.41%	6.45%	6.56%	5.89%	5.79%	5.95%	8.15%	7.10%	6.73%	7.08%	2.65%	4.21%	4.35%	4.02%	4.24%	2.93%	6.63%	5.76%	6.54%	8.33%	6.32%	4.00%	5.50%	7.88%	2.64%	18.02%	4.46%	6.46%	4.26%	6.03%	3.50%	5.11%	5.01%					
19	. Малышкин Олег Александрович	1079	49	27	14	36	142	54	10	14	19	16	19	24	50	22	43	17	23	18	15	15	11	14	14	11	29	16	17	16	51	61	9	43	20	19	25	50	12	18	16					
		2.01%	3.09%	1.52%	0.90%	2.85%	9.73%	3.70%	0.86%	1.70%	2.01%	1.41%	1.51%	1.59%	3.61%	1.61%	2.45%	1.60%	1.61%	1.22%	0.91%	1.02%	1.26%	1.08%	1.09%	0.93%	1.61%	1.02%	1.04%	1.00%	2.75%	4.58%	0.79%	3.67%	1.17%	1.20%	1.69%	2.90%	1.31%	1.80%	1.78%					
20	. Миронов Сергей Михайлович	520	28	8	6	16	12	25	9	6	6	3	9	16	26	6	19	8	8	27	8	9	3	10	9	4	10	19	10	10	6	52	7	53	12	1	16	36	4	0	3					
		0.97%	1.77%	0.45%	0.39%	1.26%	0.82%	1.71%	0.77%	0.73%	0.63%	0.26%	0.71%	1.06%	1.88%	0.44%	1.08%	0.75%	0.56%	1.83%	0.48%	0.61%	0.34%	0.77%	0.70%	0.34%	0.55%	1.22%	0.61%	0.62%	0.32%	3.90%	0.62%	4.53%	0.70%	0.06%	1.08%	2.09%	0.44%	0.00%	0.33%					
21	. Путин Владимир Владимирович	36184	1174	938	1234	796	868	910	815	608	673	788	890	951	839	960	1072	682	978	1077	1286	1148	593	699	896	810	1178	1032	1135	1112	1303	789	948	637	1228	1003	1077	973	615	782	687					
		67.55%	74.02%	52.82%	79.25%	62.92%	59.45%	62.33%	70.02%	73.97%	71.22%	69.24%	70.58%	62.86%	60.53%	70.23%	61.12%	64.34%	68.25%	73.12%	77.61%	78.20%	67.93%	53.81%	69.89%	68.64%	65.34%	66.11%	69.63%	69.46%	70.32%	59.19%	83.38%	54.40%	72.02%	63.56%	72.82%	56.41%	67.21%	78.36%	76.50%					
22	. Хакамада Ирина Муцуовна	2732	81	83	80	71	88	78	71	41	53	48	67	93	61	65	105	76	49	64	68	78	49	74	63	37	88	90	85	89	114	26	38	94	103	78	75	96	33	44	36					
		5.10%	5.11%	4.67%	5.14%	5.61%	6.03%	5.34%	6.10%	4.99%	5.61%	4.22%	5.31%	6.15%	4.40%	4.75%	5.99%	7.17%	3.42%	4.34%	4.10%	5.31%	5.61%	5.70%	4.91%	3.14%	4.88%	5.77%	5.21%	5.56%	6.15%	1.95%	3.34%	8.03%	6.04%	4.94%	5.07%	5.57%	3.61%	4.41%	4.01%					
23	. Харитонов Николай Михайлович	4007	86	148	68	101	85	120	99	55	78	93	112	113	76	115	145	129	62	83	116	85	56	75	65	92	148	166	160	123	106	221	46	103	147	133	104	150	25	57	61					
		7.48%	5.42%	8.33%	4.37%	7.98%	5.82%	8.22%	8.51%	6.69%	8.25%	8.17%	8.88%	7.47%	5.48%	8.41%	8.27%	12.17%	4.33%	5.63%	7.00%	5.79%	6.41%	5.77%	5.07%	7.80%	8.21%	10.63%	9.82%	7.68%	5.72%	16.58%	4.05%	8.80%	8.62%	8.43%	7.03%	8.70%	2.73%	5.71%	6.79%					
																																														
24	Против всех	4133	83	381	82	117	86	80	89	39	49	67	86	183	132	83	204	67	214	70	79	68	55	250	85	68	174	96	104	99	89	71	36	20	92	186	97	208	50	46	48					
		7.72%	5.23%	21.45%	5.27%	9.25%	5.89%	5.48%	7.65%	4.74%	5.19%	5.89%	6.82%	12.10%	9.52%	6.07%	11.63%	6.32%	14.93%	4.75%	4.77%	4.63%	6.30%	19.25%	6.63%	5.76%	9.65%	6.15%	6.38%	6.18%	4.80%	5.33%	3.17%	1.71%	5.40%	11.79%	6.56%	12.06%	5.46%	4.61%	5.35%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
