Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Нефтекумская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	670	21	32	56	31	54	45	29	44	32	25	28	29	16	7	4	1	11	17	9	30	15	2	28	1	10	0	2	5	11	12	10	0	6	7	20	19	1					
		2.54%	2.12%	2.99%	3.83%	2.17%	4.16%	3.94%	3.56%	3.40%	3.10%	3.75%	3.12%	3.83%	3.86%	1.47%	1.24%	0.33%	1.99%	3.00%	3.50%	2.83%	1.80%	1.12%	2.57%	0.51%	0.77%	0.00%	0.58%	2.82%	3.24%	1.17%	1.69%	0.00%	1.32%	4.19%	1.94%	1.87%	0.24%					
19	. Малышкин Олег Александрович	583	28	26	55	30	26	30	26	34	31	21	36	22	11	5	9	1	25	12	10	25	16	7	19	0	23	0	0	2	13	7	4	4	2	1	12	7	3					
		2.21%	2.83%	2.43%	3.76%	2.10%	2.00%	2.63%	3.19%	2.63%	3.01%	3.15%	4.01%	2.91%	2.66%	1.05%	2.80%	0.33%	4.52%	2.12%	3.89%	2.36%	1.92%	3.93%	1.74%	0.00%	1.77%	0.00%	0.00%	1.13%	3.83%	0.68%	0.67%	2.02%	0.44%	0.60%	1.17%	0.69%	0.72%					
20	. Миронов Сергей Михайлович	173	8	7	6	9	15	10	5	10	8	7	4	4	3	1	1	4	5	1	1	7	5	2	7	1	8	0	2	1	6	5	3	2	4	0	5	6	0					
		0.66%	0.81%	0.65%	0.41%	0.63%	1.16%	0.88%	0.61%	0.77%	0.78%	1.05%	0.45%	0.53%	0.72%	0.21%	0.31%	1.31%	0.90%	0.18%	0.39%	0.66%	0.60%	1.12%	0.64%	0.51%	0.61%	0.00%	0.58%	0.56%	1.77%	0.49%	0.51%	1.01%	0.88%	0.00%	0.49%	0.59%	0.00%					
21	. Путин Владимир Владимирович	16292	633	673	917	975	818	756	559	913	680	375	462	468	237	308	178	200	354	313	175	627	516	129	641	159	755	164	245	66	180	504	325	96	309	115	726	439	302					
		61.74%	64.00%	62.96%	62.64%	68.28%	63.07%	66.20%	68.67%	70.50%	65.96%	56.22%	51.51%	61.82%	57.25%	64.84%	55.28%	65.57%	64.01%	55.30%	68.09%	59.10%	61.80%	72.47%	58.75%	81.54%	58.03%	73.21%	71.43%	37.29%	53.10%	49.12%	54.81%	48.48%	67.91%	68.86%	70.49%	43.17%	72.60%					
22	. Хакамада Ирина Муцуовна	579	17	21	43	33	21	18	27	33	23	16	17	14	3	10	5	8	9	40	2	12	11	5	19	3	32	0	10	6	8	25	15	6	9	2	18	31	7					
		2.19%	1.72%	1.96%	2.94%	2.31%	1.62%	1.58%	3.32%	2.55%	2.23%	2.40%	1.90%	1.85%	0.72%	2.11%	1.55%	2.62%	1.63%	7.07%	0.78%	1.13%	1.32%	2.81%	1.74%	1.54%	2.46%	0.00%	2.92%	3.39%	2.36%	2.44%	2.53%	3.03%	1.98%	1.20%	1.75%	3.05%	1.68%					
23	. Харитонов Николай Михайлович	7288	244	274	332	295	310	256	139	224	209	203	321	194	130	141	119	89	134	169	53	340	254	32	356	28	422	54	78	91	110	437	209	86	117	39	225	483	91					
		27.62%	24.67%	25.63%	22.68%	20.66%	23.90%	22.42%	17.08%	17.30%	20.27%	30.43%	35.79%	25.63%	31.40%	29.68%	36.96%	29.18%	24.23%	29.86%	20.62%	32.05%	30.42%	17.98%	32.63%	14.36%	32.44%	24.11%	22.74%	51.41%	32.45%	42.59%	35.24%	43.43%	25.71%	23.35%	21.84%	47.49%	21.88%					
																																												
24	Против всех	531	26	32	46	48	47	21	24	32	39	18	17	14	12	1	1	1	8	9	6	16	12	1	10	3	12	1	2	2	8	11	16	1	3	0	6	20	5					
		2.01%	2.63%	2.99%	3.14%	3.36%	3.62%	1.84%	2.95%	2.47%	3.78%	2.70%	1.90%	1.85%	2.90%	0.21%	0.31%	0.33%	1.45%	1.59%	2.33%	1.51%	1.44%	0.56%	0.92%	1.54%	0.92%	0.45%	0.58%	1.13%	2.36%	1.07%	2.70%	0.51%	0.66%	0.00%	0.58%	1.97%	1.20%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
