Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Черемховская городская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	1112	55	15	20	24	18	23	32	29	34	40	37	71	42	42	46	9	23	25	14	35	49	41	38	18	31	11	10	4	51	25	37	22	19	31	28	25	6	24	8					
		4.66%	5.54%	2.59%	3.55%	4.50%	3.21%	4.24%	4.53%	4.23%	5.39%	5.30%	4.49%	6.06%	6.41%	4.81%	4.77%	2.31%	6.18%	4.56%	2.72%	5.22%	4.28%	5.60%	4.56%	3.19%	6.35%	5.98%	5.81%	2.53%	8.79%	3.28%	4.90%	4.02%	2.98%	4.49%	5.07%	4.24%	2.76%	5.65%	2.92%					
19	. Малышкин Олег Александрович	1520	63	53	32	31	29	24	26	29	37	64	50	69	54	36	61	40	29	56	41	41	73	46	78	57	32	30	14	13	45	32	32	24	38	21	23	37	16	23	21					
		6.38%	6.34%	9.15%	5.68%	5.82%	5.18%	4.42%	3.68%	4.23%	5.86%	8.48%	6.07%	5.89%	8.24%	4.12%	6.33%	10.26%	7.80%	10.22%	7.98%	6.11%	6.38%	6.28%	9.35%	10.11%	6.56%	16.30%	8.14%	8.23%	7.76%	4.19%	4.24%	4.39%	5.97%	3.04%	4.17%	6.27%	7.37%	5.41%	7.66%					
20	. Миронов Сергей Михайлович	295	4	7	8	1	4	3	9	6	8	8	12	9	10	9	14	5	3	10	9	5	20	12	18	7	8	7	8	3	3	6	7	7	3	9	15	6	7	3	2					
		1.24%	0.40%	1.21%	1.42%	0.19%	0.71%	0.55%	1.27%	0.88%	1.27%	1.06%	1.46%	0.77%	1.53%	1.03%	1.45%	1.28%	0.81%	1.82%	1.75%	0.75%	1.75%	1.64%	2.16%	1.24%	1.64%	3.80%	4.65%	1.90%	0.52%	0.79%	0.93%	1.28%	0.47%	1.30%	2.72%	1.02%	3.23%	0.71%	0.73%					
21	. Путин Владимир Владимирович	13858	543	329	322	343	325	328	436	394	384	473	474	623	349	459	484	224	187	291	291	350	616	408	466	315	271	82	74	98	322	524	496	353	403	452	343	380	147	291	208					
		58.13%	54.68%	56.82%	57.19%	64.35%	58.04%	60.41%	61.67%	57.52%	60.86%	62.65%	57.52%	53.20%	53.28%	52.58%	50.21%	57.44%	50.27%	53.10%	56.61%	52.16%	53.85%	55.74%	55.88%	55.85%	55.53%	44.57%	43.02%	62.03%	55.52%	68.68%	65.70%	64.53%	63.27%	65.41%	62.14%	64.41%	67.74%	68.47%	75.91%					
22	. Хакамада Ирина Муцуовна	809	28	18	20	19	22	20	23	26	12	26	35	58	21	49	46	9	20	20	12	19	42	20	17	20	17	4	5	5	17	23	30	15	17	21	14	17	7	14	1					
		3.39%	2.82%	3.11%	3.55%	3.56%	3.93%	3.68%	3.25%	3.80%	1.90%	3.44%	4.25%	4.95%	3.21%	5.61%	4.77%	2.31%	5.38%	3.65%	2.33%	2.83%	3.67%	2.73%	2.04%	3.55%	3.48%	2.17%	2.91%	3.16%	2.93%	3.01%	3.97%	2.74%	2.67%	3.04%	2.54%	2.88%	3.23%	3.29%	0.36%					
23	. Харитонов Николай Михайлович	5095	245	139	139	96	133	116	148	161	118	112	162	270	139	221	263	88	93	118	120	182	268	166	171	129	113	39	57	31	121	117	121	104	144	132	106	109	27	50	27					
		21.37%	24.67%	24.01%	24.69%	18.01%	23.75%	21.36%	20.93%	23.50%	18.70%	14.83%	19.66%	23.06%	21.22%	25.32%	27.28%	22.56%	25.00%	21.53%	23.35%	27.12%	23.43%	22.68%	20.50%	22.87%	23.16%	21.20%	33.14%	19.62%	20.86%	15.33%	16.03%	19.01%	22.61%	19.10%	19.20%	18.47%	12.44%	11.76%	9.85%					
																																														
24	Против всех	884	44	13	12	10	24	24	29	29	29	29	47	55	34	44	27	13	9	25	22	33	49	29	42	10	11	8	2	4	16	30	20	17	10	23	19	12	6	17	7					
		3.71%	4.43%	2.25%	2.13%	1.88%	4.29%	4.42%	4.10%	4.23%	4.60%	3.84%	5.70%	4.70%	5.19%	5.04%	2.80%	3.33%	2.42%	4.56%	4.28%	4.92%	4.28%	3.96%	5.04%	1.77%	2.25%	4.35%	1.16%	2.53%	2.76%	3.93%	2.65%	3.11%	1.57%	3.33%	3.44%	2.03%	2.76%	4.00%	2.55%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
