Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Большеглушицкая																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240					
21	. Путин Владимир Владимирович	6894	472	296	119	318	245	339	349	312	230	258	299	371	293	169	249	269	310	364	250	325	215	105	40	72	402	34	78	111					
		64.56%	66.20%	78.10%	71.69%	64.11%	57.38%	66.47%	69.52%	65.00%	60.37%	63.24%	71.36%	69.22%	54.26%	69.26%	61.18%	63.90%	69.20%	71.09%	66.14%	58.66%	68.25%	56.15%	51.28%	59.02%	61.09%	36.96%	63.41%	60.99%					
22	. Хакамада Ирина Муцуовна	229	18	1	5	13	9	15	10	16	7	17	7	12	10	8	4	3	20	7	7	13	4	4	1	5	4	4	2	3					
		2.14%	2.52%	0.26%	3.01%	2.62%	2.11%	2.94%	1.99%	3.33%	1.84%	4.17%	1.67%	2.24%	1.85%	3.28%	0.98%	0.71%	4.46%	1.37%	1.85%	2.35%	1.27%	2.14%	1.28%	4.10%	0.61%	4.35%	1.63%	1.65%					
23	. Харитонов Николай Михайлович	2581	147	56	24	119	134	112	87	114	96	93	66	106	170	34	125	119	80	82	86	167	71	68	34	43	198	53	34	63					
		24.17%	20.62%	14.78%	14.46%	23.99%	31.38%	21.96%	17.33%	23.75%	25.20%	22.79%	15.75%	19.78%	31.48%	13.93%	30.71%	28.27%	17.86%	16.02%	22.75%	30.14%	22.54%	36.36%	43.59%	35.25%	30.09%	57.61%	27.64%	34.62%					
																																			
24	Против всех	240	8	6	4	19	12	12	18	17	12	15	12	5	17	9	4	2	8	17	12	8	5	1	3	0	12	0	1	1					
		2.25%	1.12%	1.58%	2.41%	3.83%	2.81%	2.35%	3.59%	3.54%	3.15%	3.68%	2.86%	0.93%	3.15%	3.69%	0.98%	0.48%	1.79%	3.32%	3.17%	1.44%	1.59%	0.53%	3.85%	0.00%	1.82%	0.00%	0.81%	0.55%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
