Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Лесозаводская городская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	1266	35	31	42	27	37	36	65	91	73	76	67	57	57	40	34	17	35	10	54	32	31	62	47	16	4	8	19	3	7	8	13	14	28	12	11	16	22	7	12	10					
		4.81%	6.18%	6.13%	4.38%	4.96%	5.51%	4.51%	5.69%	7.20%	6.04%	6.32%	6.09%	5.72%	5.16%	5.58%	6.02%	4.18%	2.22%	5.71%	5.15%	4.01%	6.97%	4.65%	4.13%	3.09%	2.09%	6.78%	3.92%	2.56%	2.94%	7.77%	1.46%	4.55%	7.02%	4.44%	2.37%	2.39%	5.80%	3.38%	2.68%	4.07%					
19	. Малышкин Олег Александрович	1654	64	22	59	35	37	57	72	75	47	72	55	67	72	61	36	19	58	13	58	52	46	94	95	27	11	8	36	3	12	9	35	40	27	16	28	43	28	18	30	17					
		6.28%	11.31%	4.35%	6.16%	6.43%	5.51%	7.14%	6.30%	5.93%	3.89%	5.99%	5.00%	6.73%	6.52%	8.51%	6.37%	4.67%	3.68%	7.43%	5.53%	6.51%	10.34%	7.06%	8.34%	5.22%	5.76%	6.78%	7.42%	2.56%	5.04%	8.74%	3.93%	12.99%	6.77%	5.93%	6.02%	6.42%	7.39%	8.70%	6.71%	6.91%					
20	. Миронов Сергей Михайлович	277	7	7	8	11	11	6	17	26	11	5	9	11	9	13	10	4	10	4	11	5	4	12	8	2	3	0	8	2	0	0	10	6	4	4	4	1	2	3	4	5					
		1.05%	1.24%	1.38%	0.84%	2.02%	1.64%	0.75%	1.49%	2.06%	0.91%	0.42%	0.82%	1.10%	0.81%	1.81%	1.77%	0.98%	0.63%	2.29%	1.05%	0.63%	0.90%	0.90%	0.70%	0.39%	1.57%	0.00%	1.65%	1.71%	0.00%	0.00%	1.12%	1.95%	1.00%	1.48%	0.86%	0.15%	0.53%	1.45%	0.89%	2.03%					
21	. Путин Владимир Владимирович	14635	270	244	501	284	315	472	610	592	642	648	560	482	568	356	280	189	1239	93	507	455	218	655	562	354	132	56	262	96	175	43	663	170	212	172	285	467	211	156	320	119					
		55.61%	47.70%	48.22%	52.30%	52.21%	46.88%	59.15%	53.37%	46.84%	53.15%	53.87%	50.86%	48.39%	51.40%	49.65%	49.56%	46.44%	78.52%	53.14%	48.38%	56.95%	48.99%	49.17%	49.34%	68.47%	69.11%	47.46%	54.02%	82.05%	73.53%	41.75%	74.49%	55.19%	53.13%	63.70%	61.29%	69.70%	55.67%	75.36%	71.59%	48.37%					
22	. Хакамада Ирина Муцуовна	1069	34	28	46	26	33	23	46	57	44	58	45	59	52	36	20	19	63	10	36	32	15	66	43	30	2	8	13	7	2	3	12	15	13	4	10	23	10	4	7	15					
		4.06%	6.01%	5.53%	4.80%	4.78%	4.91%	2.88%	4.02%	4.51%	3.64%	4.82%	4.09%	5.92%	4.71%	5.02%	3.54%	4.67%	3.99%	5.71%	3.44%	4.01%	3.37%	4.95%	3.78%	5.80%	1.05%	6.78%	2.68%	5.98%	0.84%	2.91%	1.35%	4.87%	3.26%	1.48%	2.15%	3.43%	2.64%	1.93%	1.57%	6.10%					
23	. Харитонов Николай Михайлович	5958	131	145	254	138	198	147	264	342	311	277	296	258	266	178	156	142	87	41	296	170	110	360	312	72	35	36	122	6	38	37	114	48	84	54	110	99	78	13	61	72					
		22.64%	23.14%	28.66%	26.51%	25.37%	29.46%	18.42%	23.10%	27.06%	25.75%	23.03%	26.88%	25.90%	24.07%	24.83%	27.61%	34.89%	5.51%	23.43%	28.24%	21.28%	24.72%	27.03%	27.39%	13.93%	18.32%	30.51%	25.15%	5.13%	15.97%	35.92%	12.81%	15.58%	21.05%	20.00%	23.66%	14.78%	20.58%	6.28%	13.65%	29.27%					
																																															
24	Против всех	1216	25	23	37	15	30	50	61	72	70	61	67	57	74	26	28	13	76	4	68	44	18	70	59	10	4	2	16	0	1	2	25	14	24	4	12	10	20	6	10	8					
		4.62%	4.42%	4.55%	3.86%	2.76%	4.46%	6.27%	5.34%	5.70%	5.79%	5.07%	6.09%	5.72%	6.70%	3.63%	4.96%	3.19%	4.82%	2.29%	6.49%	5.51%	4.04%	5.26%	5.18%	1.93%	2.09%	1.69%	3.30%	0.00%	0.42%	1.94%	2.81%	4.55%	6.02%	1.48%	2.58%	1.49%	5.28%	2.90%	2.24%	3.25%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
