Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Шипуновская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867					
11	Число полученных открепительных  удостоверений	394	7	10	7	10	10	7	7	7	15	10	7	7	10	7	7	7	7	10	10	7	7	7	10	10	10	10	15	10	10	15	7	10	10	20	15	20	30	9					
12	Число выданных открепительных удостоверений	81	0	4	0	1	6	0	0	0	3	3	0	0	1	2	1	0	4	2	5	0	0	0	0	0	0	5	1	0	2	1	0	0	5	8	3	6	15	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	0	4	3	5	2	0	1	2	1	0	0	3	1	0	0	1	1	1	2	2	0	0	2	2	2	1	2	1	0	1	0	3	2	3	0	1	5	2					
14	Число неиспользованных открепительных удостоверений	313	7	6	7	9	4	7	7	7	12	7	7	7	9	5	6	7	3	8	5	7	7	7	10	10	10	5	14	10	8	14	7	10	5	12	12	14	15	6					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	617	11	7	2	30	15	1	6	6	34	24	3	2	7	0	4	11	8	11	30	2	4	5	13	11	14	19	18	8	10	37	2	11	12	51	21	71	77	19					
		3.11%	3.75%	1.10%	0.81%	4.77%	2.66%	0.66%	2.45%	1.85%	4.26%	4.77%	2.91%	1.94%	1.45%	0.00%	2.78%	5.05%	2.62%	1.55%	4.42%	0.93%	1.65%	3.55%	1.87%	2.85%	3.15%	3.12%	2.08%	1.39%	1.81%	4.80%	1.77%	1.95%	1.94%	3.05%	4.46%	5.03%	4.47%	4.92%					
19	. Малышкин Олег Александрович	742	13	19	7	25	19	4	7	6	38	18	6	8	16	13	6	3	10	17	34	13	8	7	23	9	21	32	43	19	20	18	8	22	18	69	19	49	64	11					
		3.74%	4.44%	2.98%	2.82%	3.97%	3.37%	2.65%	2.86%	1.85%	4.76%	3.58%	5.83%	7.77%	3.31%	5.91%	4.17%	1.38%	3.28%	2.40%	5.01%	6.05%	3.31%	4.96%	3.30%	2.33%	4.72%	5.25%	4.98%	3.29%	3.62%	2.33%	7.08%	3.91%	2.90%	4.12%	4.03%	3.47%	3.71%	2.85%					
20	. Миронов Сергей Михайлович	150	4	4	0	3	3	0	0	5	3	7	0	0	5	0	4	1	2	6	3	8	0	0	3	0	2	4	8	7	3	6	0	3	4	12	8	18	13	1					
		0.76%	1.37%	0.63%	0.00%	0.48%	0.53%	0.00%	0.00%	1.54%	0.38%	1.39%	0.00%	0.00%	1.04%	0.00%	2.78%	0.46%	0.66%	0.85%	0.44%	3.72%	0.00%	0.00%	0.43%	0.00%	0.45%	0.66%	0.93%	1.21%	0.54%	0.78%	0.00%	0.53%	0.65%	0.72%	1.70%	1.27%	0.75%	0.26%					
21	. Путин Владимир Владимирович	13442	193	414	182	365	393	109	167	239	533	316	64	68	340	165	101	153	231	486	432	171	174	90	468	294	294	380	576	350	378	462	87	379	490	1184	337	932	1152	293					
		67.84%	65.87%	64.99%	73.39%	58.03%	69.80%	72.19%	68.16%	73.77%	66.79%	62.82%	62.14%	66.02%	70.39%	75.00%	70.14%	70.18%	75.74%	68.55%	63.62%	79.53%	71.90%	63.83%	67.24%	76.17%	66.07%	62.40%	66.67%	60.66%	68.35%	59.92%	76.99%	67.32%	79.03%	70.77%	71.55%	66.01%	66.86%	75.91%					
22	. Хакамада Ирина Муцуовна	270	5	8	6	10	10	3	1	5	8	3	2	2	7	3	1	2	5	7	10	3	4	0	6	3	4	8	10	14	13	5	0	6	6	21	5	23	37	4					
		1.36%	1.71%	1.26%	2.42%	1.59%	1.78%	1.99%	0.41%	1.54%	1.00%	0.60%	1.94%	1.94%	1.45%	1.36%	0.69%	0.92%	1.64%	0.99%	1.47%	1.40%	1.65%	0.00%	0.86%	0.78%	0.90%	1.31%	1.16%	2.43%	2.35%	0.65%	0.00%	1.07%	0.97%	1.26%	1.06%	1.63%	2.15%	1.04%					
23	. Харитонов Николай Михайлович	4212	58	166	48	177	110	32	64	59	159	128	26	22	101	32	25	40	41	169	153	16	50	39	170	69	101	156	192	166	117	233	13	130	87	301	76	282	350	54					
		21.26%	19.80%	26.06%	19.35%	28.14%	19.54%	21.19%	26.12%	18.21%	19.92%	25.45%	25.24%	21.36%	20.91%	14.55%	17.36%	18.35%	13.44%	23.84%	22.53%	7.44%	20.66%	27.66%	24.43%	17.88%	22.70%	25.62%	22.22%	28.77%	21.16%	30.22%	11.50%	23.09%	14.03%	17.99%	16.14%	19.97%	20.31%	13.99%					
																																													
24	Против всех	233	7	8	3	8	8	1	0	4	14	5	2	1	5	4	1	6	3	6	9	2	0	0	7	0	6	5	9	7	4	6	3	6	2	28	3	25	24	1					
		1.18%	2.39%	1.26%	1.21%	1.27%	1.42%	0.66%	0.00%	1.23%	1.75%	0.99%	1.94%	0.97%	1.04%	1.82%	0.69%	2.75%	0.98%	0.85%	1.33%	0.93%	0.00%	0.00%	1.01%	0.00%	1.35%	0.82%	1.04%	1.21%	0.72%	0.78%	2.65%	1.07%	0.32%	1.67%	0.64%	1.77%	1.39%	0.26%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
