Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Заинская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	15	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	2	0	1	0	1	0	0	1	1	0	0	1					
		0.13%	0.63%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.29%	0.00%	0.26%	0.17%	0.00%	0.00%	0.00%	0.27%	0.00%	0.44%	0.00%	0.35%	0.00%	0.00%	0.46%	0.37%	0.00%	0.00%	0.32%					
19	. Малышкин Олег Александрович	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	1	2	0	0	0	0	1	1					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.13%	0.00%	0.44%	0.00%	0.35%	0.58%	0.00%	0.00%	0.00%	0.00%	0.70%	0.32%					
20	. Миронов Сергей Михайлович	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	3	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.34%	0.29%	0.81%	0.00%	0.17%	0.16%	0.00%	0.34%	0.13%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.46%	0.37%	0.00%	0.00%	0.32%					
21	. Путин Владимир Владимирович	11231	311	109	163	142	145	245	157	82	259	314	272	184	151	162	360	114	662	220	567	284	343	366	380	571	606	317	291	736	265	220	89	279	341	440	213	262	162	141	306					
		98.89%	98.73%	99.09%	98.19%	100.00%	99.32%	97.22%	98.74%	98.80%	98.48%	99.68%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	97.64%	99.10%	99.13%	97.26%	98.00%	99.19%	99.22%	98.96%	99.18%	99.69%	98.98%	99.19%	100.00%	97.78%	98.89%	98.24%	98.55%	99.32%	97.71%	97.76%	99.39%	98.60%	98.71%					
22	. Хакамада Ирина Муцуовна	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	3	1	0	1	1	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0					
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.17%	1.03%	0.29%	0.00%	0.26%	0.17%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.29%	0.00%	0.92%	0.00%	0.61%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	45	2	1	1	0	1	5	2	0	2	0	0	0	0	0	0	0	4	2	1	2	2	0	1	1	2	1	1	0	0	2	1	1	2	3	0	3	0	1	1					
		0.40%	0.63%	0.91%	0.60%	0.00%	0.68%	1.98%	1.26%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.90%	0.17%	0.68%	0.57%	0.00%	0.26%	0.17%	0.33%	0.31%	0.34%	0.00%	0.00%	0.89%	1.11%	0.35%	0.58%	0.68%	0.00%	1.12%	0.00%	0.70%	0.32%					
																																														
24	Против всех	19	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	2	0	3	0	1	0	0	1	1	0	1	2	0	1	0	0	0	0	1	1	0	0	0					
		0.17%	0.00%	0.00%	0.60%	0.00%	0.00%	0.79%	0.00%	0.00%	0.38%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.52%	0.00%	0.29%	0.00%	0.00%	0.17%	0.16%	0.00%	0.34%	0.27%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.46%	0.37%	0.00%	0.00%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
