Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Усть-Куломская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679					
		1.97%	2.16%	2.13%	1.25%	3.11%	4.33%	3.73%	1.76%	0.59%	2.64%	2.81%	2.17%	2.06%	0.00%	1.46%	2.05%	0.81%	0.00%	1.83%	1.43%	1.04%	0.97%	0.00%	2.53%	2.59%	5.13%	0.75%	2.37%	1.89%	1.54%	3.40%	1.39%	0.87%	0.72%	0.76%	3.24%	1.60%	0.52%	2.18%	3.57%	1.72%	1.26%	2.27%	2.20%					
19	. Малышкин Олег Александрович	380	8	15	5	8	9	5	17	7	9	23	23	20	5	11	12	3	5	14	4	8	7	1	1	5	4	16	7	6	14	4	11	6	3	8	18	8	6	17	11	6	6	1	3					
		2.62%	4.32%	3.20%	1.57%	3.56%	3.25%	1.69%	2.00%	4.12%	3.40%	2.40%	2.27%	3.44%	2.92%	1.46%	4.92%	2.44%	4.31%	1.60%	1.90%	2.08%	1.69%	1.11%	1.27%	4.31%	5.13%	6.04%	2.08%	2.26%	2.40%	1.23%	5.09%	2.62%	2.17%	6.06%	7.29%	2.14%	3.09%	2.18%	3.57%	2.06%	3.77%	0.45%	1.65%					
20	. Миронов Сергей Михайлович	130	2	2	2	2	3	3	10	0	3	11	9	2	0	5	2	0	1	11	0	1	4	1	1	0	2	5	2	2	5	3	5	0	1	0	4	1	8	7	3	3	0	2	2					
		0.90%	1.08%	0.43%	0.63%	0.89%	1.08%	1.02%	1.18%	0.00%	1.13%	1.15%	0.89%	0.34%	0.00%	0.66%	0.82%	0.00%	0.86%	1.26%	0.00%	0.26%	0.97%	1.11%	1.27%	0.00%	2.56%	1.89%	0.59%	0.75%	0.86%	0.93%	2.31%	0.00%	0.72%	0.00%	1.62%	0.27%	4.12%	0.90%	0.97%	1.03%	0.00%	0.91%	1.10%					
21	. Путин Владимир Владимирович	11249	130	361	256	166	205	247	698	149	201	711	768	474	146	641	194	109	100	725	189	327	330	83	70	99	60	199	283	224	456	221	173	124	99	107	165	265	110	549	189	223	118	164	141					
		77.54%	70.27%	76.97%	80.25%	73.78%	74.01%	83.73%	82.02%	87.65%	75.85%	74.06%	75.74%	81.44%	85.38%	85.24%	79.51%	88.62%	86.21%	83.05%	90.00%	84.94%	79.71%	92.22%	88.61%	85.34%	76.92%	75.09%	83.98%	84.53%	78.08%	68.21%	80.09%	54.15%	71.74%	81.06%	66.80%	70.86%	56.70%	70.38%	61.36%	76.63%	74.21%	74.55%	77.47%					
22	. Хакамада Ирина Муцуовна	366	0	19	9	7	14	9	28	0	5	34	29	11	7	21	5	2	0	16	2	6	7	0	2	1	1	10	4	6	16	7	3	5	2	1	8	7	0	23	15	10	3	8	3					
		2.52%	0.00%	4.05%	2.82%	3.11%	5.05%	3.05%	3.29%	0.00%	1.89%	3.54%	2.86%	1.89%	4.09%	2.79%	2.05%	1.63%	0.00%	1.83%	0.95%	1.56%	1.69%	0.00%	2.53%	0.86%	1.28%	3.77%	1.19%	2.26%	2.74%	2.16%	1.39%	2.18%	1.45%	0.76%	3.24%	1.87%	0.00%	2.95%	4.87%	3.44%	1.89%	3.64%	1.65%					
23	. Харитонов Николай Михайлович	1754	38	54	36	32	23	14	70	8	26	119	132	53	9	44	22	7	9	81	7	26	52	3	2	2	6	27	22	15	70	67	16	85	27	14	43	85	64	143	74	43	27	34	23					
		12.09%	20.54%	11.51%	11.29%	14.22%	8.30%	4.75%	8.23%	4.71%	9.81%	12.40%	13.02%	9.11%	5.26%	5.85%	9.02%	5.69%	7.76%	9.28%	3.33%	6.75%	12.56%	3.33%	2.53%	1.72%	7.69%	10.19%	6.53%	5.66%	11.99%	20.68%	7.41%	37.12%	19.57%	10.61%	17.41%	22.73%	32.99%	18.33%	24.03%	14.78%	16.98%	15.45%	12.64%					
																																																		
24	Против всех	212	1	6	6	2	8	3	8	4	5	26	19	3	2	11	3	0	0	7	3	10	2	2	0	4	1	4	5	5	8	6	2	4	1	1	1	2	2	17	5	1	3	3	6					
		1.46%	0.54%	1.28%	1.88%	0.89%	2.89%	1.02%	0.94%	2.35%	1.89%	2.71%	1.87%	0.52%	1.17%	1.46%	1.23%	0.00%	0.00%	0.80%	1.43%	2.60%	0.48%	2.22%	0.00%	3.45%	1.28%	1.51%	1.48%	1.89%	1.37%	1.85%	0.93%	1.75%	0.72%	0.76%	0.40%	0.53%	1.03%	2.18%	1.62%	0.34%	1.89%	1.36%	3.30%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
