Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Гагаринский район																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №3215					
		8.21%	6.57%	8.99%	7.27%	8.07%	6.97%	9.67%	7.99%	10.46%	8.22%	9.60%	7.07%	8.97%	9.65%	7.67%	8.09%	8.01%	6.29%	7.98%	7.17%	8.64%	9.80%	8.45%	16.41%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
