Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Территориальная избирательная комиссия г.Черногорска																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139					
20	. Миронов Сергей Михайлович	275	9	3	4	13	7	4	6	5	3	13	10	11	8	3	2	5	3	10	5	16	6	4	14	12	7	6	5	10	8	7	11	2	10	6	7	11	5	4					
		1.05%	0.93%	0.47%	0.66%	1.84%	0.80%	1.47%	0.81%	0.98%	0.61%	1.79%	0.86%	1.92%	1.86%	0.53%	0.37%	0.70%	0.70%	1.54%	0.82%	1.57%	0.99%	1.12%	1.56%	1.24%	0.70%	0.62%	0.79%	1.06%	1.67%	0.75%	1.57%	0.43%	0.94%	1.35%	3.08%	1.13%	0.97%	0.60%					
21	. Путин Владимир Владимирович	15543	475	355	395	405	535	172	467	304	331	434	667	312	260	364	343	411	253	416	303	598	346	255	551	563	592	560	377	547	304	567	439	274	653	277	107	558	334	439					
		59.62%	49.07%	55.30%	65.61%	57.28%	61.42%	63.00%	63.11%	59.61%	67.14%	59.70%	57.65%	54.36%	60.32%	63.86%	64.11%	57.48%	59.39%	63.90%	49.51%	58.74%	57.28%	71.63%	61.43%	58.40%	59.26%	57.67%	59.56%	57.94%	63.33%	60.38%	62.62%	59.05%	61.14%	62.25%	47.14%	57.41%	64.73%	65.62%					
22	. Хакамада Ирина Муцуовна	965	40	13	18	26	15	7	33	9	11	21	41	28	12	17	15	25	12	17	19	37	14	9	37	49	51	40	31	42	27	37	25	27	39	20	5	48	16	32					
		3.70%	4.13%	2.02%	2.99%	3.68%	1.72%	2.56%	4.46%	1.76%	2.23%	2.89%	3.54%	4.88%	2.78%	2.98%	2.80%	3.50%	2.82%	2.61%	3.10%	3.63%	2.32%	2.53%	4.12%	5.08%	5.11%	4.12%	4.90%	4.45%	5.62%	3.94%	3.57%	5.82%	3.65%	4.49%	2.20%	4.94%	3.10%	4.78%					
23	. Харитонов Николай Михайлович	4978	275	142	113	131	179	56	123	97	77	170	267	133	81	100	112	160	68	115	168	193	142	47	151	177	183	159	90	164	71	152	104	75	178	84	80	205	84	72					
		19.09%	28.41%	22.12%	18.77%	18.53%	20.55%	20.51%	16.62%	19.02%	15.62%	23.38%	23.08%	23.17%	18.79%	17.54%	20.93%	22.38%	15.96%	17.67%	27.45%	18.96%	23.51%	13.20%	16.83%	18.36%	18.32%	16.37%	14.22%	17.37%	14.79%	16.19%	14.84%	16.16%	16.67%	18.88%	35.24%	21.09%	16.28%	10.76%					
																																													
24	Против всех	1173	41	48	14	28	33	8	40	29	17	20	35	22	20	32	13	19	27	27	22	45	19	11	39	43	56	73	43	54	14	37	25	32	60	17	4	44	24	38					
		4.50%	4.24%	7.48%	2.33%	3.96%	3.79%	2.93%	5.41%	5.69%	3.45%	2.75%	3.03%	3.83%	4.64%	5.61%	2.43%	2.66%	6.34%	4.15%	3.59%	4.42%	3.15%	3.09%	4.35%	4.46%	5.61%	7.52%	6.79%	5.72%	2.92%	3.94%	3.57%	6.90%	5.62%	3.82%	1.76%	4.53%	4.65%	5.68%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
