Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Бичурская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87					
22	. Хакамада Ирина Муцуовна	386	15	4	10	6	7	12	9	7	12	4	11	2	7	6	8	2	0	24	12	1	2	7	2	11	4	7	5	28	27	6	7	8	2	69	13	14	7	8					
		3.27%	3.12%	0.90%	2.08%	1.42%	1.70%	3.25%	1.25%	1.02%	3.23%	2.80%	5.61%	1.14%	1.67%	6.74%	1.65%	1.79%	0.00%	11.82%	5.69%	1.96%	0.68%	2.75%	1.98%	3.83%	2.50%	1.97%	3.57%	25.00%	3.08%	1.92%	3.07%	2.23%	0.87%	12.04%	7.03%	6.01%	1.90%	3.90%					
23	. Харитонов Николай Михайлович	3871	148	159	156	164	181	117	236	286	110	68	35	47	139	28	234	20	12	57	69	4	115	59	39	121	63	142	31	8	249	160	74	120	70	170	54	20	90	16					
		32.82%	30.83%	35.65%	32.50%	38.68%	43.93%	31.71%	32.73%	41.51%	29.65%	47.55%	17.86%	26.70%	33.10%	31.46%	48.15%	17.86%	30.77%	28.08%	32.70%	7.84%	39.12%	23.14%	38.61%	42.16%	39.38%	39.89%	22.14%	7.14%	28.42%	51.28%	32.46%	33.52%	30.30%	29.67%	29.19%	8.58%	24.39%	7.80%					
																																													
24	Против всех	170	8	5	9	5	13	3	10	14	5	0	1	4	17	2	4	0	0	4	2	0	6	4	0	3	3	4	2	0	7	11	6	1	2	6	4	1	4	0					
		1.44%	1.67%	1.12%	1.88%	1.18%	3.16%	0.81%	1.39%	2.03%	1.35%	0.00%	0.51%	2.27%	4.05%	2.25%	0.82%	0.00%	0.00%	1.97%	0.95%	0.00%	2.04%	1.57%	0.00%	1.05%	1.88%	1.12%	1.43%	0.00%	0.80%	3.53%	2.63%	0.28%	0.87%	1.05%	2.16%	0.43%	1.08%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
