Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Кашинская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
11	Число полученных открепительных  удостоверений	405	5	15	14	20	20	15	10	14	13	25	0	5	5	5	3	20	10	8	9	40	5	10	5	3	28	10	10	3	16	5	3	5	3	10	3	5	5	5	3	3	3	3	3					
12	Число выданных открепительных удостоверений	300	3	11	14	18	15	11	5	11	12	14	0	2	2	2	0	13	6	7	9	40	5	2	3	0	27	10	8	0	16	5	3	1	3	4	3	2	5	3	0	2	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	236	7	4	50	3	13	5	3	6	5	6	75	1	1	0	2	8	3	2	0	3	3	0	0	2	3	3	2	1	5	5	0	0	1	2	2	0	0	0	2	0	0	6	2					
14	Число неиспользованных открепительных удостоверений	105	2	4	0	2	5	4	5	3	1	11	0	3	3	3	3	7	4	1	0	0	0	8	2	3	1	0	2	3	0	0	0	4	0	6	0	3	0	2	3	1	3	3	0					
15	"Число открепительных удостоверений, выданных в ТИК"	13	1	0	2	0	1	1	0	1	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	582	8	28	34	58	36	53	24	65	44	40	3	3	2	6	2	19	11	2	5	10	15	14	9	4	5	3	1	2	7	8	10	16	11	4	0	2	8	4	1	2	0	3	0					
		3.61%	2.59%	2.89%	4.70%	5.12%	3.05%	7.35%	4.28%	7.32%	4.97%	4.88%	4.00%	1.55%	1.09%	4.51%	1.14%	3.16%	2.03%	1.02%	4.00%	3.17%	3.93%	4.13%	4.46%	2.12%	1.86%	1.12%	0.72%	1.30%	1.88%	1.57%	3.91%	4.73%	3.78%	1.30%	0.00%	1.50%	5.13%	2.48%	0.81%	1.57%	0.00%	1.92%	0.00%					
19	. Малышкин Олег Александрович	389	7	49	11	13	34	15	10	17	18	13	2	4	2	2	3	14	22	2	10	7	3	8	10	2	6	5	5	2	8	11	6	10	6	9	4	4	11	7	0	5	2	5	5					
		2.41%	2.27%	5.06%	1.52%	1.15%	2.88%	2.08%	1.78%	1.91%	2.03%	1.59%	2.67%	2.07%	1.09%	1.50%	1.70%	2.33%	4.06%	1.02%	8.00%	2.22%	0.79%	2.36%	4.95%	1.06%	2.23%	1.87%	3.62%	1.30%	2.14%	2.16%	2.34%	2.96%	2.06%	2.93%	3.08%	3.01%	7.05%	4.35%	0.00%	3.94%	1.38%	3.21%	2.16%					
20	. Миронов Сергей Михайлович	164	1	11	11	13	11	11	4	9	10	8	1	2	2	2	0	9	6	0	1	4	7	2	0	2	3	0	1	2	3	4	0	3	2	3	0	2	4	1	4	0	1	4	0					
		1.02%	0.32%	1.14%	1.52%	1.15%	0.93%	1.53%	0.71%	1.01%	1.13%	0.98%	1.33%	1.04%	1.09%	1.50%	0.00%	1.50%	1.11%	0.00%	0.80%	1.27%	1.83%	0.59%	0.00%	1.06%	1.12%	0.00%	0.72%	1.30%	0.80%	0.79%	0.00%	0.89%	0.69%	0.98%	0.00%	1.50%	2.56%	0.62%	3.25%	0.00%	0.69%	2.56%	0.00%					
21	. Путин Владимир Владимирович	11297	206	627	531	713	823	455	395	551	554	550	55	134	108	94	140	399	396	162	85	244	301	244	150	136	227	208	100	131	305	432	213	219	211	219	93	102	111	102	95	74	103	115	184					
		70.13%	66.67%	64.71%	73.34%	62.99%	69.69%	63.11%	70.41%	62.05%	62.60%	67.16%	73.33%	69.43%	58.70%	70.68%	79.55%	66.28%	73.06%	82.23%	68.00%	77.46%	78.80%	71.98%	74.26%	71.96%	84.39%	77.90%	72.46%	85.06%	81.77%	84.87%	83.20%	64.79%	72.51%	71.34%	71.54%	76.69%	71.15%	63.35%	77.24%	58.27%	71.03%	73.72%	79.31%					
22	. Хакамада Ирина Муцуовна	362	16	28	14	40	18	14	15	29	33	16	1	3	3	1	4	14	8	0	6	5	8	4	3	7	6	5	6	0	3	11	2	7	6	6	3	5	0	1	2	4	0	3	2					
		2.25%	5.18%	2.89%	1.93%	3.53%	1.52%	1.94%	2.67%	3.27%	3.73%	1.95%	1.33%	1.55%	1.63%	0.75%	2.27%	2.33%	1.48%	0.00%	4.80%	1.59%	2.09%	1.18%	1.49%	3.70%	2.23%	1.87%	4.35%	0.00%	0.80%	2.16%	0.78%	2.07%	2.06%	1.95%	2.31%	3.76%	0.00%	0.62%	1.63%	3.15%	0.00%	1.92%	0.86%					
23	. Харитонов Николай Михайлович	2732	55	164	109	246	212	137	83	176	190	163	10	39	62	26	22	129	71	29	14	34	41	62	19	30	14	36	19	14	39	32	21	70	48	61	30	14	18	43	19	36	37	23	35					
		16.96%	17.80%	16.92%	15.06%	21.73%	17.95%	19.00%	14.80%	19.82%	21.47%	19.90%	13.33%	20.21%	33.70%	19.55%	12.50%	21.43%	13.10%	14.72%	11.20%	10.79%	10.73%	18.29%	9.41%	15.87%	5.20%	13.48%	13.77%	9.09%	10.46%	6.29%	8.20%	20.71%	16.49%	19.87%	23.08%	10.53%	11.54%	26.71%	15.45%	28.35%	25.52%	14.74%	15.09%					
																																																		
24	Против всех	525	14	56	13	49	41	33	24	38	33	24	2	8	4	2	5	18	25	2	4	9	6	5	9	8	8	9	6	3	8	7	4	12	4	5	0	4	4	3	2	6	1	2	5					
		3.26%	4.53%	5.78%	1.80%	4.33%	3.47%	4.58%	4.28%	4.28%	3.73%	2.93%	2.67%	4.15%	2.17%	1.50%	2.84%	2.99%	4.61%	1.02%	3.20%	2.86%	1.57%	1.47%	4.46%	4.23%	2.97%	3.37%	4.35%	1.95%	2.14%	1.38%	1.56%	3.55%	1.37%	1.63%	0.00%	3.01%	2.56%	1.86%	1.63%	4.72%	0.69%	1.28%	2.16%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
