Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    район Щукино																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3219					
15	"Число открепительных удостоверений, выданных в ТИК"	18	2	1	2	1	2	1	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	2742	110	75	73	78	101	92	112	76	105	78	106	81	94	111	84	107	111	91	107	114	95	130	62	51	75	95	90	63	39	37	20	11	22	34	7	2	3					
		7.02%	8.14%	6.03%	5.73%	6.06%	6.39%	6.47%	6.64%	5.52%	5.72%	6.84%	7.87%	6.88%	7.02%	9.34%	6.72%	7.07%	7.72%	7.43%	7.55%	7.35%	7.43%	10.35%	6.84%	6.54%	8.38%	7.10%	6.91%	5.70%	6.36%	5.71%	5.73%	11.00%	8.76%	10.03%	7.37%	5.00%	2.78%					
19	. Малышкин Олег Александрович	449	15	13	16	17	10	22	17	19	62	15	23	13	14	5	17	30	17	9	7	13	9	12	2	10	10	18	13	5	6	2	2	0	2	2	1	0	1					
		1.15%	1.11%	1.05%	1.26%	1.32%	0.63%	1.55%	1.01%	1.38%	3.38%	1.31%	1.71%	1.10%	1.05%	0.42%	1.36%	1.98%	1.18%	0.73%	0.49%	0.84%	0.70%	0.96%	0.22%	1.28%	1.12%	1.35%	1.00%	0.45%	0.98%	0.31%	0.57%	0.00%	0.80%	0.59%	1.05%	0.00%	0.93%					
20	. Миронов Сергей Михайлович	239	6	5	8	8	7	6	12	10	7	7	12	5	9	8	10	13	11	10	11	10	5	10	8	1	5	8	5	9	2	2	3	2	1	2	1	0	0					
		0.61%	0.44%	0.40%	0.63%	0.62%	0.44%	0.42%	0.71%	0.73%	0.38%	0.61%	0.89%	0.42%	0.67%	0.67%	0.80%	0.86%	0.77%	0.82%	0.78%	0.64%	0.39%	0.80%	0.88%	0.13%	0.56%	0.60%	0.38%	0.81%	0.33%	0.31%	0.86%	2.00%	0.40%	0.59%	1.05%	0.00%	0.00%					
21	. Путин Владимир Владимирович	25072	850	793	776	852	1004	964	1098	846	1230	724	796	814	842	704	832	956	931	740	886	968	802	746	602	527	507	893	881	731	406	485	254	65	175	211	66	34	81					
		64.20%	62.87%	63.75%	60.96%	66.20%	63.54%	67.84%	65.05%	61.39%	66.99%	63.45%	59.09%	69.10%	62.88%	59.26%	66.56%	63.19%	64.79%	60.41%	62.53%	62.37%	62.71%	59.39%	66.37%	67.56%	56.65%	66.74%	67.61%	66.15%	66.23%	74.85%	72.78%	65.00%	69.72%	62.24%	69.47%	85.00%	75.00%					
22	. Хакамада Ирина Муцуовна	4037	166	128	138	155	182	125	170	168	122	112	179	92	148	152	103	167	148	165	162	164	127	176	112	73	118	107	121	153	18	37	10	4	10	11	4	2	8					
		10.34%	12.28%	10.29%	10.84%	12.04%	11.52%	8.80%	10.07%	12.19%	6.64%	9.82%	13.29%	7.81%	11.05%	12.79%	8.24%	11.04%	10.30%	13.47%	11.43%	10.57%	9.93%	14.01%	12.35%	9.36%	13.18%	8.00%	9.29%	13.85%	2.94%	5.71%	2.87%	4.00%	3.98%	3.24%	4.21%	5.00%	7.41%					
23	. Харитонов Николай Михайлович	3184	113	112	100	79	129	98	145	140	125	95	100	74	117	107	112	134	102	100	103	128	130	85	60	66	75	107	107	71	73	54	34	11	24	61	12	0	1					
		8.15%	8.36%	9.00%	7.86%	6.14%	8.16%	6.90%	8.59%	10.16%	6.81%	8.33%	7.42%	6.28%	8.74%	9.01%	8.96%	8.86%	7.10%	8.16%	7.27%	8.25%	10.16%	6.77%	6.62%	8.46%	8.38%	8.00%	8.21%	6.43%	11.91%	8.33%	9.74%	11.00%	9.56%	17.99%	12.63%	0.00%	0.93%					
																																												
24	Против всех	2981	90	109	91	85	132	95	122	111	177	104	126	82	101	93	82	100	108	99	127	142	105	89	55	48	95	95	78	67	61	29	25	6	15	18	4	1	14					
		7.63%	6.66%	8.76%	7.15%	6.60%	8.35%	6.69%	7.23%	8.06%	9.64%	9.11%	9.35%	6.96%	7.54%	7.83%	6.56%	6.61%	7.52%	8.08%	8.96%	9.15%	8.21%	7.09%	6.06%	6.15%	10.61%	7.10%	5.99%	6.06%	9.95%	4.48%	7.16%	6.00%	5.98%	5.31%	4.21%	2.50%	12.96%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
