Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Камышинская городская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
11	Число полученных открепительных  удостоверений	1570	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	10	40	40	40	40	40					
12	Число выданных открепительных удостоверений	273	7	12	3	6	8	8	14	7	7	13	12	9	7	7	10	3	5	5	10	8	5	4	1	4	4	4	5	4	7	5	4	3	3	14	1	12	5	8	9	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	230	9	5	9	6	4	9	7	8	2	5	13	11	4	6	5	5	2	10	6	0	11	8	4	2	4	5	4	6	2	4	7	1	1	3	10	8	9	7	5	3					
14	Число неиспользованных открепительных удостоверений	1297	33	28	37	34	32	32	26	33	33	27	28	31	33	33	30	37	35	35	30	32	35	36	39	36	36	36	35	36	33	35	36	37	37	26	9	28	35	32	31	30					
15	"Число открепительных удостоверений, выданных в ТИК"	84	0	3	1	2	5	3	3	3	3	3	2	0	4	1	3	1	3	4	2	2	1	2	0	1	7	1	0	3	2	3	3	0	5	2	1	1	0	2	0	2					
16	Число утраченных избирательных бюллетеней	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	2341	48	56	63	37	85	122	57	66	64	60	48	70	73	65	69	48	45	43	51	37	62	57	50	38	43	62	42	51	68	83	73	41	69	71	25	72	58	63	46	60					
		4.40%	3.86%	3.96%	4.70%	3.74%	5.63%	7.55%	3.85%	4.50%	4.82%	4.15%	3.58%	4.74%	4.63%	4.81%	4.84%	3.95%	4.21%	3.24%	4.95%	3.14%	4.54%	4.37%	5.32%	3.51%	4.15%	4.79%	2.41%	4.30%	4.63%	5.50%	6.54%	4.30%	4.65%	4.97%	1.79%	4.92%	4.05%	4.19%	4.06%	3.93%					
19	. Малышкин Олег Александрович	902	16	27	14	13	23	30	38	24	29	27	29	21	22	17	23	15	22	25	24	20	23	20	18	17	13	22	40	22	25	34	26	11	26	20	45	18	15	27	16	5					
		1.70%	1.29%	1.91%	1.04%	1.32%	1.52%	1.86%	2.56%	1.63%	2.19%	1.87%	2.17%	1.42%	1.40%	1.26%	1.61%	1.24%	2.06%	1.89%	2.33%	1.69%	1.68%	1.53%	1.92%	1.57%	1.25%	1.70%	2.29%	1.86%	1.70%	2.25%	2.33%	1.15%	1.75%	1.40%	3.22%	1.23%	1.05%	1.80%	1.41%	0.33%					
20	. Миронов Сергей Михайлович	286	6	6	9	6	13	8	10	5	5	8	9	8	13	6	7	11	10	6	5	5	5	2	2	7	6	9	5	3	9	11	11	8	11	4	7	4	7	4	8	7					
		0.54%	0.48%	0.42%	0.67%	0.61%	0.86%	0.50%	0.67%	0.34%	0.38%	0.55%	0.67%	0.54%	0.83%	0.44%	0.49%	0.91%	0.94%	0.45%	0.49%	0.42%	0.37%	0.15%	0.21%	0.65%	0.58%	0.69%	0.29%	0.25%	0.61%	0.73%	0.98%	0.84%	0.74%	0.28%	0.50%	0.27%	0.49%	0.27%	0.71%	0.46%					
21	. Путин Владимир Владимирович	34655	785	880	805	677	1012	1004	999	1001	855	990	834	958	992	831	898	786	721	879	704	780	914	848	560	665	709	801	1354	774	912	899	709	621	939	999	1150	987	906	901	732	884					
		65.15%	63.20%	62.19%	60.07%	68.52%	67.02%	62.13%	67.41%	68.19%	64.43%	68.51%	62.29%	64.91%	62.98%	61.51%	62.97%	64.74%	67.51%	66.29%	68.35%	66.10%	66.91%	65.08%	59.64%	61.40%	68.37%	61.85%	77.59%	65.32%	62.08%	59.62%	63.47%	65.16%	63.23%	69.91%	82.26%	67.46%	63.22%	59.91%	64.55%	57.89%					
22	. Хакамада Ирина Муцуовна	1906	41	41	42	34	77	55	59	53	55	62	39	68	62	49	52	37	30	48	23	41	33	34	39	39	29	38	55	34	66	53	38	37	64	65	33	78	52	65	31	55					
		3.58%	3.30%	2.90%	3.13%	3.44%	5.10%	3.40%	3.98%	3.61%	4.14%	4.29%	2.91%	4.61%	3.94%	3.63%	3.65%	3.05%	2.81%	3.62%	2.23%	3.47%	2.42%	2.61%	4.15%	3.60%	2.80%	2.93%	3.15%	2.87%	4.49%	3.51%	3.40%	3.88%	4.31%	4.55%	2.36%	5.33%	3.63%	4.32%	2.73%	3.60%					
23	. Харитонов Николай Михайлович	11230	313	362	363	173	243	326	254	245	257	232	322	292	352	338	337	282	216	286	196	250	291	306	241	278	196	320	184	261	339	377	234	214	333	218	72	250	355	389	258	475					
		21.11%	25.20%	25.58%	27.09%	17.51%	16.09%	20.17%	17.14%	16.69%	19.37%	16.06%	24.05%	19.78%	22.35%	25.02%	23.63%	23.23%	20.22%	21.57%	19.03%	21.19%	21.30%	23.48%	25.67%	25.67%	18.90%	24.71%	10.54%	22.03%	23.08%	25.00%	20.95%	22.46%	22.42%	15.26%	5.15%	17.09%	24.77%	25.86%	22.75%	31.11%					
																																															
24	Против всех	1537	27	32	36	36	54	59	56	64	60	56	49	54	46	38	32	28	19	32	25	41	30	29	27	30	31	34	59	30	38	34	17	15	33	44	58	47	34	36	36	31					
		2.89%	2.17%	2.26%	2.69%	3.64%	3.58%	3.65%	3.78%	4.36%	4.52%	3.88%	3.66%	3.66%	2.92%	2.81%	2.24%	2.31%	1.78%	2.41%	2.43%	3.47%	2.20%	2.23%	2.88%	2.77%	2.99%	2.63%	3.38%	2.53%	2.59%	2.25%	1.52%	1.57%	2.22%	3.08%	4.15%	3.21%	2.37%	2.39%	3.17%	2.03%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
