Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Смоленская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	190	2	3	6	6	2	8	2	0	9	2	5	4	3	6	2	3	4	4	5	6	6	3	5	8	3	13	4	7	6	4	2	5	5	2	2	3	4	5	8	5	1	3	4					
14	Число неиспользованных открепительных удостоверений	415	4	19	10	12	14	2	15	9	11	14	10	13	10	11	9	3	5	12	13	10	6	12	12	9	8	18	7	7	11	4	13	6	9	6	10	8	9	10	14	5	7	9	9					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	602	4	25	3	7	8	41	22	3	15	25	8	44	6	39	6	6	11	22	26	13	4	13	18	19	3	38	2	13	23	7	26	2	16	7	14	3	2	13	18	7	4	10	6					
		2.74%	1.44%	2.25%	0.95%	1.75%	1.43%	2.93%	3.72%	1.13%	2.41%	3.66%	3.19%	3.63%	2.26%	2.50%	3.30%	4.84%	3.49%	2.38%	2.30%	3.42%	1.47%	2.77%	4.64%	2.65%	1.67%	3.14%	1.43%	2.99%	3.06%	4.43%	4.26%	1.37%	2.66%	2.10%	6.09%	0.82%	0.60%	2.96%	2.72%	3.07%	2.05%	3.02%	2.60%					
19	. Малышкин Олег Александрович	542	4	23	1	5	11	27	15	6	21	11	10	17	16	56	3	6	7	15	37	22	12	12	7	15	5	43	3	6	15	7	11	3	14	9	2	1	5	10	20	8	7	9	5					
		2.46%	1.44%	2.07%	0.32%	1.25%	1.96%	1.93%	2.53%	2.26%	3.38%	1.61%	3.98%	1.40%	6.04%	3.60%	1.65%	4.84%	2.22%	1.62%	3.28%	5.79%	4.40%	2.55%	1.80%	2.09%	2.78%	3.55%	2.14%	1.38%	2.00%	4.43%	1.80%	2.05%	2.33%	2.69%	0.87%	0.27%	1.49%	2.28%	3.03%	3.51%	3.59%	2.72%	2.16%					
20	. Миронов Сергей Михайлович	147	1	7	1	1	7	8	0	2	9	3	0	7	1	8	2	0	1	9	7	2	4	8	3	2	0	8	3	3	3	0	5	0	2	6	1	7	1	2	6	2	3	1	1					
		0.67%	0.36%	0.63%	0.32%	0.25%	1.25%	0.57%	0.00%	0.75%	1.45%	0.44%	0.00%	0.58%	0.38%	0.51%	1.10%	0.00%	0.32%	0.97%	0.62%	0.53%	1.47%	1.70%	0.77%	0.28%	0.00%	0.66%	2.14%	0.69%	0.40%	0.00%	0.82%	0.00%	0.33%	1.80%	0.43%	1.90%	0.30%	0.46%	0.91%	0.88%	1.54%	0.30%	0.43%					
21	. Путин Владимир Владимирович	15140	226	712	278	306	376	916	369	223	454	423	159	828	203	1100	137	94	188	637	796	236	175	344	244	499	130	824	92	329	531	81	360	124	419	266	162	265	240	354	415	141	142	190	152					
		68.82%	81.29%	64.03%	88.25%	76.50%	67.02%	65.52%	62.33%	84.15%	72.99%	61.93%	63.35%	68.26%	76.60%	70.65%	75.27%	75.81%	59.68%	68.94%	70.57%	62.11%	64.10%	73.19%	62.89%	69.50%	72.22%	68.10%	65.71%	75.63%	70.71%	51.27%	58.92%	84.93%	69.60%	79.64%	70.43%	72.01%	71.64%	80.64%	62.78%	61.84%	72.82%	57.40%	65.80%					
22	. Хакамада Ирина Муцуовна	500	4	30	2	11	9	33	15	3	20	7	6	40	3	35	2	6	4	27	20	16	1	6	10	18	6	32	2	16	28	1	8	2	12	5	2	9	2	4	18	4	1	13	7					
		2.27%	1.44%	2.70%	0.63%	2.75%	1.60%	2.36%	2.53%	1.13%	3.22%	1.02%	2.39%	3.30%	1.13%	2.25%	1.10%	4.84%	1.27%	2.92%	1.77%	4.21%	0.37%	1.28%	2.58%	2.51%	3.33%	2.64%	1.43%	3.68%	3.73%	0.63%	1.31%	1.37%	1.99%	1.50%	0.87%	2.45%	0.60%	0.91%	2.72%	1.75%	0.51%	3.93%	3.03%					
23	. Харитонов Николай Михайлович	4313	34	290	26	51	131	308	149	16	80	196	68	226	33	258	27	7	90	174	202	79	67	70	96	148	33	235	34	47	113	59	176	10	107	36	42	76	77	44	163	56	33	91	55					
		19.61%	12.23%	26.08%	8.25%	12.75%	23.35%	22.03%	25.17%	6.04%	12.86%	28.70%	27.09%	18.63%	12.45%	16.57%	14.84%	5.65%	28.57%	18.83%	17.91%	20.79%	24.54%	14.89%	24.74%	20.61%	18.33%	19.42%	24.29%	10.80%	15.05%	37.34%	28.81%	6.85%	17.77%	10.78%	18.26%	20.65%	22.99%	10.02%	24.66%	24.56%	16.92%	27.49%	23.81%					
																																																		
24	Против всех	569	3	20	3	15	17	54	20	7	10	14	0	35	1	43	5	3	7	24	31	10	8	13	6	15	1	27	4	20	26	3	20	4	25	5	5	7	5	10	14	9	4	11	5					
		2.59%	1.08%	1.80%	0.95%	3.75%	3.03%	3.86%	3.38%	2.64%	1.61%	2.05%	0.00%	2.89%	0.38%	2.76%	2.75%	2.42%	2.22%	2.60%	2.75%	2.63%	2.93%	2.77%	1.55%	2.09%	0.56%	2.23%	2.86%	4.60%	3.46%	1.90%	3.27%	2.74%	4.15%	1.50%	2.17%	1.90%	1.49%	2.28%	2.12%	3.95%	2.05%	3.32%	2.16%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
