Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Ельниковская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	30	8	3	12	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0					
		0.30%	0.58%	0.20%	0.88%	0.22%	0.34%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	29	6	2	19	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.29%	0.44%	0.13%	1.39%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	15	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.44%	0.13%	0.44%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	9423	1242	1435	1188	455	282	158	312	284	360	283	236	227	137	350	143	219	275	201	301	320	330	369	316					
		94.88%	90.07%	95.10%	86.72%	98.27%	95.59%	94.61%	96.30%	99.30%	99.72%	99.30%	99.58%	97.01%	100.00%	92.59%	95.33%	96.05%	95.82%	99.01%	99.34%	99.69%	100.00%	100.00%	100.00%					
22	. Хакамада Ирина Муцуовна	29	7	3	16	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.29%	0.51%	0.20%	1.17%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	265	101	49	58	5	5	8	9	1	1	2	0	4	0	0	2	5	12	1	1	1	0	0	0					
		2.67%	7.32%	3.25%	4.23%	1.08%	1.69%	4.79%	2.78%	0.35%	0.28%	0.70%	0.00%	1.71%	0.00%	0.00%	1.33%	2.19%	4.18%	0.49%	0.33%	0.31%	0.00%	0.00%	0.00%					
																														
24	Против всех	52	5	10	32	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0					
		0.52%	0.36%	0.66%	2.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.53%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
