17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																			
18	Богданов Андрей Владимирович	935	5	4	9	6	2	4	10	5	8	3	12	12	24	12	14	23	18	22	20	14	14	16	22	16	24	17	8	23	15	18	8	6	9	20	8	4	3	11	10	3	13	10	15	11	11	5	23	11	6	8	12	18	5	15	17	22	26	25	26	20	10	18	23	22	18	7	2	10	12	6	7	7	3	4	3	2					
		1.29%	1.01%	0.78%	1.24%	1.10%	0.33%	0.82%	1.17%	0.70%	0.93%	0.49%	1.01%	0.98%	2.02%	0.83%	1.38%	1.83%	1.58%	1.41%	1.72%	1.02%	1.36%	1.33%	1.98%	1.19%	2.35%	2.02%	0.96%	2.02%	1.47%	1.42%	0.66%	0.66%	0.89%	2.04%	1.01%	1.35%	1.38%	1.24%	1.01%	0.45%	1.24%	1.23%	1.09%	1.27%	1.34%	0.50%	1.66%	0.84%	0.50%	1.05%	0.77%	1.50%	0.55%	1.61%	1.56%	1.65%	1.66%	1.80%	2.23%	1.98%	1.17%	1.31%	2.05%	2.50%	0.97%	1.03%	0.31%	1.04%	1.61%	0.87%	0.90%	2.06%	1.16%	2.55%	1.26%	1.24%					
19	Жириновский Владимир Вольфович	9785	107	82	140	105	107	80	167	121	170	89	166	140	178	202	140	169	133	221	137	198	124	141	156	154	109	87	103	117	128	160	150	122	117	148	119	48	25	149	130	100	180	115	202	140	127	151	185	172	212	114	207	162	128	123	115	131	151	149	119	93	104	156	125	112	266	98	96	183	79	89	122	36	41	11	31	21					
		13.55%	21.70%	16.05%	19.36%	19.27%	17.63%	16.43%	19.60%	16.97%	19.81%	14.47%	14.03%	11.39%	14.96%	14.02%	13.78%	13.46%	11.68%	14.21%	11.76%	14.39%	12.04%	11.72%	14.03%	11.48%	10.65%	10.32%	12.31%	10.25%	12.51%	12.61%	12.29%	13.35%	11.63%	15.13%	14.97%	16.16%	11.52%	16.84%	13.18%	15.08%	17.19%	14.09%	14.70%	16.20%	15.47%	14.97%	13.33%	13.12%	17.80%	14.90%	13.29%	13.53%	13.97%	13.17%	10.58%	9.81%	9.62%	10.75%	10.22%	9.21%	12.18%	11.33%	11.13%	12.74%	14.32%	14.43%	14.93%	18.96%	10.62%	12.97%	15.68%	10.59%	15.83%	7.01%	12.97%	13.04%					
20	Зюганов Геннадий Андреевич	17415	81	99	135	125	108	84	193	140	138	148	304	332	294	378	266	343	326	418	347	377	293	352	310	358	297	288	215	347	275	355	278	215	272	169	133	50	24	198	179	112	180	191	306	146	138	205	337	326	201	141	331	274	221	259	309	401	451	424	320	283	243	394	325	246	262	122	150	210	165	98	154	69	63	61	24	29					
		24.11%	16.43%	19.37%	18.67%	22.94%	17.79%	17.25%	22.65%	19.64%	16.08%	24.07%	25.70%	27.01%	24.71%	26.23%	26.18%	27.31%	28.62%	26.88%	29.79%	27.40%	28.45%	29.26%	27.88%	26.68%	29.03%	34.16%	25.69%	30.41%	26.88%	27.97%	22.77%	23.52%	27.04%	17.28%	16.73%	16.84%	11.06%	22.37%	18.15%	16.89%	17.19%	23.41%	22.27%	16.90%	16.81%	20.32%	24.28%	24.87%	16.88%	18.43%	21.26%	22.89%	24.13%	27.73%	28.43%	30.04%	28.73%	30.59%	27.49%	28.02%	28.45%	28.61%	28.94%	27.99%	14.11%	17.97%	23.33%	21.76%	22.18%	14.29%	19.79%	20.29%	24.32%	38.85%	10.04%	18.01%					
21	Медведев Дмитрий Анатольевич	43421	296	318	432	302	386	308	474	441	530	363	695	730	684	837	591	706	649	885	650	778	595	682	616	804	584	440	504	635	596	727	762	560	593	631	530	195	164	518	662	442	666	491	845	560	541	635	834	791	763	491	995	733	557	527	635	764	928	772	688	605	483	801	639	488	1299	445	390	555	485	486	487	228	151	80	179	109					
		60.12%	60.04%	62.23%	59.75%	55.41%	63.59%	63.24%	55.63%	61.85%	61.77%	59.02%	58.75%	59.40%	57.48%	58.08%	58.17%	56.21%	56.98%	56.91%	55.79%	56.54%	57.77%	56.69%	55.40%	59.91%	57.09%	52.19%	60.22%	55.65%	58.26%	57.29%	62.41%	61.27%	58.95%	64.52%	66.67%	65.66%	75.58%	58.53%	67.14%	66.67%	63.61%	60.17%	61.50%	64.81%	65.90%	62.93%	60.09%	60.34%	64.06%	64.18%	63.90%	61.24%	60.81%	56.42%	58.42%	57.23%	59.11%	55.70%	59.11%	59.90%	56.56%	58.17%	56.90%	55.52%	69.95%	65.54%	60.65%	57.51%	65.19%	70.85%	62.60%	67.06%	58.30%	50.96%	74.90%	67.70%					
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
