Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Дмитровская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269					
		0.76%	0.00%	0.46%	0.59%	0.00%	0.68%	2.68%	1.06%	1.05%	0.76%	0.36%	0.48%	0.33%	0.25%	1.59%	1.79%	0.44%	0.70%	0.00%	0.22%	0.28%	0.70%	1.25%	0.94%					
21	. Путин Владимир Владимирович	5289	215	87	227	101	195	43	289	233	81	162	88	475	206	153	66	148	80	281	284	232	74	698	871					
		55.12%	64.37%	39.73%	66.96%	63.52%	65.88%	38.39%	61.49%	61.32%	61.83%	58.48%	42.51%	78.64%	52.02%	60.71%	58.93%	64.91%	56.34%	70.78%	63.39%	64.80%	52.11%	41.70%	45.39%					
22	. Хакамада Ирина Муцуовна	133	2	3	4	3	1	1	2	2	2	9	6	1	15	2	2	1	4	2	5	1	1	36	28					
		1.39%	0.60%	1.37%	1.18%	1.89%	0.34%	0.89%	0.43%	0.53%	1.53%	3.25%	2.90%	0.17%	3.79%	0.79%	1.79%	0.44%	2.82%	0.50%	1.12%	0.28%	0.70%	2.15%	1.46%					
23	. Харитонов Николай Михайлович	3163	97	106	74	44	86	56	130	107	44	91	102	92	124	76	39	69	51	88	108	90	53	706	730					
		32.96%	29.04%	48.40%	21.83%	27.67%	29.05%	50.00%	27.66%	28.16%	33.59%	32.85%	49.28%	15.23%	31.31%	30.16%	34.82%	30.26%	35.92%	22.17%	24.11%	25.14%	37.32%	42.17%	38.04%					
																														
24	Против всех	238	6	6	4	1	4	5	10	8	1	3	2	9	12	2	0	2	2	7	8	3	4	66	73					
		2.48%	1.80%	2.74%	1.18%	0.63%	1.35%	4.46%	2.13%	2.11%	0.76%	1.08%	0.97%	1.49%	3.03%	0.79%	0.00%	0.88%	1.41%	1.76%	1.79%	0.84%	2.82%	3.94%	3.80%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
