Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Дрожжановская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	16	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	3	0	0	1	0	0	0	0	1	0	0	1	0	2	0					
		0.08%	0.00%	0.00%	0.17%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.20%	0.25%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.07%	0.00%	0.17%	0.00%					
19	. Малышкин Олег Александрович	24	0	0	1	0	1	0	0	0	1	0	0	5	0	5	1	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2					
		0.13%	0.00%	0.00%	0.17%	0.00%	0.16%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.78%	0.00%	0.90%	0.11%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.10%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.54%					
20	. Миронов Сергей Михайлович	28	0	0	0	0	0	0	0	0	0	0	0	8	0	1	1	0	0	0	0	3	0	0	1	1	8	0	1	1	0	0	0	2	0	0	1	0	0	0					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%	0.18%	0.11%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.10%	0.08%	1.15%	0.00%	0.17%	0.79%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	18712	263	609	601	106	621	340	543	564	300	762	339	598	298	509	904	190	207	211	351	746	107	308	944	1166	645	243	575	124	344	460	302	420	99	220	1400	757	1167	369					
		97.73%	100.00%	98.86%	99.34%	97.25%	96.28%	100.00%	99.27%	99.12%	98.68%	99.09%	99.71%	93.58%	97.39%	91.88%	98.69%	100.00%	97.64%	98.14%	99.15%	97.64%	96.40%	99.68%	96.62%	97.17%	93.07%	99.18%	98.29%	98.41%	98.85%	100.00%	100.00%	91.50%	98.02%	99.10%	99.29%	99.21%	96.77%	98.93%					
22	. Хакамада Ирина Муцуовна	41	0	0	0	0	1	0	0	0	1	3	0	4	0	8	1	0	1	0	0	0	0	0	5	2	7	0	0	0	0	0	0	2	0	0	1	0	5	0					
		0.21%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.33%	0.39%	0.00%	0.63%	0.00%	1.44%	0.11%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.17%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.07%	0.00%	0.41%	0.00%					
23	. Харитонов Николай Михайлович	255	0	4	2	3	21	0	0	2	2	4	1	11	5	23	7	0	4	3	3	7	3	0	21	20	31	1	1	1	4	0	0	31	0	1	6	4	27	2					
		1.33%	0.00%	0.65%	0.33%	2.75%	3.26%	0.00%	0.00%	0.35%	0.66%	0.52%	0.29%	1.72%	1.63%	4.15%	0.76%	0.00%	1.89%	1.40%	0.85%	0.92%	2.70%	0.00%	2.15%	1.67%	4.47%	0.41%	0.17%	0.79%	1.15%	0.00%	0.00%	6.75%	0.00%	0.45%	0.43%	0.52%	2.24%	0.54%					
																																													
24	Против всех	33	0	0	0	0	0	0	0	0	0	0	0	5	1	7	0	0	0	1	0	2	1	0	1	3	2	1	2	0	0	0	0	3	0	0	1	1	2	0					
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.33%	1.26%	0.00%	0.00%	0.00%	0.47%	0.00%	0.26%	0.90%	0.00%	0.10%	0.25%	0.29%	0.41%	0.34%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.07%	0.13%	0.17%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
