Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Усть-Таркская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	71	0	1	0	0	8	0	0	0	5	1	15	0	1	2	1	1	3	0	0	0	2	0	0	2	0	0	5	19	1	2	0	0	0	0	2	0	0					
		0.90%	0.00%	2.22%	0.00%	0.00%	1.77%	0.00%	0.00%	0.00%	1.59%	0.61%	4.05%	0.00%	0.98%	0.71%	0.78%	1.69%	1.28%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	1.10%	0.00%	0.00%	0.64%	1.37%	0.56%	0.60%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%					
19	. Малышкин Олег Александрович	97	1	0	0	0	7	5	0	2	5	1	4	3	12	1	7	0	2	0	3	2	4	4	0	0	1	0	7	10	3	3	1	5	0	3	1	0	0					
		1.23%	0.24%	0.00%	0.00%	0.00%	1.55%	5.95%	0.00%	2.30%	1.59%	0.61%	1.08%	2.56%	11.76%	0.36%	5.47%	0.00%	0.85%	0.00%	1.55%	2.78%	1.61%	5.48%	0.00%	0.00%	0.88%	0.00%	0.90%	0.72%	1.68%	0.90%	1.15%	2.12%	0.00%	3.49%	0.30%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	10	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	3572	214	13	15	12	231	39	16	31	163	79	108	23	38	147	66	42	139	9	97	56	156	25	15	73	47	26	414	650	66	207	14	63	16	56	135	40	31					
		45.31%	51.20%	28.89%	22.06%	17.14%	51.22%	46.43%	20.00%	35.63%	51.91%	47.88%	29.19%	19.66%	37.25%	52.31%	51.56%	71.19%	59.15%	15.52%	50.00%	77.78%	62.90%	34.25%	12.50%	40.11%	41.23%	31.71%	53.28%	46.97%	36.87%	62.35%	16.09%	26.69%	25.81%	65.12%	41.16%	35.71%	36.90%					
22	. Хакамада Ирина Муцуовна	102	3	0	0	1	5	1	0	0	1	2	4	0	1	1	0	1	3	0	0	0	2	2	0	3	0	2	13	22	4	16	4	4	0	0	4	0	3					
		1.29%	0.72%	0.00%	0.00%	1.43%	1.11%	1.19%	0.00%	0.00%	0.32%	1.21%	1.08%	0.00%	0.98%	0.36%	0.00%	1.69%	1.28%	0.00%	0.00%	0.00%	0.81%	2.74%	0.00%	1.65%	0.00%	2.44%	1.67%	1.59%	2.23%	4.82%	4.60%	1.69%	0.00%	0.00%	1.22%	0.00%	3.57%					
23	. Харитонов Николай Михайлович	3900	198	30	53	57	190	37	64	54	138	77	230	90	49	124	52	15	81	49	87	13	78	42	99	104	66	53	318	656	102	99	62	161	45	25	182	70	50					
		49.47%	47.37%	66.67%	77.94%	81.43%	42.13%	44.05%	80.00%	62.07%	43.95%	46.67%	62.16%	76.92%	48.04%	44.13%	40.62%	25.42%	34.47%	84.48%	44.85%	18.06%	31.45%	57.53%	82.50%	57.14%	57.89%	64.63%	40.93%	47.40%	56.98%	29.82%	71.26%	68.22%	72.58%	29.07%	55.49%	62.50%	59.52%					
																																												
24	Против всех	38	0	1	0	0	1	1	0	0	1	2	1	1	0	0	0	0	2	0	3	1	1	0	1	0	0	1	4	11	1	2	0	1	1	0	1	0	0					
		0.48%	0.00%	2.22%	0.00%	0.00%	0.22%	1.19%	0.00%	0.00%	0.32%	1.21%	0.27%	0.85%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	1.55%	1.39%	0.40%	0.00%	0.83%	0.00%	0.00%	1.22%	0.51%	0.79%	0.56%	0.60%	0.00%	0.42%	1.61%	0.00%	0.30%	0.00%	0.00%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
