Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Лебяжьевская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605					
11	Число полученных открепительных  удостоверений	411	5	6	6	8	10	10	15	10	10	12	10	12	10	8	10	6	10	18	8	15	6	10	6	12	6	15	8	6	12	15	8	6	10	8	12	6	10	10	10	8	8	12	8					
12	Число выданных открепительных удостоверений	136	0	3	0	1	1	4	3	1	3	5	1	3	2	1	6	0	0	18	0	2	2	10	0	3	0	13	1	0	2	15	0	0	3	1	12	0	9	0	4	0	0	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	2	0	0	0	0	1	1	3	0	4	0	2	2	1	0	0	0	1	0	0	0	0	2	0	0	0	4	0	2	5	0	0	1	2	2	3	1	2	0	0	0	1	1					
14	Число неиспользованных открепительных удостоверений	275	5	3	6	7	9	6	12	9	7	7	9	9	8	7	4	6	10	0	8	13	4	0	6	9	6	2	7	6	10	0	8	6	7	7	0	6	1	10	6	8	8	5	8					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	272	3	0	5	6	10	2	22	4	10	15	6	11	17	3	8	2	13	4	12	13	0	10	4	4	0	10	5	0	5	15	1	0	2	10	20	0	1	3	4	4	3	2	3					
		2.51%	4.48%	0.00%	8.20%	1.77%	2.55%	0.64%	3.85%	0.93%	2.60%	3.50%	1.86%	2.23%	3.71%	1.12%	2.44%	1.31%	2.88%	1.81%	4.48%	2.69%	0.00%	4.10%	4.44%	1.91%	0.00%	2.25%	2.94%	0.00%	2.22%	2.56%	0.51%	0.00%	1.23%	3.56%	7.19%	0.00%	0.42%	2.07%	2.16%	4.82%	4.05%	0.73%	2.31%					
19	. Малышкин Олег Александрович	583	2	14	2	1	16	8	13	18	18	22	17	21	14	8	27	21	30	25	14	26	2	16	7	3	0	37	16	10	11	38	17	5	5	18	22	0	8	9	13	12	4	8	5					
		5.38%	2.99%	13.46%	3.28%	0.29%	4.08%	2.56%	2.27%	4.19%	4.68%	5.14%	5.26%	4.26%	3.06%	2.97%	8.23%	13.73%	6.65%	11.31%	5.22%	5.37%	3.85%	6.56%	7.78%	1.44%	0.00%	8.31%	9.41%	13.51%	4.89%	6.50%	8.59%	7.94%	3.07%	6.41%	7.91%	0.00%	3.36%	6.21%	7.03%	14.46%	5.41%	2.92%	3.85%					
20	. Миронов Сергей Михайлович	84	1	0	1	1	3	3	1	3	5	3	1	4	3	3	4	0	3	1	2	10	1	2	4	1	0	7	1	0	1	3	1	0	0	1	2	1	3	0	0	0	0	2	2					
		0.78%	1.49%	0.00%	1.64%	0.29%	0.77%	0.96%	0.17%	0.70%	1.30%	0.70%	0.31%	0.81%	0.66%	1.12%	1.22%	0.00%	0.67%	0.45%	0.75%	2.07%	1.92%	0.82%	4.44%	0.48%	0.00%	1.57%	0.59%	0.00%	0.44%	0.51%	0.51%	0.00%	0.00%	0.36%	0.72%	2.38%	1.26%	0.00%	0.00%	0.00%	0.00%	0.73%	1.54%					
21	. Путин Владимир Владимирович	7008	41	55	36	238	284	226	390	303	267	305	237	364	290	210	206	71	258	136	197	246	40	131	50	134	23	255	98	40	139	334	154	32	78	181	157	28	198	102	109	32	55	182	96					
		64.72%	61.19%	52.88%	59.02%	70.21%	72.45%	72.44%	68.18%	70.47%	69.35%	71.26%	73.37%	73.83%	63.32%	78.07%	62.80%	46.41%	57.21%	61.54%	73.51%	50.83%	76.92%	53.69%	55.56%	64.11%	53.49%	57.30%	57.65%	54.05%	61.78%	57.09%	77.78%	50.79%	47.85%	64.41%	56.47%	66.67%	83.19%	70.34%	58.92%	38.55%	74.32%	66.42%	73.85%					
22	. Хакамада Ирина Муцуовна	173	1	1	0	4	5	14	7	11	5	3	5	3	13	1	6	4	13	0	3	7	1	8	6	1	0	11	0	0	2	13	3	0	1	3	5	0	0	1	6	3	1	2	0					
		1.60%	1.49%	0.96%	0.00%	1.18%	1.28%	4.49%	1.22%	2.56%	1.30%	0.70%	1.55%	0.61%	2.84%	0.37%	1.83%	2.61%	2.88%	0.00%	1.12%	1.45%	1.92%	3.28%	6.67%	0.48%	0.00%	2.47%	0.00%	0.00%	0.89%	2.22%	1.52%	0.00%	0.61%	1.07%	1.80%	0.00%	0.00%	0.69%	3.24%	3.61%	1.35%	0.73%	0.00%					
23	. Харитонов Николай Михайлович	2430	19	34	15	85	69	53	117	83	69	70	38	72	97	39	72	50	124	47	31	169	8	74	14	66	19	110	45	24	50	168	18	26	73	66	67	13	19	27	52	31	9	75	23					
		22.44%	28.36%	32.69%	24.59%	25.07%	17.60%	16.99%	20.45%	19.30%	17.92%	16.36%	11.76%	14.60%	21.18%	14.50%	21.95%	32.68%	27.49%	21.27%	11.57%	34.92%	15.38%	30.33%	15.56%	31.58%	44.19%	24.72%	26.47%	32.43%	22.22%	28.72%	9.09%	41.27%	44.79%	23.49%	24.10%	30.95%	7.98%	18.62%	28.11%	37.35%	12.16%	27.37%	17.69%					
																																																		
24	Против всех	195	0	0	1	3	4	2	18	6	8	7	5	12	23	2	4	1	5	6	1	6	0	3	5	0	1	13	4	0	15	12	4	0	2	1	3	0	9	3	0	0	2	3	1					
		1.80%	0.00%	0.00%	1.64%	0.88%	1.02%	0.64%	3.15%	1.40%	2.08%	1.64%	1.55%	2.43%	5.02%	0.74%	1.22%	0.65%	1.11%	2.71%	0.37%	1.24%	0.00%	1.23%	5.56%	0.00%	2.33%	2.92%	2.35%	0.00%	6.67%	2.05%	2.02%	0.00%	1.23%	0.36%	1.08%	0.00%	3.78%	2.07%	0.00%	0.00%	2.70%	1.09%	0.77%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
