Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Аткарская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97					
		1.77%	2.43%	1.21%	2.62%	2.02%	1.83%	2.72%	1.51%	0.72%	2.15%	4.34%	1.91%	3.14%	9.12%	1.90%	0.35%	2.02%	0.45%	0.00%	0.85%	0.96%	0.68%	0.70%	0.62%	0.67%	0.38%	1.00%	2.69%	1.73%	1.26%	0.00%	0.87%	1.39%	0.28%	0.00%	2.11%	0.00%	0.66%					
20	. Миронов Сергей Михайлович	152	14	3	7	11	5	13	3	10	11	3	4	5	8	7	4	0	2	2	2	1	1	5	4	1	1	2	6	0	0	0	5	8	2	0	1	1	0					
		0.52%	1.06%	0.36%	0.52%	1.01%	0.29%	1.11%	0.28%	0.80%	0.61%	0.42%	0.36%	0.25%	2.61%	0.39%	0.47%	0.00%	0.45%	0.61%	0.57%	0.24%	0.23%	0.50%	0.50%	0.33%	0.19%	0.50%	0.52%	0.00%	0.00%	0.00%	1.08%	1.01%	0.56%	0.00%	0.18%	0.21%	0.00%					
21	. Путин Владимир Владимирович	23783	904	566	961	794	1377	793	806	912	1348	520	816	1530	221	1402	783	592	408	256	323	383	420	941	757	284	485	378	845	212	366	240	426	727	331	316	497	452	411					
		80.59%	68.64%	68.69%	71.99%	73.05%	78.64%	67.43%	76.18%	72.96%	74.27%	72.83%	74.38%	76.31%	71.99%	78.46%	92.44%	92.07%	91.48%	78.05%	92.02%	91.63%	95.24%	93.54%	94.27%	94.98%	93.27%	94.74%	73.22%	91.77%	92.19%	93.39%	92.21%	91.91%	93.50%	92.67%	87.35%	95.16%	89.93%					
22	. Хакамада Ирина Муцуовна	303	22	6	13	11	23	41	14	15	31	5	18	30	4	19	6	1	2	0	2	4	0	0	2	0	0	4	9	0	4	0	2	6	0	2	4	0	3					
		1.03%	1.67%	0.73%	0.97%	1.01%	1.31%	3.49%	1.32%	1.20%	1.71%	0.70%	1.64%	1.50%	1.30%	1.06%	0.71%	0.16%	0.45%	0.00%	0.57%	0.96%	0.00%	0.00%	0.25%	0.00%	0.00%	1.00%	0.78%	0.00%	1.01%	0.00%	0.43%	0.76%	0.00%	0.59%	0.70%	0.00%	0.66%					
23	. Харитонов Николай Михайлович	3555	209	202	262	214	250	229	186	222	302	103	191	290	40	248	32	28	29	20	14	15	16	31	29	8	23	8	196	15	13	17	17	11	14	20	31	10	10					
		12.05%	15.87%	24.51%	19.63%	19.69%	14.28%	19.47%	17.58%	17.76%	16.64%	14.43%	17.41%	14.46%	13.03%	13.88%	3.78%	4.35%	6.50%	6.10%	3.99%	3.59%	3.63%	3.08%	3.61%	2.68%	4.42%	2.01%	16.98%	6.49%	3.27%	6.61%	3.68%	1.39%	3.95%	5.87%	5.45%	2.11%	2.19%					
																																												
24	Против всех	411	18	10	27	19	30	34	14	45	43	17	26	10	3	27	12	7	2	0	1	3	1	8	2	2	4	0	15	0	3	0	3	11	1	0	10	3	0					
		1.39%	1.37%	1.21%	2.02%	1.75%	1.71%	2.89%	1.32%	3.60%	2.37%	2.38%	2.37%	0.50%	0.98%	1.51%	1.42%	1.09%	0.45%	0.00%	0.28%	0.72%	0.23%	0.80%	0.25%	0.67%	0.77%	0.00%	1.30%	0.00%	0.76%	0.00%	0.65%	1.39%	0.28%	0.00%	1.76%	0.63%	0.00%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
