Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Верхнекамская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128					
14	Число неиспользованных открепительных удостоверений	47	0	0	7	7	1	4	0	0	0	0	0	0	0	6	4	0	1	2	0	0	2	2	0	2	0	0	0	2	2	1	1	1	0	1	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных в ТИК"	27	0	4	3	1	1	2	0	0	0	1	0	1	4	1	1	1	0	0	1	1	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	470	40	44	52	30	15	66	4	1	1	3	3	23	34	23	25	12	1	0	10	1	1	2	1	23	12	1	1	2	0	6	7	4	1	1	1	4	8	6	1	0					
		3.07%	4.26%	4.40%	5.43%	4.92%	3.03%	5.88%	3.48%	0.80%	2.00%	1.36%	1.45%	2.90%	4.31%	2.98%	3.46%	2.02%	1.12%	0.00%	2.34%	0.29%	1.43%	0.60%	0.88%	2.67%	1.63%	0.88%	1.43%	2.11%	0.00%	1.29%	1.81%	2.30%	0.48%	0.87%	0.40%	1.90%	2.56%	4.76%	0.90%	0.00%					
19	. Малышкин Олег Александрович	408	45	19	31	14	10	28	6	5	3	16	11	15	30	30	17	23	0	0	4	9	1	8	4	7	16	4	9	0	1	7	7	0	3	2	5	6	8	4	0	0					
		2.67%	4.80%	1.90%	3.24%	2.30%	2.02%	2.50%	5.22%	4.00%	6.00%	7.24%	5.31%	1.89%	3.80%	3.89%	2.35%	3.87%	0.00%	0.00%	0.94%	2.59%	1.43%	2.40%	3.51%	0.81%	2.17%	3.51%	12.86%	0.00%	1.25%	1.51%	1.81%	0.00%	1.44%	1.74%	2.00%	2.86%	2.56%	3.17%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	129	7	9	10	5	2	7	0	2	1	5	4	7	8	8	9	4	1	0	3	1	0	0	0	8	9	0	1	0	0	2	4	1	1	3	1	0	3	0	3	0					
		0.84%	0.75%	0.90%	1.04%	0.82%	0.40%	0.62%	0.00%	1.60%	2.00%	2.26%	1.93%	0.88%	1.01%	1.04%	1.25%	0.67%	1.12%	0.00%	0.70%	0.29%	0.00%	0.00%	0.00%	0.93%	1.22%	0.00%	1.43%	0.00%	0.00%	0.43%	1.03%	0.57%	0.48%	2.61%	0.40%	0.00%	0.96%	0.00%	2.70%	0.00%					
21	. Путин Владимир Владимирович	10780	612	579	576	379	331	669	78	98	33	143	149	561	544	531	477	410	73	49	351	292	60	294	97	713	613	88	47	91	78	342	298	127	163	69	230	171	173	92	75	24					
		70.51%	65.25%	57.84%	60.19%	62.13%	66.87%	59.63%	67.83%	78.40%	66.00%	64.71%	71.98%	70.74%	68.95%	68.87%	66.07%	68.91%	82.02%	89.09%	82.20%	83.91%	85.71%	88.29%	85.09%	82.62%	83.18%	77.19%	67.14%	95.79%	97.50%	73.71%	77.00%	72.99%	77.99%	60.00%	92.00%	81.43%	55.27%	73.02%	67.57%	100.00%					
22	. Хакамада Ирина Муцуовна	375	28	28	25	18	14	21	3	4	0	4	2	21	18	18	20	11	2	0	9	3	0	4	1	28	15	4	2	0	0	14	10	15	2	1	0	2	17	5	6	0					
		2.45%	2.99%	2.80%	2.61%	2.95%	2.83%	1.87%	2.61%	3.20%	0.00%	1.81%	0.97%	2.65%	2.28%	2.33%	2.77%	1.85%	2.25%	0.00%	2.11%	0.86%	0.00%	1.20%	0.88%	3.24%	2.04%	3.51%	2.86%	0.00%	0.00%	3.02%	2.58%	8.62%	0.96%	0.87%	0.00%	0.95%	5.43%	3.97%	5.41%	0.00%					
23	. Харитонов Николай Михайлович	2631	179	267	198	138	103	271	17	14	8	42	35	140	123	131	149	128	12	6	44	42	7	22	11	68	56	9	9	2	1	80	53	21	36	36	13	24	94	16	26	0					
		17.21%	19.08%	26.67%	20.69%	22.62%	20.81%	24.15%	14.78%	11.20%	16.00%	19.00%	16.91%	17.65%	15.59%	16.99%	20.64%	21.51%	13.48%	10.91%	10.30%	12.07%	10.00%	6.61%	9.65%	7.88%	7.60%	7.89%	12.86%	2.11%	1.25%	17.24%	13.70%	12.07%	17.22%	31.30%	5.20%	11.43%	30.03%	12.70%	23.42%	0.00%					
																																															
24	Против всех	412	23	53	57	21	17	53	6	1	4	6	3	20	22	26	19	4	0	0	6	0	0	1	0	11	10	8	1	0	0	11	8	5	2	3	0	3	6	2	0	0					
		2.69%	2.45%	5.29%	5.96%	3.44%	3.43%	4.72%	5.22%	0.80%	8.00%	2.71%	1.45%	2.52%	2.79%	3.37%	2.63%	0.67%	0.00%	0.00%	1.41%	0.00%	0.00%	0.30%	0.00%	1.27%	1.36%	7.02%	1.43%	0.00%	0.00%	2.37%	2.07%	2.87%	0.96%	2.61%	0.00%	1.43%	1.92%	1.59%	0.00%	0.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
