Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Никольская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	. Глазьев Сергей Юрьевич	163	16	21	9	15	5	4	3	4	4	0	10	1	0	3	0	1	4	1	7	2	11	1	0	6	3	0	3	2	0	2	1	5	4	0	0	3	0	5	0	5	2					
		1.32%	1.52%	1.77%	1.62%	2.05%	2.51%	1.12%	1.07%	1.34%	0.96%	0.00%	1.58%	1.45%	0.00%	0.96%	0.00%	0.26%	1.16%	0.98%	1.11%	0.70%	2.43%	0.82%	0.00%	8.70%	6.38%	0.00%	1.34%	0.69%	0.00%	1.00%	1.85%	3.42%	1.10%	0.00%	0.00%	1.05%	0.00%	2.31%	0.00%	1.26%	0.96%					
19	. Малышкин Олег Александрович	167	18	22	8	19	2	4	0	1	6	2	9	1	0	3	3	5	6	1	5	7	2	0	1	1	0	3	4	3	2	5	0	2	1	1	0	5	0	2	3	4	6					
		1.35%	1.71%	1.85%	1.44%	2.60%	1.01%	1.12%	0.00%	0.34%	1.44%	1.52%	1.43%	1.45%	0.00%	0.96%	1.52%	1.31%	1.74%	0.98%	0.79%	2.45%	0.44%	0.00%	0.69%	1.45%	0.00%	1.69%	1.79%	1.04%	1.12%	2.49%	0.00%	1.37%	0.27%	1.30%	0.00%	1.75%	0.00%	0.93%	1.95%	1.01%	2.87%					
20	. Миронов Сергей Михайлович	57	1	5	4	5	1	0	2	3	3	2	3	0	1	1	0	2	2	0	2	3	2	0	1	0	1	1	2	3	1	0	0	1	2	0	0	0	0	1	2	0	0					
		0.46%	0.10%	0.42%	0.72%	0.68%	0.50%	0.00%	0.71%	1.01%	0.72%	1.52%	0.48%	0.00%	1.85%	0.32%	0.00%	0.52%	0.58%	0.00%	0.32%	1.05%	0.44%	0.00%	0.69%	0.00%	2.13%	0.56%	0.89%	1.04%	0.56%	0.00%	0.00%	0.68%	0.55%	0.00%	0.00%	0.00%	0.00%	0.46%	1.30%	0.00%	0.00%					
21	. Путин Владимир Владимирович	10153	842	920	463	575	159	301	248	260	341	115	493	46	51	262	168	306	289	91	507	243	343	110	120	54	34	151	179	248	163	173	38	100	318	70	70	252	204	188	125	353	180					
		82.26%	80.19%	77.51%	83.27%	78.55%	79.90%	84.08%	88.57%	87.25%	81.58%	87.12%	78.13%	66.67%	94.44%	83.44%	84.85%	79.90%	83.77%	89.22%	80.22%	84.97%	75.72%	90.16%	83.33%	78.26%	72.34%	84.83%	79.91%	85.81%	91.57%	86.07%	70.37%	68.49%	87.12%	90.91%	79.55%	88.11%	91.89%	87.04%	81.17%	88.92%	86.12%					
22	. Хакамада Ирина Муцуовна	103	13	7	9	9	1	2	1	4	3	0	4	2	0	1	1	2	8	1	6	1	5	0	0	0	0	3	3	2	0	1	1	2	3	0	1	3	0	1	0	1	2					
		0.83%	1.24%	0.59%	1.62%	1.23%	0.50%	0.56%	0.36%	1.34%	0.72%	0.00%	0.63%	2.90%	0.00%	0.32%	0.51%	0.52%	2.32%	0.98%	0.95%	0.35%	1.10%	0.00%	0.00%	0.00%	0.00%	1.69%	1.34%	0.69%	0.00%	0.50%	1.85%	1.37%	0.82%	0.00%	1.14%	1.05%	0.00%	0.46%	0.00%	0.25%	0.96%					
23	. Харитонов Николай Михайлович	1490	131	195	55	93	28	43	25	23	53	13	101	16	2	40	18	63	32	8	84	26	83	7	20	7	7	13	30	28	9	16	12	32	29	5	14	23	11	19	24	33	19					
		12.07%	12.48%	16.43%	9.89%	12.70%	14.07%	12.01%	8.93%	7.72%	12.68%	9.85%	16.01%	23.19%	3.70%	12.74%	9.09%	16.45%	9.28%	7.84%	13.29%	9.09%	18.32%	5.74%	13.89%	10.14%	14.89%	7.30%	13.39%	9.69%	5.06%	7.96%	22.22%	21.92%	7.95%	6.49%	15.91%	8.04%	4.95%	8.80%	15.58%	8.31%	9.09%					
																																																
24	Против всех	89	12	10	5	12	2	2	0	0	5	0	4	3	0	0	2	0	1	0	8	1	5	1	1	1	2	1	1	0	2	1	0	2	1	1	2	0	1	0	0	0	0					
		0.72%	1.14%	0.84%	0.90%	1.64%	1.01%	0.56%	0.00%	0.00%	1.20%	0.00%	0.63%	4.35%	0.00%	0.00%	1.01%	0.00%	0.29%	0.00%	1.27%	0.35%	1.10%	0.82%	0.69%	1.45%	4.26%	0.56%	0.45%	0.00%	1.12%	0.50%	0.00%	1.37%	0.27%	1.30%	2.27%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
