Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Конышевская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562					
		0.60%	0.34%	0.88%	0.00%	0.66%	0.00%	0.41%	0.38%	2.05%	0.58%	0.00%	1.19%	1.13%	0.00%	0.00%	1.97%	0.83%	0.00%	0.00%	0.00%	0.00%	1.89%	3.09%	0.00%	0.00%	0.00%	0.00%	1.21%	1.46%	0.00%	0.00%	0.53%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.69%					
21	. Путин Владимир Владимирович	6345	899	429	206	73	81	147	170	158	124	116	174	165	242	104	141	191	167	252	57	109	109	196	255	131	37	83	144	238	53	92	131	79	209	90	233	60	88	112					
		68.48%	61.91%	63.09%	66.24%	48.34%	82.65%	60.00%	64.64%	53.92%	72.09%	85.29%	68.77%	62.26%	74.92%	84.55%	69.46%	79.25%	70.46%	80.00%	75.00%	74.66%	68.55%	75.68%	64.07%	58.74%	68.52%	83.00%	87.27%	57.77%	51.46%	69.70%	69.68%	83.16%	73.85%	90.91%	85.35%	65.93%	85.44%	77.24%					
22	. Хакамада Ирина Муцуовна	118	26	12	4	1	0	3	2	5	1	2	3	1	4	1	3	2	2	4	0	0	4	0	7	1	0	1	0	14	2	0	2	2	4	1	0	3	1	0					
		1.27%	1.79%	1.76%	1.29%	0.66%	0.00%	1.22%	0.76%	1.71%	0.58%	1.47%	1.19%	0.38%	1.24%	0.81%	1.48%	0.83%	0.84%	1.27%	0.00%	0.00%	2.52%	0.00%	1.76%	0.45%	0.00%	1.00%	0.00%	3.40%	1.94%	0.00%	1.06%	2.11%	1.41%	1.01%	0.00%	3.30%	0.97%	0.00%					
23	. Харитонов Николай Михайлович	2115	374	154	81	70	16	79	79	101	26	15	59	90	66	18	44	33	51	40	18	28	28	42	100	65	12	10	11	117	46	26	48	11	59	4	28	27	12	27					
		22.83%	25.76%	22.65%	26.05%	46.36%	16.33%	32.24%	30.04%	34.47%	15.12%	11.03%	23.32%	33.96%	20.43%	14.63%	21.67%	13.69%	21.52%	12.70%	23.68%	19.18%	17.61%	16.22%	25.13%	29.15%	22.22%	10.00%	6.67%	28.40%	44.66%	19.70%	25.53%	11.58%	20.85%	4.04%	10.26%	29.67%	11.65%	18.62%					
																																													
24	Против всех	124	36	23	4	0	0	3	3	5	5	1	1	2	1	0	1	0	4	2	0	2	2	2	6	4	0	1	2	6	1	2	2	0	1	1	1	0	0	0					
		1.34%	2.48%	3.38%	1.29%	0.00%	0.00%	1.22%	1.14%	1.71%	2.91%	0.74%	0.40%	0.75%	0.31%	0.00%	0.49%	0.00%	1.69%	0.63%	0.00%	1.37%	1.26%	0.77%	1.51%	1.79%	0.00%	1.00%	1.21%	1.46%	0.97%	1.52%	1.06%	0.00%	0.35%	1.01%	0.37%	0.00%	0.00%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
