Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Верхнекамская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	716	46	40	40	40	40	10	7	8	10	50	50	40	40	40	20	20	40	40	10	10	30	30	7	10	7	10	14	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	536	24	10	13	7	25	0	7	4	3	50	50	40	40	40	20	20	40	25	10	10	24	19	7	10	7	10	14	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	218	11	7	6	3	14	1	3	7	2	11	9	7	19	6	27	3	6	7	27	19	4	8	2	3	2	0	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	180	22	30	27	33	15	10	0	4	7	0	0	0	0	0	0	0	0	15	0	0	6	11	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	4	2	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2349	273	184	177	161	178	15	9	35	20	144	162	110	171	76	45	39	100	126	39	24	51	54	37	33	28	13	32	13					
		17.65%	20.39%	20.93%	21.82%	18.85%	20.75%	12.93%	11.54%	18.13%	17.70%	19.33%	19.01%	17.05%	22.59%	11.95%	11.11%	12.96%	14.33%	17.28%	13.59%	10.21%	13.93%	14.14%	29.13%	13.58%	16.28%	9.63%	12.75%	13.13%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2155	188	128	93	134	133	24	14	30	21	128	114	96	111	99	69	83	146	141	44	62	64	67	12	25	44	18	49	18					
		16.20%	14.04%	14.56%	11.47%	15.69%	15.50%	20.69%	17.95%	15.54%	18.58%	17.18%	13.38%	14.88%	14.66%	15.57%	17.04%	27.57%	20.92%	19.34%	15.33%	26.38%	17.49%	17.54%	9.45%	10.29%	25.58%	13.33%	19.52%	18.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	135	15	12	12	8	5	0	1	5	0	7	5	12	9	11	4	1	4	4	5	1	3	2	1	2	0	0	5	1					
		1.01%	1.12%	1.37%	1.48%	0.94%	0.58%	0.00%	1.28%	2.59%	0.00%	0.94%	0.59%	1.86%	1.19%	1.73%	0.99%	0.33%	0.57%	0.55%	1.74%	0.43%	0.82%	0.52%	0.79%	0.82%	0.00%	0.00%	1.99%	1.01%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2749	334	204	248	177	174	26	15	36	15	124	160	159	185	122	74	40	93	129	39	39	84	86	15	54	17	29	45	26					
		20.66%	24.94%	23.21%	30.58%	20.73%	20.28%	22.41%	19.23%	18.65%	13.27%	16.64%	18.78%	24.65%	24.44%	19.18%	18.27%	13.29%	13.32%	17.70%	13.59%	16.60%	22.95%	22.51%	11.81%	22.22%	9.88%	21.48%	17.93%	26.26%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	271	45	22	29	16	20	3	0	1	1	19	10	15	14	8	4	0	12	20	1	5	10	6	4	1	1	1	2	1					
		2.04%	3.36%	2.50%	3.58%	1.87%	2.33%	2.59%	0.00%	0.52%	0.88%	2.55%	1.17%	2.33%	1.85%	1.26%	0.99%	0.00%	1.72%	2.74%	0.35%	2.13%	2.73%	1.57%	3.15%	0.41%	0.58%	0.74%	0.80%	1.01%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5359	460	320	237	337	335	48	34	85	53	293	391	238	248	305	200	132	326	282	148	98	148	159	57	126	78	70	111	40					
		40.28%	34.35%	36.41%	29.22%	39.46%	39.04%	41.38%	43.59%	44.04%	46.90%	39.33%	45.89%	36.90%	32.76%	47.96%	49.38%	43.85%	46.70%	38.68%	51.57%	41.70%	40.44%	41.62%	44.88%	51.85%	45.35%	51.85%	44.22%	40.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	62	7	0	5	9	2	0	2	0	0	8	3	2	1	2	2	0	0	3	4	2	1	3	1	0	2	2	1	0					
		0.47%	0.52%	0.00%	0.62%	1.05%	0.23%	0.00%	2.56%	0.00%	0.00%	1.07%	0.35%	0.31%	0.13%	0.31%	0.49%	0.00%	0.00%	0.41%	1.39%	0.85%	0.27%	0.79%	0.79%	0.00%	1.16%	1.48%	0.40%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
