Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Ордынская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836					
		0.45%	0.26%	0.21%	0.68%	0.55%	0.52%	0.17%	0.41%	0.32%	1.44%	1.04%	0.67%	0.00%	0.75%	0.98%	0.00%	0.00%	0.27%	0.46%	0.45%	0.00%	0.00%	0.53%	0.00%	0.16%	0.27%	0.00%	0.36%	0.80%	0.70%	0.00%	0.63%	0.51%	0.28%	0.00%	0.35%	1.08%	0.93%	1.64%					
21	. Путин Владимир Владимирович	13012	971	924	486	623	589	401	961	458	157	412	350	117	252	79	225	86	474	499	434	45	24	624	83	345	243	242	180	608	305	131	317	147	218	160	393	199	215	35					
		67.45%	63.46%	64.62%	65.68%	68.31%	61.29%	66.83%	79.23%	72.47%	75.12%	71.65%	78.48%	70.91%	63.32%	77.45%	57.40%	63.70%	63.97%	75.72%	65.26%	88.24%	80.00%	66.52%	84.69%	55.74%	64.80%	56.41%	64.52%	69.33%	71.26%	62.38%	67.02%	75.00%	61.24%	83.33%	68.47%	71.84%	66.36%	57.38%					
22	. Хакамада Ирина Муцуовна	446	42	36	29	38	20	17	17	6	2	12	4	4	7	0	7	3	21	22	15	1	1	23	0	22	7	8	8	18	5	0	5	4	9	2	12	4	11	4					
		2.31%	2.75%	2.52%	3.92%	4.17%	2.08%	2.83%	1.40%	0.95%	0.96%	2.09%	0.90%	2.42%	1.76%	0.00%	1.79%	2.22%	2.83%	3.34%	2.26%	1.96%	3.33%	2.45%	0.00%	3.55%	1.87%	1.86%	2.87%	2.05%	1.17%	0.00%	1.06%	2.04%	2.53%	1.04%	2.09%	1.44%	3.40%	6.56%					
23	. Харитонов Николай Михайлович	4132	355	297	134	160	258	129	141	120	41	114	78	26	89	13	129	35	200	79	181	4	5	212	7	171	103	143	71	179	80	60	111	38	103	24	117	43	63	19					
		21.42%	23.20%	20.77%	18.11%	17.54%	26.85%	21.50%	11.62%	18.99%	19.62%	19.83%	17.49%	15.76%	22.36%	12.75%	32.91%	25.93%	26.99%	11.99%	27.22%	7.84%	16.67%	22.60%	7.14%	27.63%	27.47%	33.33%	25.45%	20.41%	18.69%	28.57%	23.47%	19.39%	28.93%	12.50%	20.38%	15.52%	19.44%	31.15%					
																																													
24	Против всех	437	59	49	29	23	30	15	32	6	1	12	1	2	8	1	7	5	9	13	7	1	0	28	3	18	1	7	5	17	9	4	5	0	10	1	13	2	4	0					
		2.27%	3.86%	3.43%	3.92%	2.52%	3.12%	2.50%	2.64%	0.95%	0.48%	2.09%	0.22%	1.21%	2.01%	0.98%	1.79%	3.70%	1.21%	1.97%	1.05%	1.96%	0.00%	2.99%	3.06%	2.91%	0.27%	1.63%	1.79%	1.94%	2.10%	1.90%	1.06%	0.00%	2.81%	0.52%	2.26%	0.72%	1.23%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
