Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Староюрьевская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	233	6	1	1	19	13	3	1	9	4	1	8	7	2	6	11	1	2	12	4	0	7	2	15	16	21	30	17	14					
		2.30%	1.45%	0.62%	0.99%	3.04%	1.72%	1.09%	0.44%	4.69%	2.12%	0.52%	2.66%	1.10%	0.70%	1.37%	3.10%	0.34%	0.88%	3.06%	1.77%	0.00%	3.40%	1.80%	3.42%	2.60%	3.45%	4.04%	3.08%	2.74%					
19	. Малышкин Олег Александрович	168	6	10	0	7	9	2	10	2	5	3	3	11	12	5	5	3	5	5	1	3	0	1	11	4	3	14	13	15					
		1.66%	1.45%	6.21%	0.00%	1.12%	1.19%	0.73%	4.44%	1.04%	2.65%	1.55%	1.00%	1.72%	4.23%	1.14%	1.41%	1.02%	2.20%	1.28%	0.44%	4.48%	0.00%	0.90%	2.51%	0.65%	0.49%	1.89%	2.36%	2.94%					
20	. Миронов Сергей Михайлович	36	0	1	0	1	1	2	0	2	0	0	0	1	1	4	0	0	1	1	1	0	3	0	0	1	5	4	4	3					
		0.36%	0.00%	0.62%	0.00%	0.16%	0.13%	0.73%	0.00%	1.04%	0.00%	0.00%	0.00%	0.16%	0.35%	0.91%	0.00%	0.00%	0.44%	0.26%	0.44%	0.00%	1.46%	0.00%	0.00%	0.16%	0.82%	0.54%	0.72%	0.59%					
21	. Путин Владимир Владимирович	6491	271	90	56	432	423	198	147	144	119	148	240	390	163	284	233	172	116	241	124	51	134	95	317	386	410	468	352	287					
		64.03%	65.46%	55.90%	55.45%	69.12%	56.10%	72.00%	65.33%	75.00%	62.96%	76.68%	79.73%	61.13%	57.39%	64.84%	65.63%	58.31%	51.10%	61.48%	54.87%	76.12%	65.05%	85.59%	72.21%	62.66%	67.43%	63.07%	63.77%	56.16%					
22	. Хакамада Ирина Муцуовна	122	2	6	0	3	4	2	3	3	0	5	2	9	8	1	4	3	4	9	12	3	2	1	0	9	8	10	6	3					
		1.20%	0.48%	3.73%	0.00%	0.48%	0.53%	0.73%	1.33%	1.56%	0.00%	2.59%	0.66%	1.41%	2.82%	0.23%	1.13%	1.02%	1.76%	2.30%	5.31%	4.48%	0.97%	0.90%	0.00%	1.46%	1.32%	1.35%	1.09%	0.59%					
23	. Харитонов Николай Михайлович	2844	114	51	42	157	282	66	63	29	60	29	37	205	95	132	98	113	96	115	80	10	56	10	75	188	137	194	137	173					
		28.06%	27.54%	31.68%	41.58%	25.12%	37.40%	24.00%	28.00%	15.10%	31.75%	15.03%	12.29%	32.13%	33.45%	30.14%	27.61%	38.31%	42.29%	29.34%	35.40%	14.93%	27.18%	9.01%	17.08%	30.52%	22.53%	26.15%	24.82%	33.86%					
																																			
24	Против всех	153	11	0	0	5	8	2	1	1	1	4	3	5	0	4	3	2	0	8	4	0	2	2	15	8	19	16	16	13					
		1.51%	2.66%	0.00%	0.00%	0.80%	1.06%	0.73%	0.44%	0.52%	0.53%	2.07%	1.00%	0.78%	0.00%	0.91%	0.85%	0.68%	0.00%	2.04%	1.77%	0.00%	0.97%	1.80%	3.42%	1.30%	3.12%	2.16%	2.90%	2.54%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
