Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Каменская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438					
11	Число полученных открепительных  удостоверений	300	8	5	8	12	12	7	10	5	7	7	6	6	6	10	5	14	10	4	8	5	5	7	6	5	6	6	4	7	5	8	6	5	10	5	12	7	6	6	9	4	4	6	6					
12	Число выданных открепительных удостоверений	103	2	0	1	8	12	0	0	0	2	3	1	1	0	3	1	0	6	0	3	0	1	7	6	2	0	6	0	3	2	8	2	0	4	0	2	2	3	1	4	0	0	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	104	4	1	2	1	3	5	1	2	2	3	1	3	2	4	1	4	1	1	5	1	1	1	1	2	3	3	1	2	2	5	3	2	8	1	4	2	2	2	4	1	1	4	2					
14	Число неиспользованных открепительных удостоверений	197	6	5	7	4	0	7	10	5	5	4	5	5	6	7	4	14	4	4	5	5	4	0	0	3	6	0	4	4	3	0	4	5	6	5	10	5	3	5	5	4	4	3	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	338	8	7	10	19	22	2	12	2	6	10	5	1	0	31	6	10	0	0	15	0	7	10	6	0	3	3	4	8	1	17	5	0	17	1	24	34	6	1	18	0	0	1	6					
		2.24%	2.24%	4.38%	3.11%	3.28%	2.82%	0.79%	3.90%	2.74%	1.37%	3.07%	1.84%	0.59%	0.00%	2.70%	6.98%	0.94%	0.00%	0.00%	3.46%	0.00%	6.19%	2.71%	2.45%	0.00%	1.23%	1.01%	4.60%	1.55%	0.72%	4.07%	1.64%	0.00%	2.96%	0.81%	3.04%	6.42%	2.14%	0.36%	2.64%	0.00%	0.00%	0.43%	1.81%					
19	. Малышкин Олег Александрович	286	2	1	13	4	20	4	6	2	7	4	2	1	0	23	1	17	0	7	6	3	3	5	2	7	1	14	2	5	4	15	11	4	14	6	19	16	7	0	17	0	4	3	4					
		1.90%	0.56%	0.62%	4.04%	0.69%	2.56%	1.58%	1.95%	2.74%	1.60%	1.23%	0.74%	0.59%	0.00%	2.00%	1.16%	1.60%	0.00%	5.98%	1.39%	2.40%	2.65%	1.36%	0.82%	7.07%	0.41%	4.71%	2.30%	0.97%	2.90%	3.59%	3.62%	3.64%	2.43%	4.88%	2.41%	3.02%	2.50%	0.00%	2.50%	0.00%	2.72%	1.29%	1.20%					
20	. Миронов Сергей Михайлович	65	1	0	1	1	2	1	2	0	1	0	0	0	0	7	0	4	0	2	5	0	0	1	0	0	1	0	2	2	1	1	2	1	4	2	7	5	2	0	1	0	4	1	1					
		0.43%	0.28%	0.00%	0.31%	0.17%	0.26%	0.40%	0.65%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.38%	0.00%	1.71%	1.15%	0.00%	0.00%	0.27%	0.00%	0.00%	0.41%	0.00%	2.30%	0.39%	0.72%	0.24%	0.66%	0.91%	0.70%	1.63%	0.89%	0.94%	0.71%	0.00%	0.15%	0.00%	2.72%	0.43%	0.30%					
21	. Путин Владимир Владимирович	9564	245	93	211	416	425	152	177	46	277	140	148	129	103	796	57	636	615	84	263	83	70	218	153	61	171	201	45	312	117	214	179	60	380	96	486	370	177	200	412	46	107	149	244					
		63.48%	68.63%	58.12%	65.53%	71.72%	54.49%	60.08%	57.47%	63.01%	63.24%	42.94%	54.41%	76.33%	78.63%	69.28%	66.28%	59.77%	64.13%	71.79%	60.74%	66.40%	61.95%	59.08%	62.45%	61.62%	70.08%	67.68%	51.72%	60.47%	84.78%	51.20%	58.88%	54.55%	66.09%	78.05%	61.52%	69.81%	63.21%	72.20%	60.50%	80.70%	72.79%	63.95%	73.49%					
22	. Хакамада Ирина Муцуовна	171	4	2	4	5	18	5	6	0	11	6	5	1	0	2	2	8	10	1	1	0	3	4	0	0	4	3	2	4	2	6	2	1	3	3	13	13	6	1	5	2	3	0	0					
		1.13%	1.12%	1.25%	1.24%	0.86%	2.31%	1.98%	1.95%	0.00%	2.51%	1.84%	1.84%	0.59%	0.00%	0.17%	2.33%	0.75%	1.04%	0.85%	0.23%	0.00%	2.65%	1.08%	0.00%	0.00%	1.64%	1.01%	2.30%	0.78%	1.45%	1.44%	0.66%	0.91%	0.52%	2.44%	1.65%	2.45%	2.14%	0.36%	0.73%	3.51%	2.04%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	4082	60	56	76	121	250	84	101	23	133	136	106	35	27	277	19	371	213	23	134	37	26	121	77	31	60	72	30	172	13	147	98	43	100	11	193	88	74	72	217	9	24	60	62					
		27.09%	16.81%	35.00%	23.60%	20.86%	32.05%	33.20%	32.79%	31.51%	30.37%	41.72%	38.97%	20.71%	20.61%	24.11%	22.09%	34.87%	22.21%	19.66%	30.95%	29.60%	23.01%	32.79%	31.43%	31.31%	24.59%	24.24%	34.48%	33.33%	9.42%	35.17%	32.24%	39.09%	17.39%	8.94%	24.43%	16.60%	26.43%	25.99%	31.86%	15.79%	16.33%	25.75%	18.67%					
																																																		
24	Против всех	198	5	1	7	8	9	5	2	0	2	2	5	2	0	13	1	7	7	0	6	0	3	7	7	0	3	1	2	3	0	12	5	0	12	3	23	4	6	3	9	0	3	7	3					
		1.31%	1.40%	0.62%	2.17%	1.38%	1.15%	1.98%	0.65%	0.00%	0.46%	0.61%	1.84%	1.18%	0.00%	1.13%	1.16%	0.66%	0.73%	0.00%	1.39%	0.00%	2.65%	1.90%	2.86%	0.00%	1.23%	0.34%	2.30%	0.58%	0.00%	2.87%	1.64%	0.00%	2.09%	2.44%	2.91%	0.75%	2.14%	1.08%	1.32%	0.00%	2.04%	3.00%	0.90%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
