Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Тутаевская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	2	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	1225	28	36	45	51	67	64	68	58	73	69	59	102	90	84	67	44	62	5	0	11	9	16	4	4	1	4	0	8	0	4	5	2	4	5	4	9	44	13	6					
		4.15%	2.73%	4.74%	5.44%	4.17%	3.76%	6.45%	5.68%	4.28%	4.47%	4.24%	3.83%	5.62%	4.69%	4.71%	4.47%	2.90%	4.44%	2.19%	0.00%	3.18%	4.74%	4.94%	1.74%	2.35%	1.08%	1.77%	0.00%	2.96%	0.00%	2.72%	5.38%	1.90%	1.72%	3.57%	5.13%	1.90%	3.39%	5.00%	1.90%					
19	. Малышкин Олег Александрович	690	19	14	11	31	42	18	23	33	37	35	47	40	57	47	30	42	38	4	2	5	8	9	5	7	2	2	5	5	1	4	0	0	4	6	1	14	30	3	9					
		2.34%	1.85%	1.84%	1.33%	2.53%	2.35%	1.81%	1.92%	2.43%	2.27%	2.15%	3.05%	2.21%	2.97%	2.64%	2.00%	2.77%	2.72%	1.75%	2.41%	1.45%	4.21%	2.78%	2.17%	4.12%	2.15%	0.88%	2.13%	1.85%	1.41%	2.72%	0.00%	0.00%	1.72%	4.29%	1.28%	2.95%	2.31%	1.15%	2.85%					
20	. Миронов Сергей Михайлович	240	7	6	6	19	13	10	11	16	18	4	9	11	12	12	9	11	17	2	0	5	4	2	3	0	0	3	0	4	0	1	0	1	2	1	0	3	9	2	7					
		0.81%	0.68%	0.79%	0.73%	1.55%	0.73%	1.01%	0.92%	1.18%	1.10%	0.25%	0.58%	0.61%	0.63%	0.67%	0.60%	0.73%	1.22%	0.88%	0.00%	1.45%	2.11%	0.62%	1.30%	0.00%	0.00%	1.33%	0.00%	1.48%	0.00%	0.68%	0.00%	0.95%	0.86%	0.71%	0.00%	0.63%	0.69%	0.77%	2.22%					
21	. Путин Владимир Владимирович	21703	768	562	596	913	1296	728	885	1003	1220	1237	1174	1338	1458	1340	1164	1024	920	167	69	252	137	216	174	119	67	167	180	197	61	101	65	73	150	99	66	362	938	193	224					
		73.57%	74.93%	73.95%	72.07%	74.65%	72.65%	73.39%	73.87%	73.97%	74.75%	76.03%	76.23%	73.76%	76.02%	75.20%	77.60%	67.50%	65.90%	73.25%	83.13%	72.83%	72.11%	66.67%	75.65%	70.00%	72.04%	73.89%	76.60%	72.96%	85.92%	68.71%	69.89%	69.52%	64.66%	70.71%	84.62%	76.37%	72.27%	74.23%	70.89%					
22	. Хакамада Ирина Муцуовна	835	21	15	36	28	39	27	40	41	50	50	48	60	64	64	46	45	47	3	1	10	1	5	2	2	2	2	0	9	2	11	2	5	6	0	0	4	37	3	7					
		2.83%	2.05%	1.97%	4.35%	2.29%	2.19%	2.72%	3.34%	3.02%	3.06%	3.07%	3.12%	3.31%	3.34%	3.59%	3.07%	2.97%	3.37%	1.32%	1.20%	2.89%	0.53%	1.54%	0.87%	1.18%	2.15%	0.88%	0.00%	3.33%	2.82%	7.48%	2.15%	4.76%	2.59%	0.00%	0.00%	0.84%	2.85%	1.15%	2.22%					
23	. Харитонов Николай Михайлович	3656	143	94	96	144	250	114	133	145	177	171	150	198	174	154	125	263	248	37	5	49	25	71	35	36	15	43	43	39	6	20	16	19	54	22	5	68	187	38	44					
		12.39%	13.95%	12.37%	11.61%	11.77%	14.01%	11.49%	11.10%	10.69%	10.85%	10.51%	9.74%	10.92%	9.07%	8.64%	8.33%	17.34%	17.77%	16.23%	6.02%	14.16%	13.16%	21.91%	15.22%	21.18%	16.13%	19.03%	18.30%	14.44%	8.45%	13.61%	17.20%	18.10%	23.28%	15.71%	6.41%	14.35%	14.41%	14.62%	13.92%					
																																														
24	Против всех	901	26	17	25	22	60	26	32	52	49	55	48	56	54	76	54	63	44	3	5	13	4	4	5	1	3	0	6	4	1	4	2	4	7	5	1	7	46	4	13					
		3.05%	2.54%	2.24%	3.02%	1.80%	3.36%	2.62%	2.67%	3.83%	3.00%	3.38%	3.12%	3.09%	2.82%	4.26%	3.60%	4.15%	3.15%	1.32%	6.02%	3.76%	2.11%	1.23%	2.17%	0.59%	3.23%	0.00%	2.55%	1.48%	1.41%	2.72%	2.15%	3.81%	3.02%	3.57%	1.28%	1.48%	3.54%	1.54%	4.11%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
